@relation data
@attribute Var153 numeric
@attribute Var211 numeric
@attribute Var218 numeric
@attribute appetency numeric
@data
10689240,1,1,-1
10122760,1,1,-1
10055080,2,1.4655,-1
9816040,2,2,-1
9929320,1,1,-1
10725240,2,2,-1
10009920,2,2,-1
126756,1,1,-1
82956,1,1,-1
6404640,1,2,-1
5562657.69896,1,1,-1
10676400,2,2,1
10628080,1,1,-1
6699520,1,2,-1
3439688,1,1,-1
9512240,1,1,-1
10320280,2,1,-1
725696,1,1,-1
10481440,1,1,-1
2105644,1,1,-1
10596120,1,2,-1
10301400,2,2,-1
9184480,1,1,-1
9280200,1,2,-1
402324,1,1,-1
323856,1,1,-1
2130424,1,1,-1
9942760,1,1,-1
761868,1,1,-1
2386232,1,1,-1
10708040,1,2,-1
5562657.69896,2,2,-1
8855000,1,2,-1
10394560,1,1,-1
86468,1,2,-1
2607280,1,2,-1
10529640,1,1.4655,-1
5562657.69896,1,1,-1
10028160,1,1,-1
10549600,1,1,-1
10641920,1,2,-1
9248760,1,2,-1
10265720,1,2,-1
10608080,1,2,-1
2338448,1,2,-1
9617560,1,2,-1
5562657.69896,1,2,-1
5562657.69896,2,1,-1
10409680,1,2,-1
6698200,1,2,-1
10124080,1,1,-1
5562657.69896,1,1,-1
5562657.69896,2,1,-1
6561280,1,1,-1
5933880,1,2,-1
9654280,1,1,-1
5562657.69896,1,1,-1
7706280,1,2,-1
120400,1,1,-1
10374120,1,2,-1
10539720,1,1,-1
8530720,1,1,-1
548,1,1,-1
5562657.69896,1,1,-1
4009040,2,1,-1
5562657.69896,1,2,-1
2385188,1,1,-1
8362040,1,1,-1
7845440,1,1,-1
4363440,1,1,-1
10427200,1,2,1
8810720,1,1,-1
3223948,1,2,-1
10378680,1,1,-1
5662680,2,2,-1
5562657.69896,2,1,-1
5562657.69896,2,1.4655,-1
1861060,1,1,-1
5562657.69896,1,1,-1
10340520,1,1,-1
2129168,1,2,-1
1586156,2,2,-1
5562657.69896,2,2,-1
10318160,1,2,-1
9977680,1,1,-1
1383648,1,1,-1
9944520,1,1,-1
5562657.69896,1,2,-1
5562657.69896,1,1.4655,-1
344564,1,1,-1
10592840,2,2,-1
10525720,1,2,-1
10339280,2,2,-1
5562657.69896,2,1,-1
3703844,1,2,-1
769704,1,2,-1
309988,1,2,-1
10826880,1,1,-1
8584600,1,2,-1
236560,1,2,-1
5562657.69896,1,1,-1
5562657.69896,1,2,-1
5562657.69896,2,1,-1
10323600,1,2,-1
6647520,1,1,-1
1617324,1,1,-1
1779524,1,2,-1
10041000,2,1,-1
106472,1,1,-1
143072,1,2,-1
10153160,1,2,-1
10189760,1,2,-1
389004,1,1,-1
10466640,1,2,-1
9198520,1,2,-1
10427520,1,1,-1
5242600,1,1,-1
2237180,2,2,-1
10153920,1,2,-1
12572040,1,2,-1
6921720,1,2,-1
3753444,1,1,-1
7720920,1,1,-1
10443720,1,1,-1
2200080,1,1,-1
324680,1,2,-1
10627840,1,1,-1
5562657.69896,1,1,-1
4543720,2,2,-1
10801080,1,2,-1
10813880,1,1,-1
5562657.69896,1,1,-1
10662640,1,2,-1
5562657.69896,2,1,-1
370752,1,2,-1
4315000,1,1,-1
1639944,1,2,-1
5562657.69896,2,2,-1
2217776,1,2,-1
10737040,1,2,-1
10162200,1,1,-1
2962700,1,1,-1
5973360,1,2,-1
8229200,1,1,-1
5562657.69896,1,1,-1
10042960,1,1,-1
10809760,1,1,-1
3822252,1,2,-1
10229360,1,2,-1
10158160,1,2,-1
5562657.69896,2,1,-1
10603720,1,2,-1
10368000,1,2,-1
10483960,1,2,-1
10178600,1,1,-1
10608520,1,1,-1
4451120,1,1,-1
5562657.69896,2,2,-1
10404,1,1,-1
88036,2,1,-1
5562657.69896,1,2,-1
10713600,1,2,-1
3494476,1,2,-1
9831880,1,1,-1
10600200,1,1,-1
5562657.69896,2,1,-1
10518000,1,1,-1
10284400,1,1,-1
5562657.69896,1,1,-1
10564800,2,1,-1
10800480,1,2,-1
5380200,1,1,-1
10009080,1,1,-1
10491040,2,1,-1
9965320,2,1,-1
9077000,1,2,-1
4127600,1,1,-1
10713600,1,2,-1
3046432,1,2,-1
10576960,1,1,-1
10516200,1,2,-1
1940944,1,2,-1
1799880,1,2,-1
225156,1,1,-1
5562657.69896,2,1,-1
10458160,2,2,-1
395008,1,1,-1
5562657.69896,2,2,-1
7429920,1,1,-1
650024,1,2,-1
5562657.69896,1,1,-1
4496,1,2,-1
10029520,1,2,-1
5294560,1,1,-1
10447440,1,1,-1
5562657.69896,1,2,-1
2599420,1,2,-1
10313520,1,1.4655,-1
10178360,1,1,-1
10607400,1,1,-1
10737520,1,1,-1
10495960,1,1,-1
9314360,1,2,-1
8693840,1,2,-1
9684720,1,1,-1
10028920,1,1,-1
575272,1,1,-1
10190360,1,2,-1
10186000,1,2,-1
8191040,1,1,-1
5562657.69896,2,1,-1
5562657.69896,1,2,-1
5562657.69896,1,1,-1
1702536,1,2,-1
10704520,1,2,-1
10420400,1,1,-1
10551040,2,2,-1
4383400,1,2,-1
10060360,1,2,-1
10105920,1,2,-1
10197800,1,1,-1
10479520,2,2,-1
3386836,1,1,-1
10547320,1,1,-1
10517360,1,1,-1
5562657.69896,1,1,-1
10399400,2,2,-1
3699268,1,2,-1
582256,1,1,-1
5562657.69896,2,2,-1
9332120,1,1,-1
5562657.69896,2,2,-1
10560120,1,2,-1
3919712,1,1,-1
10562280,1,1,-1
9554080,1,1,-1
5562657.69896,2,1,-1
8163240,2,2,-1
826152,1,2,-1
9222560,2,2,-1
10625360,2,2,-1
1669160,1,1,-1
10490280,1,2,-1
10475400,1,1,-1
10483960,1,1,-1
93204,1,1,-1
10890120,2,1,-1
10671320,2,2,-1
10099040,1,2,-1
10356560,1,2,-1
5562657.69896,2,2,-1
115184,2,2,-1
10249200,1,1,-1
7674640,1,2,-1
10144000,1,1,-1
1990816,1,2,-1
5438520,1,1,-1
505536,1,2,-1
5562657.69896,2,2,-1
83832,2,1,-1
10475440,1,1,-1
5562657.69896,2,1,-1
10494960,1,2,-1
8985640,1,1,-1
8986200,1,2,-1
10593120,1,1,-1
10455040,1,2,-1
9478600,1,2,-1
5562657.69896,2,1,-1
9754000,1,2,-1
778228,2,1,-1
2303608,1,1,-1
873296,1,1,-1
5375880,2,2,-1
10557520,1,1,-1
11853800,1,2,-1
8087680,1,1,-1
10580720,1,2,-1
5388720,1,1,-1
6455600,1,1,-1
23500,1,2,-1
10696720,1,2,-1
10159960,1,2,-1
6619840,2,2,-1
5562657.69896,1,1,-1
10759680,1,2,-1
8238160,1,1,-1
10723040,1,1,-1
182056,1,2,-1
10300360,1,2,-1
5016160,1,1,-1
785480,1,1,-1
6525360,1,2,-1
10379200,1,2,-1
283444,1,2,-1
6625320,1,1,-1
2688012,1,2,-1
10432040,1,1,-1
5562657.69896,1,2,-1
10389520,1,2,-1
2863488,1,2,-1
5562657.69896,1,2,-1
9765480,1,2,-1
5562657.69896,2,1,-1
10430080,1,1,-1
4046600,1,2,1
675580,1,1,-1
826968,1,1,-1
395584,1,1,-1
5562657.69896,1,1,-1
5562657.69896,2,2,-1
2075156,1,2,-1
11503560,1,1,-1
5562657.69896,1,1,-1
10658720,1,2,-1
5562657.69896,1,1,-1
2433216,1,2,-1
5562657.69896,1,1,-1
118748,1,1,-1
5562657.69896,1,2,-1
5562657.69896,1,1,-1
10139800,1,1,-1
10288720,1,2,-1
2057144,1,2,-1
10455640,1,1,-1
9804880,1,1,-1
10519280,2,1,-1
9394680,1,1,-1
5562657.69896,2,2,-1
10347400,1,1,-1
10491480,1,1,-1
10865240,2,2,-1
5222280,1,1,-1
9961600,1,1,-1
2617904,1,1,-1
7977600,1,1,-1
9734640,1,2,-1
8348040,1,1,-1
178220,1,2,-1
10522480,1,1,-1
10658360,1,2,-1
428888,1,2,-1
1352612,1,1,-1
1288724,1,1,-1
8810120,2,1,-1
8627120,2,1,-1
137964,2,2,-1
10119440,1,1,-1
6335040,1,1,-1
9846680,1,1,-1
1553068,1,2,-1
10368000,1,2,-1
2174280,1,2,-1
10262560,1,1,-1
10744480,1,2,-1
5562657.69896,2,2,-1
10738840,1,1,-1
1447868,1,2,-1
1466036,2,1,-1
10576680,1,2,-1
5562657.69896,1,1,-1
373484,1,2,-1
10368000,1,2,-1
5562657.69896,2,2,-1
803556,1,1,-1
9605080,2,1,-1
10389840,1,1,-1
10008560,1,1,-1
5562657.69896,1,1,-1
1984724,1,1,-1
10430560,1,2,-1
5562657.69896,1,1,-1
8598200,1,1,-1
10475120,1,1,-1
10285120,1,1,-1
60816,2,1,-1
10709680,2,2,-1
10477520,1,1,-1
10377280,1,2,1
1202568,1,1,-1
10586760,1,1,-1
9993880,1,1,-1
5103200,1,2,-1
7594840,1,1,-1
9600680,1,1,-1
5562657.69896,1,2,-1
112144,1,1,-1
359140,1,2,1
1794340,1,1,-1
10299440,1,1,-1
10718360,1,2,1
5535520,1,2,-1
297636,1,1,-1
10620160,1,2,-1
58576,1,1.4655,-1
5562657.69896,1,2,-1
9582000,2,2,1
10494080,1,1,-1
10260280,1,1,-1
1881248,1,2,-1
1534464,1,1,-1
10772760,1,2,-1
1463016,1,1,-1
6661720,1,1,-1
10274880,1,1,-1
5562657.69896,2,1,-1
3389704,1,1,-1
1384484,1,2,-1
10316000,1,1,-1
534332,1,1,-1
5562657.69896,2,1,-1
10348680,1,2,-1
10460160,2,2,-1
10397520,1,2,-1
10365440,2,2,-1
10473720,1,2,-1
9900760,2,2,-1
5562657.69896,2,2,-1
9365320,1,2,-1
10728160,1,1,-1
10624840,1,1,-1
108968,2,2,-1
10085400,1,2,-1
5562657.69896,1,1,-1
10636880,1,1,-1
10308240,1,2,-1
10029720,1,1,-1
8976520,1,1,-1
1227244,1,2,-1
10368000,1,2,-1
9825320,1,1,-1
175204,1,1,-1
10713960,1,2,-1
8293080,1,2,-1
9754040,1,1,-1
3247464,1,1,-1
10082120,1,1,-1
587024,1,2,-1
10546000,1,2,-1
5324080,1,2,-1
1651688,1,2,-1
141596,1,1,-1
340392,1,1,-1
9806600,1,1,-1
10559680,1,1,-1
10201720,2,2,-1
5562657.69896,2,1,-1
9781240,1,1,-1
5562657.69896,1,2,-1
9949120,1,1,-1
879372,1,2,-1
7487320,1,1,-1
11183240,1,2,-1
10510640,1,1,-1
1610392,1,1,-1
5562657.69896,2,1,-1
3970424,1,2,-1
9885480,1,2,-1
641316,1,2,-1
10278280,1,2,-1
3685952,1,2,-1
10238360,2,2,-1
9810800,1,1,-1
1056748,1,2,-1
5562657.69896,1,2,-1
9027960,1,1,-1
3605384,1,1,-1
93220,1,1,-1
762716,1,1,-1
10221880,1,2,-1
7669720,1,2,-1
10008800,1,2,-1
10247120,1,1,-1
1223004,1,2,-1
5562657.69896,1,1,-1
10709480,1,2,-1
10622280,1,2,-1
3933728,1,2,-1
8841760,2,1,-1
2363204,1,2,-1
10251400,1,2,-1
10462120,1,2,-1
302336,1,2,-1
5562657.69896,1,1,-1
10586840,2,1,-1
9698920,1,1,-1
10429320,2,2,-1
5562657.69896,2,2,-1
2830460,1,1,-1
225640,1,1,-1
10611880,1,1,-1
172704,1,1,-1
10145520,2,2,-1
10262880,2,1,-1
5753600,1,1,-1
6375960,1,1,-1
1983428,1,2,-1
828472,1,1,-1
10140320,1,1,-1
10307960,2,1,-1
5562657.69896,2,1,-1
10078080,1,1,-1
3674928,1,2,-1
5818240,2,1,-1
3754784,1,1.4655,-1
5562657.69896,1,2,-1
532596,1,1,-1
1514348,1,1,-1
48184,1,1,-1
24052,1,2,-1
9582880,1,2,-1
10580400,2,1.4655,-1
6599040,1,1,-1
1402056,1,1,-1
10619240,2,2,-1
5562657.69896,2,1,-1
3036604,1,1,-1
204256,1,1,-1
5562657.69896,1,2,-1
5562657.69896,1,1,-1
4260360,1,2,-1
10619280,1,1,-1
9770560,2,1.4655,-1
4625560,1,1,-1
1308380,1,2,-1
3041744,1,1,-1
5562657.69896,1,2,-1
318192,1,2,-1
10659480,2,2,-1
516384,1,2,-1
10611680,2,2,-1
9933240,1,1,-1
159044,1,1,-1
10305520,2,1,1
5562657.69896,2,2,-1
2055648,1,2,-1
10446440,1,2,-1
5562657.69896,2,2,-1
10548400,1,2,-1
952896,1,1,-1
10231120,1,2,-1
219032,1,1,-1
1427624,1,1,-1
4059520,1,1,-1
8764960,1,2,-1
37568,2,2,-1
10584240,2,1,-1
10639040,1,1,-1
894888,1,2,-1
10357280,1,2,-1
5562657.69896,1,2,-1
2258720,1,1,-1
9917360,2,1,-1
9764240,2,1,-1
5562657.69896,1,1,-1
10805240,2,1,-1
778004,1,2,-1
283500,1,2,-1
200940,1,1,-1
5186720,2,2,1
8066560,1,1,-1
10384080,1,1,-1
2653288,1,1,-1
12096720,2,2,-1
9676800,1,1,-1
5562657.69896,1,1,-1
8648,1,2,-1
379680,1,2,-1
9349840,2,2,1
10502000,1,2,-1
10561720,1,2,-1
10466320,1,2,-1
2445612,1,1,-1
488988,1,2,-1
9429840,1,2,-1
10510280,1,1,-1
10377840,1,1,-1
10367040,1,1,-1
678376,1,2,-1
8196200,1,2,-1
76936,1,1,-1
7663880,1,2,-1
10271440,2,2,-1
5562657.69896,2,2,-1
953980,1,2,-1
3965788,1,2,-1
5562657.69896,2,1.4655,-1
856108,2,2,-1
5562657.69896,2,2,-1
9989000,1,2,-1
10327520,1,2,-1
10460560,1,1,-1
2589336,1,2,-1
10084520,1,1,-1
10275320,1,1,-1
5562657.69896,1,1,-1
96136,1,1,-1
5562657.69896,1,1,-1
5562657.69896,2,1,-1
5562657.69896,2,2,-1
84512,1,2,-1
13296,1,2,-1
10756360,2,2,-1
9504,2,1,-1
9468560,1,2,-1
10386960,1,1,-1
10574000,1,1,-1
559392,1,1,-1
8344280,1,2,-1
16980,1,2,-1
10143240,2,2,-1
10569160,1,1,-1
10675720,1,1,-1
2800328,1,2,-1
390732,1,1,-1
4854200,1,1,-1
6656360,1,1,-1
1453132,1,1,-1
188920,1,1,-1
10021120,1,2,-1
9588920,1,2,-1
5126280,1,1,-1
9914920,1,2,-1
10472280,1,2,-1
196664,1,1,1
5562657.69896,2,2,-1
10597240,2,1,-1
8763560,1,1.4655,-1
9351080,1,2,-1
10041520,1,2,-1
5562657.69896,2,1,-1
10738800,2,1,-1
1929724,1,2,-1
9063840,2,2,-1
5562657.69896,1,2,-1
9943600,1,2,-1
5562657.69896,2,2,-1
5562657.69896,1,2,-1
5562657.69896,1,2,-1
3818536,1,2,-1
4593200,1,1,-1
7736320,1,1,-1
10368000,1,2,-1
2404000,1,2,-1
11940,1,1,-1
9881480,1,1,-1
3043564,1,1,-1
10473840,1,1,-1
10211360,1,2,-1
5562657.69896,1,1,-1
9855520,1,1,-1
10370920,1,1,-1
10696720,2,2,-1
129316,1,1,-1
5562657.69896,2,2,1
1394612,1,2,-1
4213040,1,2,-1
10593760,2,2,-1
5562657.69896,2,2,-1
5562657.69896,1,1,-1
10617080,1,1,-1
2018460,1,1,-1
8529840,1,1,-1
4910160,1,2,-1
8726880,1,2,-1
432128,1,2,-1
5562657.69896,1,1,-1
2240432,1,2,-1
15476,1,2,-1
10431400,1,1,-1
10787880,1,2,-1
10174480,1,2,-1
10715680,1,1.4655,-1
10450000,2,1,-1
546188,1,2,-1
10552040,1,2,-1
10186160,1,1,-1
2803464,1,1,-1
1113248,1,1,-1
556136,1,1,-1
6395800,1,2,-1
10392760,2,2,-1
2687724,1,2,-1
5562657.69896,1,1,-1
3806068,1,2,-1
6237240,1,2,-1
5182280,1,2,-1
10585320,1,1,-1
10504040,1,2,-1
5562657.69896,2,2,-1
10320520,2,1,-1
10573280,1,1,-1
10531600,2,2,-1
10368000,1,1,-1
10031440,2,1,-1
616944,1,2,-1
9469160,1,1,-1
5562657.69896,2,2,-1
26420,1,2,-1
7202920,1,2,-1
10003440,1,1,-1
10345360,1,2,-1
10896040,1,1,-1
10369320,1,2,-1
898208,1,2,-1
973972,1,1,-1
5562657.69896,1,2,1
1022572,1,1,-1
5562657.69896,2,1,-1
10456240,2,2,-1
5562657.69896,2,1,-1
8663640,1,2,-1
10694280,1,1.4655,-1
5562657.69896,1,2,-1
2844536,1,2,-1
49908,1,1,-1
10075840,1,2,-1
9926120,1,2,-1
5562657.69896,1,1.4655,-1
5562657.69896,1,1,-1
10528240,1,2,-1
502312,1,2,-1
639860,1,2,-1
4160440,1,1,-1
854572,1,1,-1
10609040,1,1,-1
5562657.69896,2,1,-1
10417840,1,1,-1
9426320,1,1,-1
10368000,1,2,-1
1849700,1,1,-1
8065840,1,1,-1
7547480,2,2,-1
10608400,2,2,-1
5562657.69896,1,1,-1
8027960,1,2,-1
1378956,1,1,-1
10522040,1,1,-1
8459000,1,1,-1
10503960,1,2,-1
7303120,1,1,-1
9240760,2,2,-1
10694880,1,1,-1
10084000,1,2,-1
10331760,1,2,-1
51868,1,1,-1
10341200,2,2,-1
5562657.69896,1,1,-1
10516920,1,2,-1
5562657.69896,1,2,-1
10308920,1,1,-1
452332,1,1,-1
10815520,1,2,-1
10532040,1,1,-1
593832,1,1,-1
10269520,1,1,-1
5562657.69896,1,1,-1
1447312,2,2,-1
3660920,1,2,-1
10341680,1,2,-1
5562657.69896,1,1,-1
8376400,1,2,-1
10549440,1,1,-1
6246120,1,1,-1
1447360,1,2,-1
5562657.69896,1,2,-1
4295320,1,2,-1
7257600,1,1.4655,-1
5562657.69896,1,2,-1
10508280,1,2,-1
10000120,2,2,-1
21752,1,2,-1
65092,1,1,-1
367808,2,1,-1
4883680,1,2,-1
321792,1,1,-1
10718920,1,2,-1
5542120,1,2,-1
5562657.69896,2,2,-1
10672720,1,2,-1
9394800,2,2,-1
3938100,1,2,-1
3168756,1,2,-1
10584920,2,2,-1
9410560,1,1,-1
7950000,2,2,-1
5562657.69896,2,2,-1
10839480,1,1,-1
5562657.69896,1,1,-1
9709920,1,1,-1
544744,1,1,-1
5562657.69896,2,2,-1
3270648,1,1,-1
2565348,1,1,-1
10349400,1,2,-1
10264840,1,1,-1
10616040,2,2,-1
10610480,1,1,-1
10199120,1,1,-1
10821600,1,2,-1
9833920,1,1,-1
7559720,1,1,-1
10521000,1,2,-1
10379760,2,2,-1
961196,1,2,-1
5562657.69896,1,1,-1
10626360,1,1,-1
9229480,2,2,-1
9885520,1,1,-1
5562657.69896,2,2,-1
10741920,1,2,-1
898968,1,1,-1
9447680,2,1,-1
10527520,1,1,-1
9817840,1,2,-1
10573440,1,1,-1
22632,1,1,-1
10571040,1,2,-1
9676800,1,2,-1
2672260,1,1,-1
5562657.69896,1,1,-1
10069800,1,1,-1
10215520,1,2,-1
297644,1,2,-1
519692,1,1,-1
10360600,1,1,-1
10453160,1,1,-1
10368800,2,1,-1
9552400,1,2,-1
2575596,1,1,-1
9346960,1,1,-1
9040600,1,1,-1
10529680,1,1,-1
19544,2,1,-1
9611800,1,1,-1
10521240,2,1,-1
10408080,1,1,-1
10329360,1,1,-1
7299360,1,1,-1
10402840,1,2,-1
5562657.69896,2,2,1
7821960,1,1,-1
299984,2,2,-1
202032,1,1,-1
5562657.69896,2,1,-1
1102024,1,1,-1
5562657.69896,2,1,-1
10337480,1,2,-1
1058176,1,1,-1
80504,1,2,-1
2841436,1,2,-1
2609556,1,2,-1
5562657.69896,1,1,-1
10565600,1,2,-1
138720,1,2,-1
5562657.69896,1,2,-1
10410600,1,1,-1
2140224,1,1,-1
10002920,1,2,-1
10402840,1,2,-1
663928,1,1,-1
8169520,1,1,-1
548460,1,2,-1
5449080,1,2,-1
10720120,1,1,-1
575168,1,2,-1
3171900,1,1,-1
459740,1,1,-1
5562657.69896,1,2,-1
1403168,1,1,-1
10386800,1,1,-1
10569160,1,1,-1
10770560,1,2,-1
5452720,1,2,-1
10368000,1,1,-1
191736,1,1,-1
4757360,1,1,-1
5562657.69896,1,2,-1
1904700,1,2,-1
9945040,1,2,-1
249396,2,1,-1
5562657.69896,1,2,-1
10558400,1,1,-1
9375040,1,1,-1
8422640,1,1,-1
7690600,2,2,1
10012680,1,1,-1
10216760,2,2,-1
10360520,2,1,-1
640868,1,1,-1
10464040,1,2,-1
3206852,1,1,-1
10773120,1,2,-1
5562657.69896,1,1,-1
284628,1,1,-1
1943712,1,2,-1
17588,1,1,-1
6587840,2,2,-1
664396,1,2,-1
10316520,1,1,-1
4625600,1,1,-1
340468,1,1,-1
2335776,1,1,-1
5562657.69896,2,2,1
1881144,1,2,-1
5562657.69896,2,2,-1
9228600,2,2,-1
10754080,1,1,1
9596040,2,2,-1
10235040,1,1,-1
9980080,1,1.4655,-1
2259820,2,2,-1
7444520,1,2,-1
10852680,1,2,-1
317780,1,1,-1
7607120,1,2,-1
10477640,1,1,-1
5562657.69896,1,1,-1
8683600,1,2,-1
8833600,1,2,-1
5562657.69896,2,1,-1
10651080,2,1,-1
10608600,2,2,-1
305184,1,2,-1
5562657.69896,2,2,-1
220544,1,1,-1
5562657.69896,1,1,-1
450888,2,2,-1
2014884,1,1,-1
10059320,1,2,-1
10803440,1,2,-1
5562657.69896,1,1.4655,-1
10243680,1,2,-1
10339320,1,2,-1
2828520,1,1,-1
5562657.69896,1,1,-1
449668,1,1,-1
10596560,1,1,-1
3027000,1,1,-1
6176240,1,1,-1
10392000,1,2,-1
5562657.69896,1,2,-1
8595200,1,2,-1
9831880,1,1,-1
2552236,1,1,-1
10576600,1,1,-1
3763732,2,1,-1
10707640,2,1,-1
9249080,2,1,-1
5562657.69896,1,2,-1
10333320,1,2,-1
9074880,1,2,-1
10493800,2,1,-1
10420640,2,1,-1
5562657.69896,2,2,-1
10318600,1,1,-1
5562657.69896,2,1,-1
10436600,1,2,1
10497640,2,1,-1
7778040,2,2,-1
2076800,1,2,-1
1207876,1,1,-1
5562657.69896,2,1,-1
2762508,1,1,-1
9344560,1,2,-1
10147840,1,1,-1
8576000,1,1,-1
25676,1,2,-1
9860040,1,1,-1
1771944,1,1,-1
45124,1,1,-1
9474680,1,1,-1
10451720,1,2,-1
5361760,1,2,-1
11133280,1,1,-1
5562657.69896,1,1,-1
5562657.69896,2,2,-1
10630480,1,2,-1
10274080,1,2,-1
1600388,1,1,-1
10337720,1,1,-1
10783280,1,1,-1
10634320,1,2,-1
10700080,1,1,-1
3416148,1,1,-1
9920520,1,2,-1
10516400,1,1,-1
10503240,1,1,-1
5562657.69896,1,2,-1
8447280,1,1,-1
2554980,1,2,-1
342368,1,1,-1
2355048,1,1,-1
19572,1,1,-1
10142280,1,2,-1
10732600,1,1,-1
10638240,2,2,-1
2831012,1,1,-1
1909964,1,2,-1
10668080,1,2,-1
8988800,1,1,-1
5562657.69896,1,2,-1
8125280,1,1,-1
5562657.69896,2,1,-1
189464,1,1,-1
10384880,1,2,-1
80592,1,1,-1
10429880,1,1,-1
10746520,1,2,-1
10399800,1,2,-1
2517108,1,1,-1
218668,2,2,-1
6403320,1,2,-1
4848800,1,2,-1
3126364,1,2,-1
10697560,2,1,-1
546964,1,1,-1
7147440,1,1,-1
8553800,1,2,-1
2325156,2,2,-1
4619200,2,1,-1
11286160,1,1,-1
10267440,1,1,1
2235932,1,1,-1
4131520,1,2,-1
1353844,1,1,-1
86396,1,2,-1
5562657.69896,2,1,-1
10341240,1,2,-1
5370120,1,1,-1
459432,1,1,-1
9941600,1,1,-1
10339360,1,1,-1
471220,1,1,-1
10418440,1,2,-1
2231020,1,1,-1
10568160,1,1,-1
10582200,1,1,-1
199980,1,2,-1
7632040,1,2,-1
3410148,1,1,-1
10573400,1,1,-1
7750640,1,2,-1
1804564,1,2,-1
2417764,2,1,-1
967812,1,2,-1
10603520,1,2,-1
10689680,1,1,-1
10368000,1,1,-1
5562657.69896,1,1,-1
11045800,1,2,-1
3102672,1,1,-1
5562657.69896,1,2,-1
5562657.69896,2,2,-1
10202680,1,2,-1
2751264,1,1,-1
10149680,1,1,-1
9707920,1,2,-1
3216164,1,1,-1
10459520,2,1,-1
163088,1,1,-1
2175080,1,1,-1
9118520,1,2,-1
813892,1,1,-1
10257000,1,1,-1
8612120,1,1,-1
10333240,1,2,-1
10228520,1,1,-1
5580600,1,2,-1
8079640,1,1,-1
7187160,1,2,-1
177304,1,2,-1
5562657.69896,2,2,-1
5562657.69896,1,1,-1
3207720,2,1,-1
2629928,1,1,-1
10257640,2,2,-1
1783216,1,2,-1
10713600,2,2,-1
586960,2,1.4655,1
10492280,1,2,-1
5562657.69896,2,1,-1
10122600,1,2,-1
7443040,1,2,-1
5562657.69896,1,1,-1
3853076,1,1,-1
9157440,1,2,-1
2180252,1,1,-1
1085756,1,1,-1
5138120,1,1,-1
2250028,1,2,-1
10733920,2,2,-1
10509360,1,2,-1
5109080,1,2,-1
9721600,1,1,-1
2427140,1,1,-1
695788,1,1,-1
157284,1,1,-1
10323160,1,1,-1
5562657.69896,1,2,-1
3566400,1,2,-1
7300520,1,2,-1
215532,1,2,-1
4820480,1,2,-1
10673560,2,2,-1
9593880,1,1,-1
8811280,1,2,-1
13168,1,1,-1
10334440,1,1,-1
7091000,2,1,-1
7337840,1,1,-1
6552400,1,1,-1
10187640,1,2,-1
7926760,1,1,-1
7041360,1,2,-1
10076480,1,2,-1
10344680,1,1,-1
6329080,1,2,-1
438932,1,1,-1
10223280,2,1,-1
605752,2,1,-1
5562657.69896,1,1,-1
7552400,1,2,-1
10198440,1,2,-1
5562657.69896,1,2,-1
5562657.69896,2,1,-1
10341960,1,1,-1
5562657.69896,1,1,-1
9292360,1,1,-1
2812260,1,1,-1
10198080,1,2,-1
10517440,1,1,-1
665224,1,1,-1
307360,2,2,-1
1027168,1,1,-1
613916,1,1,-1
10548280,1,2,-1
10431840,1,1,-1
5562657.69896,1,1,-1
9676800,1,2,-1
10358160,1,1,-1
3908120,1,1,-1
10510960,1,2,-1
2533464,1,2,-1
9711800,1,2,-1
1143884,1,1,-1
10509080,2,2,-1
10362400,2,2,-1
10367000,1,2,-1
10265480,1,2,-1
5562657.69896,1,2,-1
5562657.69896,1,1,-1
2255636,1,1,-1
10410600,1,2,-1
10517480,1,2,-1
201592,2,1,-1
68320,1,1,-1
2087168,1,1,1
10671400,1,1.4655,-1
443796,1,1,-1
295196,1,1,-1
1523328,1,1,-1
2531952,1,2,-1
1808920,1,1,-1
1269860,1,2,-1
1189124,2,2,-1
10368680,1,1,-1
8638840,1,1,-1
10123280,1,2,-1
10080480,1,1,-1
10781800,1,2,-1
8453200,1,1,-1
10477160,1,1,-1
5158080,1,1,-1
759000,1,1,-1
6174520,1,1,-1
10391920,1,2,-1
2177172,1,1,-1
10388240,1,1,-1
10512320,1,2,-1
5562657.69896,2,2,-1
10772600,1,2,-1
5408880,2,2,-1
9499440,1,1,-1
10678200,1,1,-1
5562657.69896,2,2,-1
10213840,1,1,-1
10511560,1,2,-1
573236,1,1,-1
4123720,2,2,-1
231588,2,2,-1
5562657.69896,1,1,-1
3645368,2,2,-1
10031360,1,1,-1
2743712,1,2,-1
10694720,1,1.4655,-1
7824480,1,2,-1
10711080,1,1,-1
5398560,1,2,-1
10743840,2,1,-1
10532160,1,2,-1
10371520,1,2,-1
10634640,1,2,-1
8121680,1,1,-1
13027280,1,2,-1
10241680,1,1,-1
10204400,1,1,-1
928528,1,2,-1
387816,2,2,-1
2447800,1,1,-1
3172540,1,2,-1
9777480,2,1,-1
9839160,1,2,1
10365320,1,2,-1
10418240,1,1,-1
9737640,1,2,-1
2833752,2,2,-1
1509684,1,1,-1
439664,1,2,-1
10562240,1,2,-1
4920960,1,1,-1
604680,1,2,-1
7719560,1,2,-1
10408280,1,1,-1
10525840,1,1,-1
343436,1,1,-1
10091080,1,1,-1
10273520,1,1,-1
10648440,1,1,-1
1062100,1,1,-1
10440320,1,1,-1
138856,1,2,-1
8717880,1,1,-1
