@relation data
@attribute Var81 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var193 numeric
@attribute Var207 numeric
@attribute Var218 numeric
@attribute churn numeric
@data
117701.7,114302.4,4,38,10,2,-1
91685.018146058,-1998760,-18,38,10,2,-1
150618.6,114950.4,38,38,10,2,-1
70241.41,54134,-0.39968,38,6,1,-1
71217.91,-251288.4,-0.39968,7,6,1,-1
30373.8,499196,24,38,10,1,-1
213833.7,142362,-28,38,10,2,-1
214907.1,165363.6,-0.39968,29,6,2,-1
121086,113215.6,8,2,10,1,-1
91685.018146058,-101025.6,-0.39968,38,10,1,-1
148499.4,111941.6,8,38,10,1,-1
7130.97,-739104,4,2,10,1,-1
8901.449,-11984.72,28,16,5,1,-1
108021,-257692,-0.39968,38,10,1,1
874584,-39377.72,4,38,10,1,-1
5067.18,-2405.716,-0.39968,38,10,1,-1
8021.13,257098,4,38,10,1,-1
4935.51,-1522232,-30,38,10,1,-1
227069.4,103947.2,12,38,10,2,1
213762.6,38422.28,-0.39968,2,10,1,-1
84258.3,267701.2,40,38,9,2,-1
91685.018146058,-786648,-18,13,9,1,-1
84186,33908.44,-22,38,9,2,-1
244513.8,-1178704,-0.39968,38,10,1,-1
20432.13,201656.4,4,14,6,1,-1
119727.3,150973.6,4,38,10,2,-1
81942,-503484,4,38,10,1,-1
55056.6,-157427.2,4,38,10,2,1
91685.018146058,-1939096,-18,38,6,1,-1
91685.018146058,-451464,4,38,10,1,-1
48963.9,-49259.2,-0.39968,38,10,2,-1
24541.11,93946,-0.39968,38,10,2,-1
3800.97,-11060.72,26,38,10,2,-1
188463.9,137765.6,-22,38,5,2,-1
47565.6,-102475.2,-30,2,10,1,-1
318990,-20139,-10,38,10,2,-1
91685.018146058,-3849772,-20,38,10,1,-1
186009.3,198785.2,4,38,10,2,-1
203948.4,136765.2,-16,38,10,2,-1
6149.37,-142583.6,4,38,10,1,-1
310203,191663.2,4,38,10,1,-1
29490.09,-320074.4,-0.39968,38,10,2,-1
91685.018146058,-2452244,-20,38,10,1,-1
45108,157614.8,-0.39968,38,6,1,1
4825.35,25988.8,-0.39968,38,6,1,-1
147242.7,-149972.4,-0.39968,38,10,2,-1
13884.33,-33268.16,18,38,10,1,-1
4304.52,-8757.16,-30,14,8,2,-1
8672.34,-2250340,4,45,6,1,-1
171866.1,152725.6,24,38,10,1,-1
136811.4,703888,8,38,10,1,-1
162168.3,-790236,-10,38,10,2,-1
206430.3,166787.6,10,38,5,2,-1
20413.53,114236,32,38,6,1,-1
49486.5,127404.8,-30,7,11,1,-1
52751.7,59970.8,40,2,11,1,-1
34191.9,-102079.6,-10,2,10,1,-1
5082.51,-123362.4,50,2,10,1,-1
155307.3,52376.8,6,38,10,1,-1
9069.99,33491.44,-0.39968,38,10,2,1
217964.4,89531.2,-0.39968,2,3,2,-1
5773.05,-42656,-0.39968,2,10,1,-1
91685.018146058,-2174840,-22,38,10,2,-1
91685.018146058,-1132336,-0.39968,38,6,1,-1
194072.1,112412,-0.39968,38,10,2,1
28599.99,-59353.2,4,38,6,1,-1
91685.018146058,-3808.428,4,38,10,1,-1
91685.018146058,-1002424,-22,38,10,2,-1
39083.1,223823.2,6,38,10,1,-1
69394.2,193371.6,28,2,10,1,-1
200562.6,297880.8,4,38,10,1,-1
228703.2,765700,-30,38,10,2,-1
221491.8,40804,-0.39968,2,10,2,-1
53894.1,-501940,4,38,5,1,-1
223408.8,132885.6,6,38,10,2,-1
8282.37,-1457376,14,38,10,2,-1
1800.129,4573.72,4,7,5,1,-1
5869.59,-42090.8,-0.39968,38,10,1,-1
196182.6,-188381.6,-0.39968,38,6,1,-1
196449,151399.2,4,38,10,2,-1
118295.4,647732,8,38,10,2,-1
164492.7,219749.2,10,38,10,2,-1
9295.17,-1207.716,-0.39968,2,10,1,-1
49105.5,248760.4,10,38,10,2,-1
91685.018146058,-1022832,4,38,10,1,-1
205787.7,146975.6,32,38,10,1,-1
4374.96,-3163.716,36,38,10,2,-1
10723.05,-159799.2,-30,38,9,2,-1
206527.5,104377.6,-24,38,10,1.4655,-1
91685.018146058,-1115816,-14,38,10,2,1
7810.32,50804,32,38,10,2,-1
121788.9,193121.2,-6,38,10,1,-1
199836.6,133623.2,6,38,10,1,-1
76291.2,26853.84,54,2,10,1,-1
15119.37,-1236752,-10,14,8,1,-1
2532.309,-17647.72,-0.39968,38,10,2,-1
5701.14,-15702.84,58,38,1,1,-1
12719.25,76880.4,40,38,10,2,-1
212026.8,-28467.44,-0.39968,38,10,1,-1
11134.71,-116553.6,54,2,10,2,-1
25619.64,252088.8,-0.39968,16,5,1,-1
4052.85,-53071.2,-0.39968,38,10,1,-1
4374.12,-1842892,4,25,10,1,-1
8767.229,-240353.6,-30,38,10,1,-1
111104.7,175545.2,-22,38,10,2,-1
91685.018146058,-485716,-18,38,10,1,-1
223972.8,125266,4,38,10,1,-1
39226.8,-134722,4,38,10,1,-1
221900.4,-2252.572,-26,38,10,2,-1
42593.4,204484.4,-0.39968,2,10,2,-1
233495.7,406012,8,38,6,1,-1
77829.91,118657.6,-30,2,10,2,-1
101117.1,111222,-0.39968,2,10,2,-1
108679.2,105729.6,-28,7,6,1,-1
172247.7,-26542.72,-22,2,10,2,-1
4205.43,-71937.2,4,38,10,2,-1
162679.8,228053.6,14,38,10,1,-1
8503.32,165522.4,-0.39968,38,9,2,-1
5462.52,47391.6,-0.39968,2,5,1,-1
260986.2,224461.2,-26,38,10,2,-1
1276.104,-153278.608486739,-0.39968,38,10,1,-1
172559.4,413412,6,38,10,1,1
8409.12,38289.84,-0.39968,26,5,1,-1
179850.3,-153278.608486739,-0.39968,38,10,2,-1
91685.018146058,-55632.8,-16,38,10,1,1
214563.9,304222.8,-0.39968,38,9,1,-1
196770.6,14459.72,-20,38,10,2,-1
6253.771,42772,-12,38,10,1,-1
15967.32,743.144,-0.39968,32,3,2,-1
171496.5,70988.8,-30,38,10,1,-1
91685.018146058,-3441496,-20,38,10,2,-1
169872,-4644.56,4,38,10,2,-1
128689.5,230842.4,-20,38,10,2,-1
34452.6,75101.2,16,2,10,1,-1
214483.8,168208,-0.39968,38,10,2,-1
91685.018146058,-677856,-18,38,10,1,-1
22652.85,-1524896,-18,2,10,2,-1
1680,-153278.608486739,-0.39968,38,9,2,-1
191863.8,97966.8,4,38,10,2,-1
91685.018146058,-484308,-22,38,10,2,-1
214087.2,1564.572,4,38,10,1,-1
5621.31,-701088,-12,38,10,2,-1
91685.018146058,-3549876,-20,38,10,1,-1
52676.1,-245824,-0.39968,7,11,2,-1
91685.018146058,-808588,-0.39968,38,10,2,-1
145195.5,144090.4,58,26,5,1,-1
154798.2,170848,4,2,10,2,-1
196946.7,291958.8,30,2,5,2,-1
741,-1112908,4,38,10,1,-1
145788,142278,16,38,10,2,-1
196027.2,-634100,22,38,10,1,-1
201205.5,325862,-0.39968,38,10,2,-1
56329.5,-2744.856,30,7,6,1,-1
145825.5,-31371.84,34,38,10,2,-1
15295.44,-194782,-0.39968,2,10,1,-1
134562.6,254611.2,-22,7,5,2,-1
151307.1,573156,-0.39968,2,10,2,-1
153117,160360.4,4,38,10,2,-1
91685.018146058,-1362828,-18,38,10,1,-1
91685.018146058,-2423404,-18,38,10,2,-1
20379.9,186516.8,-0.39968,38,10,2,-1
186446.7,117868,8,13,9,1,-1
5446.62,57264,-0.39968,2,5,1,-1
7421.07,-36417.56,-0.39968,45,7,1,-1
91685.018146058,192617.2,4,38,10,1,-1
46685.1,153063.6,-0.39968,38,10,1,-1
397488,-82862.8,-8,38,10,2,-1
206781.9,-427836,-28,38,10,1,-1
105124.5,163564.4,16,38,10,1,-1
13788.9,-363507.6,4,38,10,2,-1
1507.608,-1993592,-20,16,5,2,-1
55379.7,-37630,4,38,5,1,-1
21014.07,-133356.8,30,38,10,2,-1
222114.3,-614496,-30,38,10,1,-1
615,-153278.608486739,4,38,10,1,1
35040,54496.8,30,11,5,2,-1
91685.018146058,226302.4,4,38,10,2,-1
196475.7,268014,-28,38,10,1,-1
4545.12,-55331.2,4,38,9,2,-1
228736.5,3193.284,-18,42,5,2,-1
5447.01,-52086.8,-30,2,5,2,-1
63726.3,-989360,-22,38,10,1,-1
44619.3,134657.6,-0.39968,38,10,2,-1
4861.5,-666,4,13,9,1,-1
216380.4,55809.6,42,38,10,1,-1
91685.018146058,35125.6,4,38,10,1,-1
46772.4,-102029.2,-0.39968,38,6,1,-1
161738.1,-503888,-22,38,10,1,1
4916.28,19852.84,14,38,10,2,-1
50515.2,592480,-30,38,10,1,-1
19354.65,861892,-22,38,9,2,-1
50563.8,92517.6,-24,7,6,1,-1
91685.018146058,-4112880,-22,38,10,2,-1
24853.5,-62418,-0.39968,38,10,1,-1
6316.32,23081.56,4,38,10,1,-1
48024.3,68864.8,-0.39968,7,11,2,-1
73594.8,43546.4,32,38,10,1,-1
23437.56,44051.6,30,38,6,2,-1
91685.018146058,-784696,4,38,10,2,-1
197537.1,320853.2,-22,38,10,1,-1
166241.4,102073.2,12,45,6,2,-1
240770.7,-109709.6,-0.39968,38,10,1,-1
181424.4,-645380,-26,38,10,1,-1
159238.8,167449.6,6,7,8,1,1
12115.98,9421.56,-0.39968,45,6,1,-1
4388.55,953.856,8,38,10,2,-1
55072.5,113899.2,4,38,10,2,-1
184231.2,107768.4,12,38,10,1,-1
52958.1,-641428,10,38,10,2,-1
166680,154319.2,-26,38,10,1,-1
19568.49,9757.44,4,2,10,1,-1
36276.6,96977.6,-30,38,9,1,-1
207959.7,480216,4,38,10,2,-1
210234.9,333704.8,-28,38,10,1,1
220463.7,74312.4,4,38,10,2,-1
9270.061,64096,-0.39968,38,10,2,-1
5936.91,-315589.2,24,38,10,2,-1
5658.36,-79738.8,-0.39968,38,9,2,-1
208803.6,119675.2,-8,38,10,2,-1
52257.6,1216180,-0.39968,38,10,2,-1
49614.6,190168,6,2,10,2,-1
14495.37,15369.72,-0.39968,32,6,1,-1
127759.2,-467744,4,38,10,1,-1
4031.43,-1439.284,-4,38,10,2,-1
229877.4,-191210.4,20,2,10,1,-1
8067.57,-18684.16,-0.39968,38,10,1,-1
9375.6,-1705144,-22,16,5,2,-1
214750.5,592688,-22,2,10,2,-1
78941.7,89893.6,10,38,10,1,-1
152941.5,-224826.8,-18,38,10,1,-1
42559.5,-302191.6,-0.39968,2,10,1,-1
83558.7,215806.8,26,7,5,1,-1
185684.1,74914.4,30,38,10,2,-1
17667.66,-84316.8,-0.39968,38,10,1,-1
3261.45,-1771900,-0.39968,2,5,2,-1
188620.5,85029.6,-0.39968,7,5,1,-1
46272.3,1276604,-0.39968,38,10,1,1
8067.12,-53068.8,22,38,10,2,-1
35576.7,38595.72,4,38,6,1,-1
91685.018146058,-1279720,-26,38,10,1,-1
4268.46,-1766324,-18,38,10,1,-1
91685.018146058,-368699.6,4,38,10,1,-1
206601.3,102080.4,4,36,5,2,-1
113799,-149023.2,-0.39968,38,10,2,-1
17142.03,85126.8,4,38,10,1,-1
226719,156611.6,-22,38,10,2,-1
42100.2,-766484,4,38,6,1,-1
159267,354529.6,8,38,10,1,-1
6084.45,-1789332,-20,38,5,1,-1
5107.68,4198.84,-30,38,10,2,-1
67882.8,-843892,-22,38,10,1,-1
6845.07,-58044,-0.39968,2,10,1,-1
190752.3,-111240.8,-2,38,10,2,-1
5640.93,-97812,-0.39968,38,10,1,-1
91685.018146058,-1437948,-24,38,10,1,-1
91685.018146058,-2293096,-18,38,10,1,-1
70620.3,272963.2,-28,2,10,2,-1
105183.9,41525.2,-0.39968,7,6,2,-1
2863.197,-1357264,4,38,9,1,-1
26401.83,59974.4,-0.39968,2,10,2,-1
73383.3,44872,34,2,11,1,-1
18245.64,247546.4,4,7,8,1,-1
159590.1,-562052,-0.39968,38,10,1,-1
94373.09,108009.6,34,38,5,1,-1
277380,-172154.4,-28,38,10,1,-1
6563.31,18307.28,-0.39968,38,10,2,-1
216439.8,114416,12,38,9,1,-1
2537.7,-3607.284,-0.39968,34,6,1,-1
80962.2,162303.2,-20,1,5,1,-1
79509,57270.8,-0.39968,38,10,2,-1
10116.87,-625708,32,2,10,1,-1
2860.11,-793,4,38,10,2,-1
145011.9,337841.2,-26,38,10,2,-1
216656.1,87943.6,-0.39968,38,10,1,-1
91685.018146058,-1075612,-16,38,10,2,-1
63059.1,366845.2,-0.39968,7,8,1,1
248889.9,142378.4,36,2,10,2,-1
13844.7,227637.2,6,38,10,1,-1
275042.4,74342.4,4,38,10,2,1
2103.102,-10223.72,-26,1,5,2,-1
91685.018146058,-1780940,-28,38,10,1,-1
32151,-294540.4,-0.39968,38,10,1,-1
91685.018146058,-153278.608486739,-26,13,9,1,-1
4322.97,-19316.56,8,14,8,1,1
75756.59,351075.2,22,38,10,1,-1
15291.51,-54909.2,-0.39968,38,5,1,-1
15326.82,77932.4,-10,38,10,2,1
11651.46,21724.28,-0.39968,38,10,1,-1
91685.018146058,-457332,-18,38,10,2,-1
16424.49,65282.4,-0.39968,26,5,2,-1
184443.9,41689.6,6,38,10,1,-1
23331.21,213097.6,-20,38,9,1.4655,-1
60702,-285856,-12,38,10,2,-1
229509.9,86504.8,-28,38,10,2,-1
2922.207,-1897.6,-28,2,11,2,-1
12888.24,-535708,-0.39968,1,5,1,-1
91685.018146058,1120492,-20,13,9,1,-1
233727.3,217244,-26,38,5,2,-1
95741.41,106637.2,-30,38,10,2,-1
91685.018146058,-1645500,-16,38,10,2,-1
28674.99,364592,-30,38,10,1,-1
91685.018146058,-29956.44,4,38,10,1,-1
197420.1,148598,30,2,10,2,-1
83317.2,314022,-30,38,10,2,-1
91685.018146058,-15675.6,-18,38,10,1,-1
162765.6,-95767.6,-8,38,10,2,-1
10598.01,-1296500,-18,38,6,1,-1
4703.52,-132284.4,-0.39968,2,10,1,-1
91685.018146058,-939636,-18,38,10,2,-1
28571.43,47353.2,4,38,10,1,-1
203276.1,105886,-0.39968,38,10,2,-1
71253.59,-247408.4,-24,38,10,2,-1
256662.3,93288.8,36,38,10,2,-1
22497.24,-23565,-0.39968,38,10,2,1
185413.5,118073.6,30,38,10,1,-1
65811,-72991.2,-22,38,10,2,-1
91685.018146058,-153278.608486739,-0.39968,29,11,1,-1
26746.2,-117330.4,-30,37,2,1,-1
2571.426,34670.28,-0.39968,2,10,1,-1
190521.3,135991.2,12,38,10,2,-1
91685.018146058,-1453392,4,38,10,1,-1
9714.66,35424.56,16,38,10,2,-1
4575.18,-12833.28,10,13,9,2,-1
5027.31,201206,-0.39968,38,10,2,-1
288279.3,761852,-8,38,10,2,-1
64835.1,148875.2,-0.39968,2,5,2,-1
144510.9,167708.4,-0.39968,38,10,1,-1
91685.018146058,-677256,-14,38,10,1,-1
82761.3,-139136.4,-0.39968,29,8,2,-1
5525.19,7840.16,58,38,10,2,-1
32862.9,53842.4,24,38,9,1,1
23802.78,148190.4,34,38,10,1,-1
91685.018146058,-355970,-0.39968,38,10,2,-1
40059.6,-458216,-26,2,10,2,-1
41865.6,299291.6,-0.39968,38,10,1,-1
187640.4,39257.28,-0.39968,38,5,1,1
3364.77,9883.76,-26,38,10,1,-1
313641,-284070.4,-12,38,10,2,-1
4354.2,-1731760,4,2,10,2,-1
27208.14,54946.4,-0.39968,38,10,2,-1
129463.2,175658.4,16,38,10,2,-1
255363,342492.8,-4,38,10,2,-1
370050,-48051.6,4,7,6,1,-1
19833.12,-986356,14,38,10,2,-1
27405.06,155627.2,-0.39968,38,10,1,-1
209502.3,107813.6,-0.39968,7,5,2,-1
40514.1,262746.4,30,38,10,2,-1
29199.12,319466,-0.39968,45,6,1.4655,-1
120396.3,176239.6,20,38,10,1,1
15669.18,130512.4,-0.39968,16,5,1,-1
215735.4,153678.4,-30,38,10,1,-1
6770.34,-24853,4,7,6,1,-1
16122.27,156767.2,4,38,10,1,-1
93340.8,-153278.608486739,4,38,10,1,-1
13538.97,-9668.16,-26,38,10,1,-1
194762.1,-259356.8,4,38,10,1,-1
71021.7,926752,-30,38,10,2,-1
159169.2,-202673.2,-20,38,10,1,-1
220293.6,192529.2,4,38,10,2,-1
63622.5,318677.2,-8,38,10,2,1
23977.8,80701.2,34,38,6,1,-1
91685.018146058,-1302376,4,38,6,1,-1
6441.33,-684352,4,7,5,1,-1
27506.19,-988044,-22,2,10,2,-1
188110.8,75408.8,4,2,11,2,-1
46136.1,180485.6,4,38,10,2,-1
21530.7,55781.6,8,38,5,2,-1
188082.6,520692,-30,2,10,1,-1
91685.018146058,-1579384,-0.39968,38,10,1,-1
56678.4,311172,28,2,3,2,-1
51049.8,253682,-8,38,6,1,-1
117839.4,11136,-28,2,10,2,-1
172779,206194.4,-24,38,10,2,-1
203971.5,136864.4,-28,38,10,1,-1
11451.93,-1331068,-20,38,10,1,-1
9514.801,299093.2,36,2,10,2,-1
96677.7,224822,6,38,10,1,-1
6213.81,-1997312,4,2,10,2,-1
29567.85,915780,4,38,10,2,-1
1879.944,6908.84,-30,38,10,2,-1
11564.37,-732532,-0.39968,2,10,2,-1
10502.19,-1282184,-0.39968,2,10,1,-1
167824.8,481372,-0.39968,38,10,2,-1
232599.6,312692,12,7,8,2,-1
156067.2,-117975.2,-26,38,10,1,-1
56497.8,219531.6,-0.39968,38,10,1,-1
21131.7,-155688,-0.39968,11,5,1,-1
91685.018146058,-1383612,4,38,6,2,-1
91685.018146058,316568.4,4,38,10,2,-1
189305.4,168719.2,-0.39968,2,10,1,-1
140592,127146.8,20,14,8,2,-1
18890.52,89159.2,-0.39968,38,10,2,-1
91685.018146058,-2117368,-0.39968,13,9,1,-1
5816.4,-8316,-0.39968,26,5,1,-1
5533.26,-1795392,-20,38,10,1,-1
192371.4,-624024,36,38,10,1,-1
91685.018146058,630444,4,38,10,1,-1
208406.4,170767.6,-0.39968,38,10,1,1
184078.2,220951.6,36,18,5,1,-1
2911.062,-19988.72,-30,38,10,1,-1
27525.15,-107916.8,-0.39968,38,10,2,-1
3314.52,-2122596,-26,38,10,1,-1
91685.018146058,-1971672,-16,38,10,2,-1
6978.66,29094,4,2,10,2,-1
39014.4,71542,-0.39968,38,10,1,-1
137695.5,-328646,4,38,10,1,-1
10912.41,-27087.64,-0.39968,44,5,2,-1
38012.7,-382175.6,-30,38,10,2,-1
3006.45,-1477252,-18,38,10,1,-1
37539.9,132454,24,2,10,2,-1
14313.87,160413.2,-30,7,11,2,-1
129912.6,201860,-0.39968,38,10,2,-1
227412.3,101623.6,-20,38,10,2,-1
183231,170619.6,-20,38,10,1,-1
177954,129146,-6,38,10,1,-1
91685.018146058,-282169.2,-0.39968,38,10,1,-1
25829.73,26470.16,-0.39968,38,10,1,1
91685.018146058,-1565368,-20,38,10,1,-1
79891.2,-251040.8,-0.39968,38,5,1,-1
16980.12,-1496416,-22,38,5,2,-1
30983.4,-33333.84,-30,38,6,1,-1
25426.5,-533532,4,38,10,1,-1
115412.7,83783.6,-26,2,10,2,-1
201624,342571.2,34,37,5,2,-1
17441.97,-198978.4,-28,38,10,2,1
222302.1,217199.6,-20,38,10,1,-1
402018,647788,-8,38,10,2,-1
7913.25,42982,-0.39968,2,10,2,-1
9655.5,-153278.608486739,12,38,10,1.4655,1
91685.018146058,-3180220,-8,38,10,1,1
181059.6,93225.6,-0.39968,38,10,2,-1
91685.018146058,-258526,-0.39968,38,10,2,-1
73809,-837152,-0.39968,38,9,2,-1
5734.59,16068.56,54,16,5,2,-1
36934.2,-852812,-22,2,10,2,-1
3668.31,-126579.6,4,4,5,2,-1
4157.49,1661.856,-0.39968,38,5,1,-1
214721.4,-6159.84,12,38,10,2,-1
218586.3,71433.2,4,38,5,2,-1
140019,435072,52,38,10,2,-1
75873.3,169993.6,4,38,10,1,-1
210001.8,176271.6,4,38,10,2,-1
38304,-214558.4,8,38,10,1,-1
202052.1,91539.2,-0.39968,38,10,1,-1
11884.14,66388.4,-0.39968,38,10,1,-1
2056.956,113832,-0.39968,38,10,2,-1
257604.3,26373,4,38,10,2,-1
75810,-31629.44,4,38,10,1,-1
50396.4,-46595.6,-0.39968,10,5,2,-1
212290.2,606128,58,38,10,1,-1
191592.9,59912.4,-0.39968,2,10,2,-1
186505.2,229687.6,-0.39968,38,9,1,-1
6284.4,404.588,-10,38,10,2,-1
224132.7,301697.6,-30,38,10,2,-1
168408.6,50337.6,4,38,10,1,-1
91685.018146058,-210702.4,-30,38,10,2,-1
1523.718,14755.16,-0.39968,2,10,1,-1
203591.1,727768,-26,38,10,1,-1
193493.4,105354.4,4,38,10,2,-1
184124.7,34963.72,-30,7,8,2,-1
1940.547,1699448,-0.39968,38,10,2,-1
22775.13,-733912,-26,38,10,1,1
13498.29,-837120,-18,38,10,2,-1
42361.8,121115.2,-0.39968,2,10,2,-1
10448.88,-14577.44,6,38,10,1,-1
232054.2,431480,-22,7,5,2,-1
158539.5,306643.6,-8,13,9,2,1
73618.8,151741.6,-0.39968,38,10,1,-1
140957.4,111495.6,-28,38,10,2,-1
204435.3,463560,30,38,9,1,-1
171952.8,-153278.608486739,16,38,10,2,-1
3837.69,-1460.456,32,38,5,1,-1
76761.3,48199.2,4,25,10,2,-1
66254.41,574412,-0.39968,38,4,1,1
212115.3,-183295.2,-0.39968,34,9,1,-1
66797.7,39202.44,54,37,5,1,-1
5867.13,-986972,-0.39968,42,5,2,-1
47739,-173296.8,-0.39968,2,3,2,-1
201918,23032.28,18,38,10,2,-1
220154.1,154832.8,-0.39968,7,8,2,-1
205993.5,28256.16,-18,38,10,2,-1
20689.8,-522516,4,38,10,1,-1
162126.6,-1139136,-0.39968,38,10,1,-1
151553.7,81443.6,40,7,11,1,-1
37820.1,229173.6,10,38,10,1,-1
188874,-17468.44,-24,38,10,1,-1
192736.2,506632,20,38,10,1,-1
110671.8,-3098964,56,2,5,2,-1
91685.018146058,-2375272,-16,38,10,2,-1
91685.018146058,-1353416,-14,38,10,2,-1
91685.018146058,-639772,-18,38,10,2,-1
13482.69,-48377.2,-0.39968,38,10,2,1
10708.77,-77704.8,-0.39968,38,10,1,-1
157980.3,-322380.4,-30,26,5,2,-1
104140.2,61887.2,6,38,9,1,1
91685.018146058,-1494904,-14,38,10,2,-1
38528.4,20234.44,4,7,9,1,-1
167350.5,147164.4,-0.39968,26,5,1,-1
91685.018146058,-791552,-22,38,10,2,-1
97118.41,222260,-0.39968,38,10,1,-1
91685.018146058,-784944,-18,38,10,1,-1
22231.41,101213.6,46,2,10,1,-1
166201.2,10588.72,4,38,10,2,-1
13489.89,295167.2,-0.39968,37,5,1,1
91685.018146058,-560612,-26,38,10,2,-1
8691.689,-147795.6,-30,38,10,1,-1
91685.018146058,-1806772,-0.39968,38,10,2,-1
87026.41,182400.4,14,38,10,1,-1
304347,50957.2,4,38,6,1,-1
52884.6,130925.6,18,38,10,2,-1
7860.3,3188.716,32,38,10,1,-1
160556.4,356608.4,-0.39968,38,10,1,-1
38871.3,559368,4,38,5,2,-1
90464.41,45672.8,-0.39968,38,10,2,-1
22913.25,268779.2,6,38,10,1,-1
91685.018146058,-1715876,-16,38,10,1,-1
79324.5,207607.2,4,38,10,2,-1
500523,350704.4,4,38,10,1,-1
199570.2,112832.4,-0.39968,38,10,1,-1
285834.6,-49155.6,-0.39968,38,6,1,-1
186126.9,91982.4,-18,38,10,2,-1
9868.801,-19739,36,38,10,1,-1
91685.018146058,-153278.608486739,-20,38,10,2,-1
15672.15,-247628.4,-0.39968,38,10,1,-1
176772.9,184183.6,-20,38,10,2,-1
91685.018146058,-2481324,-20,38,10,2,-1
225810.3,176318,12,38,10,1,-1
91685.018146058,-1249828,4,38,6,1,-1
100414.5,856052,-26,38,10,1,-1
224400.9,112476,-28,38,10,2,-1
179657.1,150277.2,-30,37,5,2,-1
122848.2,55632.8,-30,38,10,1,-1
91685.018146058,-153278.608486739,-0.39968,38,10,1,-1
21627.54,214355.6,-0.39968,7,8,1,-1
3013.89,7006,4,38,10,1,-1
21768.3,-862156,-24,42,5,1,-1
229098.9,119925.2,-0.39968,23,10,2,-1
91685.018146058,-1815932,-16,38,10,2,-1
8331.811,-208789.6,4,38,10,1,-1
37549.2,-1094552,-30,38,5,2,-1
11031.63,481280,12,38,10,1,-1
252964.2,346150,-0.39968,38,10,2,-1
36356.4,127996,-0.39968,38,10,1,1
30794.4,717984,4,38,10,1,-1
201112.8,86610.4,-0.39968,38,10,2,-1
213026.4,307012.8,20,38,10,2,-1
5808.27,-72955.6,10,38,10,1,-1
91685.018146058,-107860,-18,38,10,1,-1
67812.3,-633632,-26,38,10,2,-1
115757.7,2145688,10,38,10,2,-1
239407.8,159136.4,40,38,10,1,-1
153324.6,238994,-0.39968,38,10,2,-1
223362.3,162280.4,-24,38,10,2,-1
461145,-210214.4,-8,38,10,2,-1
6265.021,98163.2,-0.39968,2,10,1,-1
169368.6,112215.2,-0.39968,7,5,1,-1
146543.4,-67323.2,8,38,10,2,-1
205150.8,74391.2,-0.39968,2,10,1,-1
83301,-76676.4,-0.39968,2,5,2,-1
81970.8,-678404,-0.39968,38,10,2,-1
88059.91,40826.4,24,38,10,1,-1
5493.39,-138526.4,-26,38,8,2,-1
4384.68,44324,-0.39968,2,5,1,-1
21888.03,-620572,4,38,10,1,-1
435360,71164.4,-22,38,10,1,-1
190413.6,197640,4,38,10,2,1
91685.018146058,-1908048,-20,38,10,2,-1
24921.27,186678,-30,2,5,2,-1
46196.4,-153278.608486739,-0.39968,38,10,1,1
121543.2,328346.4,-24,38,5,2,-1
208516.5,56494,-26,38,10,2,-1
67611.91,-139601.6,18,38,10,1,-1
91685.018146058,-67682.8,4,38,10,1,-1
218378.1,187324.4,20,38,10,1,-1
144798,-115310.4,-0.39968,38,10,2,-1
25794.12,88408.4,-0.39968,7,5,1,-1
201540,154510,-0.39968,25,10,1,-1
10221.75,-593316,-30,38,10,1,-1
6426.57,-707088,-24,31,5,1,-1
91685.018146058,-778580,-14,38,10,2,-1
13349.97,-63623.6,38,38,10,1,-1
127972.2,-98374.4,38,2,5,2,-1
1619.208,-340120.8,-0.39968,38,10,1,-1
216605.1,90810,-20,38,10,2,-1
9612.78,-429624,4,38,10,2,-1
16693.26,-111488.4,4,38,5,2,-1
253062,116358,38,36,10,2,-1
3104.16,-1536644,-22,38,10,2,-1
59938.2,-63231.6,-8,38,10,2,-1
7241.49,15469,4,2,10,1,-1
6929.43,-1417852,-26,38,10,1,-1
288018,400276,4,38,10,2,-1
56567.1,-340309.6,30,25,10,1,-1
119827.2,285715.2,8,38,10,1,-1
4505.67,-1457424,-0.39968,7,5,1,-1
198997.2,48253.2,-28,38,10,2,-1
14317.11,21882.72,36,38,10,1,-1
19789.23,-137372.8,-0.39968,37,5,1,1
5897.85,58400.4,-0.39968,45,6,1,-1
79359,105779.6,-24,38,6,1,-1
10952.37,-177515.6,34,38,4,1,-1
170933.4,75816.4,-0.39968,2,10,1,-1
151559.4,-127429.2,-0.39968,42,5,1,-1
217624.5,102828.4,30,38,10,2,-1
193308.9,-96801.6,-22,38,5,1,-1
181707.9,112262.8,-0.39968,38,10,2,-1
13560.45,61239.2,-0.39968,2,10,1,-1
55496.1,-140011.6,-0.39968,38,10,1,-1
158060.1,268568.4,-0.39968,7,5,1,-1
21966.51,-100166.8,12,38,10,1.4655,-1
76521.91,-1111968,4,38,10,1.4655,-1
26648.97,-53636,-0.39968,50,5,2,-1
121245,187987.6,24,31,5,1,-1
27456.21,-119575.2,16,38,10,1,-1
121363.8,-251891.2,-0.39968,38,10,1,-1
76683.59,-360058,-0.39968,42,5,1,-1
94645.2,201750,10,38,10,2,-1
106515.6,1655632,-14,38,10,2,-1
53139.9,303266,-0.39968,26,5,2,-1
177828.9,184068.4,-18,38,5,2,-1
41030.7,73643.2,12,38,10,2,-1
99076.5,1159604,-0.39968,38,10,1,-1
