@relation data
@attribute Var3 numeric
@attribute Var24 numeric
@attribute Var62 numeric
@attribute Var73 numeric
@attribute Var113 numeric
@attribute Var147 numeric
@attribute Var210 numeric
@attribute Var214 numeric
@attribute Var216 numeric
@attribute Var217 numeric
@attribute Var219 numeric
@attribute Var223 numeric
@attribute Var229 numeric
@attribute upselling numeric
@data
10.5474,6,0.05688,14,-902204,0.0506,6,3765.55442,1087,5066,12,3,0.6312,-1
10.5474,3.85608,0.05688,102,35404.12,0.0506,6,6612,560,6911,12,3,0.6312,-1
10.5474,8,0.05688,130,-20736,0.0506,6,1731,560,13831,12,2,2,-1
10.5474,2,0.05688,14,139412.4,0.0506,6,3765.55442,1270,2335,12,3,0.6312,-1
10.5474,6,0.05688,38,-206087.2,0.0506,6,3765.55442,1077,2801,12,3,0.6312,1
10.5474,4,0.05688,60,108645.6,0.0506,6,1988,1594,7701,12,3,1,1
10.5474,3.85608,0.05688,56,137449.2,0.0506,6,5672,1077,13340,12,3,0.6312,-1
10.5474,3.85608,0.05688,6,-2423076,0.0506,6,3765.55442,1016,11991,12,3,0.6312,-1
10.5474,4,0.05688,34,98131.2,0.0506,6,3765.55442,1266,10772,12,3,0.6312,-1
10.5474,3.85608,0.05688,78,139006.8,0.0506,6,9783,1400,9002,12,3,1,-1
10.5474,3.85608,0.05688,8,-1171436,0.0506,6,3765.55442,783,9443,12,3,0.6312,-1
10.5474,3.85608,0.05688,172,282238.4,0.0506,6,15071,1845,12815,12,3,1,-1
10.5474,3.85608,0.05688,60,1213944,0.0506,6,14364,203,13518,18,4,0.6312,-1
10.5474,6,0.05688,60,-58423.2,0.0506,6,4458,1077,13142,12,3,2,-1
10.5474,3.85608,0.05688,6,30070,0.0506,6,3765.55442,1073,4495,12,3,0.6312,-1
417,3.85608,0.05688,6,-2152744,0.0506,6,3765.55442,173,13972,12,3,0.6312,-1
10.5474,3.85608,0.05688,124,179927.6,0.0506,2,7842,1693,918,19,4,1,-1
10.5474,2,0.05688,32,753592,0.0506,6,3765.55442,1266,7733,12,3,0.6312,-1
10.5474,3.85608,0.05688,120,186378.4,0.0506,6,11713,1696,10435,12,2,1,1
10.5474,3.85608,0.05688,140,51589.2,0.0506,6,3026,305,1589,12,3,1,-1
10.5474,2,0.05688,52,162542.4,0.0506,6,10471,1169,4249,12,3,2,-1
10.5474,3.85608,0.05688,40,-81530.4,0.0506,6,3765.55442,996,2880,12,3,0.6312,-1
10.5474,3.85608,0.05688,48,69356.8,0.0506,6,12101,1959,11847,12,4,1,-1
10.5474,3.85608,0.05688,40,345759.6,0.0506,6,3765.55442,1079,13277,12,3,0.6312,-1
10.5474,8,0.05688,102,-1902520,0.0506,6,5463,772,1977,12,3,0.6312,-1
10.5474,3.85608,0.05688,86,66368.8,0.0506,6,67,279,1073,12,3,1,1
10.5474,3.85608,0.05688,234,99718.4,0.0506,6,8309,961,5166,12,3,1,-1
10.5474,3.85608,0.05688,38,416820,0.0506,6,3765.55442,1016,515,12,3,0.6312,-1
10.5474,3.85608,0.05688,16,-94790,0.0506,6,3765.55442,240,13897,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,58,167304,0.0506,6,13105,78,9150,12,3,1,-1
10.5474,3.85608,0.05688,12,333344.8,0.0506,6,3765.55442,1073,10235,12,3,0.6312,-1
10.5474,4,0.05688,48,32750.72,0.0506,6,3765.55442,996,13340,10.97706,2.60132,1,-1
10.5474,12,0.05688,66,84993.6,0.0506,6,10846,1077,4658,12,3,0.6312,-1
10.5474,3.85608,0.05688,188,-153278.608486739,0.0506,6,312,17,13301,12,2,0.6312,-1
10.5474,2,0.05688,28,1081856,0.0506,6,3765.55442,1073,1068,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,10,-1337960,4,6,3765.55442,1073,7847,10.97706,2.60132,0.6312,1
10.5474,3.85608,0.05688,36,281975.2,0.0506,6,3765.55442,1266,8228,12,2,0.6312,-1
10.5474,3.85608,0.05688,26,-1083220,0.0506,6,3765.55442,1073,9262,12,3,0.6312,-1
10.5474,2,0.05688,30,300518,0.0506,6,3765.55442,1016,2305,12,3,0.6312,-1
10.5474,3.85608,0.05688,66,46088,0.0506,6,8957,1542,13155,12,3,2,-1
10.5474,4,0.05688,24,237462.4,0.0506,6,3765.55442,1255,4637,12,3,0.6312,-1
10.5474,3.85608,0.05688,76,239373.2,0.0506,6,3765.55442,1725,8934,12,3,2,1
10.5474,3.85608,0.05688,26,90817.6,0.0506,6,3765.55442,1270,1563,12,3,0.6312,-1
10.5474,2,0.05688,38,53785.6,0.0506,6,3765.55442,1928,7545,12,3,0.6312,-1
10.5474,3.85608,0.05688,6,-1047164,0.0506,6,3765.55442,241,6690,12,3,0.6312,-1
10.5474,3.85608,0.05688,96,106901.2,0.0506,6,11603,305,3256,10.97706,2.60132,2,-1
10.5474,3.85608,0.05688,52,6768.72,0.0506,6,3765.55442,821,3057,12,2,1,-1
10.5474,6,0.05688,34,81528.8,0.0506,6,3765.55442,1266,9024,12,3,0.6312,-1
10.5474,3.85608,0.05688,40,134449.6,0.0506,6,3765.55442,1073,5137,12,3,0.6312,-1
10.5474,3.85608,0.05688,78,-463256,0.0506,6,14744,78,1902,5,2,2,-1
10.5474,3.85608,0.05688,54,160085.2,0.0506,6,12020,1270,793,9,3,2,-1
10.5474,2,0.05688,108,37934.56,0.0506,6,9426,198,5930,12,3,2,-1
10.5474,3.85608,0.05688,10,-1706096,2,6,3765.55442,1270,2449,12,3,0.6312,-1
10.5474,6,0.05688,108,-493608,0.0506,6,10675,1334,4772,12,3,1,-1
10.5474,3.85608,0.05688,22,147248.4,0.0506,6,3765.55442,1016,13962,12,3,0.6312,-1
10.5474,3.85608,0.05688,12,-221403.6,0.0506,6,3765.55442,1054,12126,12,3,0.6312,-1
10.5474,6,0.05688,132,159986,0.0506,6,10150,1845,4027,12,3,0.6312,-1
10.5474,2,0.05688,64,181428,0.0506,6,2735,78,13115,12,3,2,-1
10.5474,16,0.05688,52,-155662.8,0.0506,6,6674,1100,1998,12,3,0.6312,-1
10.5474,6,0.05688,80,-1822948,0.0506,6,3637,1077,10321,12,3,1,-1
10.5474,4,0.05688,52,268604,0.0506,6,274,821,2062,9,4,2,-1
10.5474,3.85608,0.05688,10,-832256,2,6,3765.55442,1178,9677,12,3,0.6312,-1
10.5474,3.85608,0.05688,14,1337572,0.0506,6,3765.55442,1048,3256,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,14,126138.8,0.0506,6,3765.55442,809,6811,12,3,0.6312,-1
10.5474,3.85608,0.05688,224,146520,0.0506,6,9123,1918,1165,12,2,2,-1
10.5474,6,0.05688,134,305979.2,0.0506,6,1148,1845,8478,12,3,2,-1
10.5474,3.85608,0.05688,4,-2609680,0.0506,6,3765.55442,1073,5918,12,3,0.6312,-1
10.5474,2,0.05688,32,123852.4,0.0506,6,3765.55442,1077,2524,12,3,0.6312,-1
10.5474,2,0.05688,48,124965.6,0.0506,6,1171,996,774,12,3,1,-1
10.5474,8,0.05688,58,-153071.6,0.0506,6,14911,821,6615,12,3,0.6312,-1
10.5474,2,0.05688,84,-1033972,0.0506,6,11015,305,8301,12,3,2,-1
10.5474,3.85608,0.05688,6,-1451492,0.0506,6,3765.55442,807,2708,12,3,0.6312,-1
10.5474,12,0.05688,54,-11490.28,0.0506,6,12636,996,5597,12,3,1,-1
10.5474,3.85608,0.05688,172,61343.2,0.0506,6,988,279,1657,18,2,1,-1
10.5474,6,0.05688,172,37837.44,0.0506,6,5016,538,7796,10.97706,2.60132,2,-1
10.5474,3.85608,0.05688,42,-153278.608486739,0.0506,6,3765.55442,1073,5274,12,2,0.6312,-1
10.5474,3.85608,0.05688,44,-153278.608486739,0.0506,6,3765.55442,1073,3799,12,3,0.6312,-1
10.5474,2,0.05688,154,-972016,0.0506,6,2587,1691,13148,12,3,1,-1
10.5474,3.85608,0.05688,8,-1647200,0.0506,6,3765.55442,786,9563,12,3,0.6312,-1
10.5474,3.85608,0.05688,18,183527.2,0.0506,6,3765.55442,1073,5249,12,3,0.6312,-1
10.5474,2,0.05688,14,1219236,0.0506,6,3765.55442,247,13340,12,3,0.6312,-1
10.5474,2,0.05688,70,59662.4,0.0506,6,12267,1926,609,12,3,2,-1
10.5474,3.85608,0.05688,10,1697620,0.0506,6,3765.55442,1156,137,12,3,0.6312,1
10.5474,8,0.05688,154,3684.284,0.0506,6,6326,1845,1910,12,3,1,-1
10.5474,3.85608,0.05688,50,173978,0.0506,6,4372,1077,3930,12,2,1,-1
10.5474,12,0.05688,82,-1896.428,0.0506,6,88,305,4958,12,3,2,-1
10.5474,2,0.05688,24,104395.2,0.0506,6,3765.55442,1077,4206,12,3,0.6312,-1
10.5474,10,0.05688,106,167672.4,0.0506,6,9580,78,12582,12,3,2,-1
10.5474,4,0.05688,38,-1487164,0.0506,6,3765.55442,1077,12073,12,3,0.6312,-1
10.5474,2,0.05688,66,136516.4,0.0506,6,4818,1077,12042,12,3,2,-1
10.5474,4,0.05688,76,13027.84,0.0506,6,13703,1542,12452,12,3,2,-1
10.5474,30,0.05688,72,-217344.4,0.0506,6,7587,314,8547,12,3,2,-1
10.5474,4,0.05688,82,-72741.6,0.0506,6,4446,1288,10784,12,3,1,-1
10.5474,3.85608,0.05688,52,-156864.4,0.0506,6,9016,1222,1627,12,3,1,-1
10.5474,3.85608,0.05688,154,118816,0.0506,6,4747,1845,8927,12,3,1,-1
10.5474,12,0.05688,50,-125920,0.0506,6,3387,1540,1310,12,3,2,-1
10.5474,4,0.05688,18,517700,0.0506,6,3765.55442,1270,6966,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,82,498192,0.0506,6,5435,772,11033,12,2,2,-1
10.5474,8,0.05688,72,-505092,0.0506,6,14047,302,10586,12,3,2,-1
10.5474,4,0.05688,48,-182910.4,0.0506,4,5474,1288,13438,12,2,2,-1
10.5474,3.85608,0.05688,108,157674.4,0.0506,6,4845,1728,780,12,3,2,-1
10.5474,2,0.05688,12,-496468,0.0506,6,3765.55442,996,12793,10.97706,2.60132,0.6312,1
10.5474,10,0.05688,100,118687.6,0.0506,6,6424,790,9220,12,3,0.6312,-1
10.5474,2,0.05688,62,67140.8,0.0506,6,13126,1780,3725,12,2,2,-1
10.5474,3.85608,0.05688,14,-371236.8,0.0506,6,3765.55442,996,9220,10.97706,2.60132,0.6312,-1
10.5474,10,0.05688,44,-155773.6,0.0506,6,3765.55442,1540,13695,12,3,0.6312,-1
10.5474,2,0.05688,54,318452.8,0.0506,6,14419,1845,7281,12,3,2,1
10.5474,4,0.05688,80,109940,0.0506,6,2318,78,8365,12,3,1,-1
10.5474,4,0.05688,114,218148,0.0506,6,3765.55442,560,6235,12,3,0.6312,1
10.5474,3.85608,0.05688,8,136058,0.0506,6,3765.55442,1178,49,12,3,0.6312,-1
10.5474,20,0.05688,140,-11763.84,0.0506,6,15249,305,13045,12,3,0.6312,-1
10.5474,3.85608,0.05688,14,107338,0.0506,6,3765.55442,1016,609,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,24,86421.6,0.0506,6,3765.55442,1073,6675,12,3,0.6312,-1
10.5474,8,0.05688,176,199858,0.0506,6,11744,34,6783,12,2,1,-1
10.5474,3.85608,0.05688,90,114045.2,0.0506,4,1742,78,6014,12,2,1,-1
10.5474,3.85608,0.05688,10,-787640,0.0506,6,3765.55442,240,9349,12,3,0.6312,-1
10.5474,4,0.05688,28,95215.6,0.0506,6,3765.55442,996,716,18,3,0.6312,-1
10.5474,3.85608,0.05688,42,407372,0.0506,6,3765.55442,1077,6670,12,3,0.6312,-1
10.5474,3.85608,0.05688,72,159536,0.0506,6,11601,1542,2510,18,4,1,-1
10.5474,3.85608,0.05688,138,201564,0.0506,6,3765.55442,305,12667,12,3,2,-1
10.5474,6,0.05688,118,71375.6,0.0506,6,1338,1696,7075,12,3,1,-1
10.5474,3.85608,0.05688,28,178348,0.0506,6,3765.55442,1928,7975,10.97706,2.60132,0.6312,1
10.5474,3.85608,0.05688,126,87984.4,0.0506,6,721,1348,3184,12,2,2,-1
10.5474,3.85608,0.05688,208,52080.8,0.0506,6,3765.55442,1037,5576,12,3,2,-1
10.5474,3.85608,0.05688,58,132728.4,0.0506,6,14280,1545,9220,12,3,2,-1
10.5474,3.85608,0.05688,12,-517172,0.0506,6,3765.55442,1270,525,12,3,0.6312,-1
10.5474,2,0.05688,106,-1834288,0.0506,6,5399,772,11663,12,3,1,-1
10.5474,3.85608,0.05688,82,-36227.72,0.0506,6,14584,265,7582,12,3,1,1
7413,3.85608,0.05688,6,-1297624,0.0506,6,3765.55442,241,2159,12,3,0.6312,-1
10.5474,4,0.05688,20,-256949.6,0.0506,6,3765.55442,807,7617,19,2,0.6312,-1
10.5474,10,0.05688,154,-1650076,0.0506,6,596,279,1628,12,3,0.6312,1
10.5474,6,0.05688,130,130774,0.0506,6,3058,305,2850,12,4,2,1
10.5474,3.85608,0.05688,104,-165614.8,0.0506,4,9603,78,12564,12,3,1,-1
10.5474,2,0.05688,76,236837.6,0.0506,6,4522,1077,9569,12,2,2,-1
10.5474,8,0.05688,46,-30527.84,0.0506,6,2309,1077,12732,12,3,1,-1
10.5474,3.85608,0.05688,102,2328,0.0506,6,5122,772,5598,18,3,2,-1
10.5474,2,0.05688,18,268899.6,0.0506,6,3765.55442,1073,9366,12,3,0.6312,-1
10.5474,3.85608,0.05688,22,319326.4,0.0506,6,3765.55442,1270,6249,12,3,0.6312,-1
10.5474,12,0.05688,40,18555.28,0.0506,6,3765.55442,1077,9076,12,3,0.6312,-1
10.5474,4,0.05688,36,-601884,0.0506,6,3765.55442,1077,4748,12,3,0.6312,-1
10.5474,2,0.05688,18,103188.8,0.0506,6,3765.55442,996,444,12,3,0.6312,1
10.5474,2,0.05688,64,-817092,0.0506,6,3765.55442,1542,3336,12,3,1,-1
10.5474,20,0.05688,180,1050448,0.0506,6,5539,34,2449,12,3,1,-1
10.5474,3.85608,0.05688,10,-248595.2,2,6,3765.55442,1073,12116,12,3,0.6312,-1
10.5474,2,0.05688,142,162257.2,0.0506,4,1761,1357,6435,12,3,0.6312,-1
10.5474,3.85608,0.05688,28,43266.4,0.0506,6,3765.55442,996,6618,12,3,0.6312,-1
10.5474,6,0.05688,158,16044,0.0506,6,5059,1845,5076,12,3,1,1
10.5474,2,0.05688,80,-5335.56,0.0506,6,5558,808,9129,12,3,0.6312,-1
10.5474,3.85608,0.05688,18,-237434,0.0506,6,3765.55442,822,2973,12,3,0.6312,-1
10.5474,8,0.05688,60,-319265.2,0.0506,6,13059,1079,6167,12,2,2,-1
10.5474,3.85608,0.05688,48,135050.4,0.0506,6,13032,1522,2346,18,2,2,-1
10.5474,3.85608,0.05688,14,-184479.2,0.0506,6,3765.55442,78,11449,12,3,0.6312,-1
10.5474,3.85608,0.05688,38,184201.2,0.0506,6,3765.55442,1077,8445,12,3,0.6312,-1
10.5474,3.85608,0.05688,100,87401.2,0.0506,6,6011,1119,1994,12,3,3,-1
10.5474,12,0.05688,182,-1228.716,0.0506,6,5638,1279,1199,10.97706,2.60132,0.6312,-1
10.5474,14,0.05688,104,-359674.4,0.0506,6,7223,78,6807.2223,12,3,2,-1
10.5474,3.85608,0.05688,74,-1974772,0.0506,6,12007,1814,9220,12,3,1,-1
10.5474,3.85608,0.05688,92,9076.16,0.0506,6,13225,1601,11463,12,2,1,-1
10.5474,3.85608,0.05688,8,-95526,0.0506,6,3765.55442,1073,7092,12,3,0.6312,-1
10.5474,4,0.05688,16,-540060,0.0506,6,3765.55442,1879,12524,12,3,0.6312,-1
10.5474,8,0.05688,72,-1336128,0.0506,6,5819,181,5259,12,3,1,-1
144,3.85608,0.05688,6,-153278.608486739,0.0506,6,3765.55442,173,5085,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,52,5158,0.0506,6,9695,1238,4851,12,3,1,-1
10.5474,2,0.05688,184,28433.28,0.0506,4,5492,1038,242,12,3,1,-1
10.5474,8,0.05688,14,-392831.6,0.0506,6,3765.55442,1181,13041,12,3,0.6312,-1
10.5474,3.85608,0.05688,138,190331.6,0.0506,6,15131,1845,802,12,4,1,1
10.5474,50,0.05688,154,-482140,0.0506,6,14253,27,11259,19,3,1,-1
10.5474,2,0.05688,146,-20952.56,0.0506,6,5782,88,10710,12,3,2,-1
10.5474,2,0.05688,100,141538.4,0.0506,6,3765.55442,825,8691,10.97706,2.60132,0.6312,-1
10.5474,10,0.05688,130,163305.6,0.0506,6,3571,1424,11021,12,3,1,-1
10.5474,8,0.05688,172,540236,0.0506,6,3071,1845,1031,12,3,2,-1
10.5474,3.85608,0.05688,106,-3128.144,0.0506,6,451,1400,13340,12,3,1,-1
10.5474,3.85608,0.05688,36,413840,0.0506,6,3765.55442,1266,5671,12,3,0.6312,-1
10.5474,3.85608,0.05688,34,-1684480,0.0506,6,3765.55442,1801,3965,12,3,0.6312,-1
10.5474,3.85608,0.05688,8,-3476540,0.0506,6,3765.55442,173,6089,10.97706,2.60132,0.6312,-1
10.5474,10,0.05688,28,-70064.4,0.0506,6,3765.55442,1505,10544,12,3,0.6312,-1
10.5474,8,0.05688,16,171155.2,0.0506,6,3765.55442,996,10545,10.97706,2.60132,0.6312,-1
10.5474,8,0.05688,28,130722,0.0506,6,3765.55442,996,2922,12,3,0.6312,-1
10.5474,6,0.05688,102,-81730.4,0.0506,6,3765.55442,305,13923,12,3,1,1
10.5474,3.85608,0.05688,38,353714.8,0.0506,6,3765.55442,1845,353,12,3,0.6312,-1
10.5474,4,0.05688,40,97725.6,0.0506,6,3765.55442,1073,4802,12,3,0.6312,-1
10.5474,2,0.05688,16,1124332,0.0506,6,3765.55442,240,13378,12,3,0.6312,-1
10.5474,3.85608,0.05688,168,180920.4,0.0506,6,10895,1833,5027,12,3,2,-1
10.5474,4,0.05688,18,-357819.2,0.0506,6,3765.55442,1713,5117,12,3,0.6312,-1
10.5474,8,0.05688,154,34137.44,0.0506,6,2338,1498,8829,12,3,2,-1
10.5474,8,0.05688,128,-1688.856,0.0506,6,3225,458,235,12,3,1,-1
10.5474,2,0.05688,136,9829.44,0.0506,6,14752,279,7238,12,3,1,-1
10.5474,3.85608,0.05688,134,-912384,0.0506,6,9332,1245,8960,12,3,1,-1
10.5474,2,0.05688,124,-64465.2,0.0506,6,8787,1435,2243,12,3,1,1
10.5474,3.85608,0.05688,28,450768,0.0506,6,3765.55442,1270,13016,9,3,0.6312,-1
10.5474,3.85608,0.05688,50,161861.2,0.0506,6,8120,1077,6886,12,3,1,-1
10.5474,4,0.05688,48,26485.28,0.0506,6,13521,1077,7067,12,3,1,1
10.5474,3.85608,0.05688,30,189836.8,0.0506,6,3765.55442,1266,2449,12,3,0.6312,-1
10.5474,3.85608,0.05688,54,-153278.608486739,0.0506,6,3556,996,1510,12,2,1,-1
10.5474,4,0.05688,58,-508592,0.0506,6,1449,821,6021,19,3,0.6312,-1
10.5474,8,0.05688,88,1109996,0.0506,6,11914,305,10144,12,3,1,-1
10.5474,3.85608,0.05688,6,-816744,0.0506,6,3765.55442,241,5655,21,3,0.6312,-1
10.5474,3.85608,0.05688,98,-1871232,0.0506,6,6910,1845,5626,12,3,1,-1
10.5474,20,0.05688,16,-579840,0.0506,6,3765.55442,1073,5633,12,3,0.6312,-1
10.5474,3.85608,0.05688,104,147507.6,0.0506,6,8247,108,13163,12,2,2,1
10.5474,3.85608,0.05688,26,-153278.608486739,0.0506,5,3765.55442,1073,716,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,130,110213.6,0.0506,6,13762,1819,7741,12,2,1,-1
10.5474,2,0.05688,56,61989.2,0.0506,6,3623,1073,5439,12,3,2,-1
10.5474,3.85608,0.05688,14,-1632056,0.0506,6,3765.55442,786,3607,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,4,-4879240,0.0506,6,3765.55442,173,7754,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,12,-1042984,0.0506,6,3765.55442,786,6807.2223,12,3,0.6312,-1
10.5474,10,0.05688,62,-888076,0.0506,6,8666,975,7665,12,4,0.6312,-1
10.5474,2,0.05688,32,33706.16,0.0506,6,3765.55442,1077,661,12,3,0.6312,-1
10.5474,3.85608,0.05688,218,56388,0.0506,6,2564,1037,13301,12,3,0.6312,-1
10.5474,3.85608,0.05688,24,29340.28,0.0506,6,3765.55442,412,2193,12,3,0.6312,-1
10.5474,4,0.05688,54,725972,0.0506,6,14241,78,3315,12,3,1,-1
10.5474,14,0.05688,62,168734,0.0506,6,8090,1545,12396,12,3,1,-1
10.5474,4,0.05688,26,166612,0.0506,6,3765.55442,1713,7992,12,3,0.6312,-1
10.5474,3.85608,0.05688,122,-2018032,0.0506,6,10983,560,10634,12,3,1,-1
10.5474,2,0.05688,18,216724.8,0.0506,6,3765.55442,1154,8752,12,3,0.6312,-1
10.5474,3.85608,0.05688,36,131946,0.0506,6,3765.55442,407,13101,10.97706,2.60132,0.6312,1
10.5474,3.85608,0.05688,26,-108726.4,0.0506,6,3765.55442,154,10824,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,148,172428.8,0.0506,6,9088,1408,10617,12,3,2,-1
10.5474,3.85608,0.05688,96,17631.72,0.0506,6,2749,1416,6807.2223,12,3,0.6312,-1
10.5474,3.85608,0.05688,16,928520,0.0506,6,3765.55442,240,4658,12,3,0.6312,-1
10.5474,2,0.05688,40,63261.6,0.0506,6,3765.55442,996,8374,12,3,0.6312,-1
10.5474,3.85608,0.05688,168,-53141.2,0.0506,1,11432,1696,11336,12,2,0.6312,-1
10.5474,2,0.05688,138,117851.2,0.0506,6,10867,305,2524,12,2,1,-1
10.5474,2,0.05688,56,535068,0.0506,6,12822,1016,215,12,3,1,-1
10.5474,16,0.05688,188,-680444,0.0506,6,4462,328,7264,12,3,2,-1
10.5474,2,0.05688,62,108563.6,0.0506,6,13202,1073,3574,12,4,2,-1
10.5474,3.85608,0.05688,18,94574.8,0.0506,6,3765.55442,1016,6305,12,3,0.6312,-1
10.5474,2,0.05688,156,-357172.4,0.0506,6,14548,1833,5636,12,3,1,-1
10.5474,3.85608,0.05688,6,-1377184,0.0506,6,3765.55442,173,2238,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,164,-415184,0.0506,6,12536,1845,4891,9,4,2,-1
10.5474,8,0.05688,178,161150,0.0506,6,7742,360,8590,12,3,1,-1
10.5474,6,0.05688,102,-8559.84,0.0506,6,2956,656,2075,12,3,1,-1
10.5474,3.85608,0.05688,52,71338.8,0.0506,6,4155,1540,4148,12,2,1,-1
10.5474,3.85608,0.05688,8,-1816532,0.0506,6,3765.55442,996,8631,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,6,-153278.608486739,0.0506,5,3765.55442,1073,417,10.97706,2.60132,0.6312,-1
10.5474,12,0.05688,132,166947.6,0.0506,6,2143,305,5484,18,3,2,-1
10.5474,3.85608,0.05688,104,10002.72,0.0506,6,10981,1473,3083,12,3,1,-1
10.5474,3.85608,0.05688,32,-841.144,0.0506,6,3765.55442,1140,6641,12,3,0.6312,-1
10.5474,3.85608,0.05688,126,-2907,0.0506,6,14780,1316,3972,12,3,0.6312,-1
10.5474,3.85608,0.05688,6,-2024852,0.0506,6,3765.55442,173,4623,12,3,0.6312,-1
10.5474,22,0.05688,14,-93885.6,0.0506,6,3765.55442,1073,9758,12,3,0.6312,1
10.5474,3.85608,0.05688,50,-73773.2,0.0506,6,6387,1077,10490,12,3,1,-1
10.5474,2,0.05688,118,159678.4,0.0506,6,7951,1845,4914,12,3,1,-1
10.5474,10,0.05688,30,200237.2,0.0506,6,3765.55442,189,4298,12,3,0.6312,-1
10.5474,2,0.05688,30,-5690.44,0.0506,6,3765.55442,996,9155,12,2,0.6312,-1
10.5474,4,0.05688,182,248757.2,0.0506,6,1780,1373,9393,12,3,1,-1
10.5474,4,0.05688,32,151698.8,0.0506,6,3765.55442,1077,13538,10.97706,2.60132,0.6312,-1
10.5474,4,0.05688,38,10917.16,0.0506,6,3765.55442,1073,1781,10.97706,2.60132,0.6312,-1
10.5474,8,0.05688,12,-1217560,0.0506,6,3765.55442,1814,1370,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,174,-1512,0.0506,6,12189,34,8702,12,3,2,-1
10.5474,3.85608,0.05688,32,107169.6,0.0506,6,3765.55442,701,9636,12,3,0.6312,-1
10.5474,3.85608,0.05688,168,34080.28,0.0506,6,8577,498,13323,12,3,1,-1
10.5474,3.85608,0.05688,8,-1294472,0.0506,6,3765.55442,640,7515,12,3,0.6312,-1
10.5474,2,0.05688,16,8055.44,0.0506,6,3765.55442,1073,1389,12,3,0.6312,-1
10.5474,4,0.05688,150,133071.2,0.0506,6,11496,1468,6525,19,3,1,-1
10.5474,2,0.05688,74,-155367.6,0.0506,6,14034,1845,9182,12,3,2,-1
10.5474,4,0.05688,58,156031.2,0.0506,6,2088,1528,12157,12,3,2,-1
10.5474,3.85608,0.05688,46,-14458.28,0.0506,6,13087,1077,1709,12,3,1,-1
10.5474,3.85608,0.05688,4,-4267040,0.0506,6,3765.55442,1879,3943,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,20,72383.6,0.0506,6,3765.55442,1016,6379,12,3,0.6312,-1
10.5474,3.85608,0.05688,62,-1547800,0.0506,6,388,1968,8639,17,3,2,-1
10.5474,3.85608,0.05688,20,116822.4,0.0506,6,3765.55442,1073,9289,12,3,0.6312,-1
10.5474,4,0.05688,88,-13659.56,0.0506,6,4614,1845,3230,12,3,2,-1
10.5474,3.85608,0.05688,18,-153278.608486739,0.0506,6,3765.55442,1016,1513,12,3,0.6312,-1
10.5474,4,0.05688,78,9451.56,0.0506,6,7191,986,3204,18,3,2,-1
10.5474,2,0.05688,16,-998428,0.0506,6,3765.55442,1178,6026,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,6,-11682.4,0.0506,6,3765.55442,1073,11893,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,100,402824,0.0506,6,3765.55442,78,12894,12,3,2,-1
10.5474,14,0.05688,72,92978.4,0.0506,6,12188,78,7638,12,3,1,-1
15,3.85608,0.05688,6,-13084.84,0.0506,6,3765.55442,1073,10906,12,3,0.6312,-1
10.5474,4,0.05688,78,276344,0.0506,6,15301,78,964,12,3,2,-1
10.5474,3.85608,0.05688,4,-4143080,0.0506,6,3765.55442,173,6107,12,3,0.6312,-1
10.5474,3.85608,0.05688,80,256291.6,0.0506,6,2134,1077,10975,12,3,0.6312,-1
10.5474,2,0.05688,28,9024600,0.0506,6,3765.55442,1073,12684,12,3,0.6312,-1
10.5474,6,0.05688,84,-78523.2,0.0506,4,1739,78,1940,12,3,0.6312,-1
10.5474,3.85608,0.05688,46,-2084.856,0.0506,6,3765.55442,78,8747,9,3,0.6312,-1
10.5474,3.85608,0.05688,42,-325710,0.0506,6,3765.55442,560,6348,10.97706,2.60132,0.6312,1
10.5474,3.85608,0.05688,86,108761.6,0.0506,6,4353,135,12079,5,2,0.6312,-1
10.5474,8,0.05688,80,59008.4,0.0506,6,3129,1134,5631,12,2,1,-1
10.5474,8,0.05688,172,11521.28,0.0506,2,10459,1845,2864,12,3,1,-1
10.5474,3.85608,0.05688,34,84700,0.0506,6,3765.55442,1077,5876,12,3,0.6312,-1
10.5474,3.85608,0.05688,118,-153278.608486739,0.0506,6,3765.55442,1696,2353,5,2,1,-1
10.5474,8,0.05688,46,396719.2,0.0506,6,3765.55442,1845,6807.2223,12,3,0.6312,-1
10.5474,3.85608,0.05688,56,5.71428,0.0506,6,13500,821,8859,12,3,2,-1
10.5474,2,0.05688,60,89663.2,0.0506,6,13814,1079,11897,12,3,2,-1
