@relation data-weka.filters.unsupervised.attribute.NumericToNominal-R13-17-weka.filters.supervised.instance.Resample-B1.0-S1-Z75.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.0

@attribute Var12 numeric
@attribute Var19 numeric
@attribute Var53 numeric
@attribute Var87 numeric
@attribute Var111 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var131 numeric
@attribute Var139 numeric
@attribute Var161 numeric
@attribute Var188 numeric
@attribute Var193 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51}
@attribute Var203 {1,2,3,4,5}
@attribute Var207 {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute Var218 {1,2}
@attribute churn {-1,1}

@data
?,?,?,?,?,-444168,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-185482,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,198062.8,-24,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,900076,30,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,51163.2,-26,?,?,?,?,?,16,4,5,1,1
?,?,?,?,?,257150.4,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,124346.4,?,?,?,?,?,?,38,3,10,1,-1
?,?,?,?,?,168779.2,-6,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-169109.2,-12,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,109776.4,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,521616,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,304720,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,11407.72,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-8525.56,?,?,?,?,?,?,38,3,10,1,-1
?,?,?,?,?,162398.4,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-49792,-4,?,?,?,?,?,38,1,5,2,1
?,?,?,?,?,-165448,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,120317.2,-8,?,?,?,?,?,14,1,8,1,1
?,?,?,?,?,68463.6,34,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,120255.6,-8,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,380540.4,10,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-299345.2,-10,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-241398,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-361324,-18,3,?,?,?,277.8,38,4,10,2,1
?,?,?,?,?,288931.6,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,272219.6,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-2291.716,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-60182,-6,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,19277,18,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,118475.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-202267.2,4,?,?,?,?,?,38,1,10,2,1
?,?,0,0,?,0,-20,?,0,?,?,?,38,1,6,1,-1
?,?,?,?,?,-7279.44,-20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,396145.2,-12,?,?,?,?,?,38,1,10,2,-1
112,?,571374,7,?,250872,?,?,0,?,?,?,38,1,10,1,1
?,?,?,?,?,-376719.6,?,?,?,?,?,?,38,1,5,?,1
?,?,?,?,?,113390.4,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,111976.4,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,705236,-26,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-51215.6,-4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,6397.28,4,?,?,?,?,?,38,3,10,2,-1
?,?,?,?,?,31524,4,?,?,?,?,?,7,1,8,1,1
?,?,?,?,?,85098.8,-24,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-131304.4,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-101436.8,-26,?,?,?,?,?,45,1,6,1,1
?,?,?,?,?,165531.6,-20,?,?,?,?,?,7,1,11,2,-1
?,?,?,?,?,110745.2,?,?,?,?,?,?,16,1,5,2,-1
?,?,?,?,?,22405,?,?,?,?,?,?,38,1,5,2,-1
?,?,?,?,?,50680.4,4,?,?,?,?,?,38,4,10,1,1
?,?,?,?,?,-42.7144,-30,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,193152.8,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,12875.28,-10,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,39883,?,?,?,?,?,?,2,1,5,2,-1
?,?,?,?,?,-53468,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,102686.4,?,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,91243.6,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,53292.4,-30,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,84290,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,5462.44,24,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,-288722,?,?,?,?,?,?,2,3,11,1,-1
?,?,?,?,?,31302.72,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,302748.8,-26,?,?,?,?,?,27,1,10,2,-1
?,?,?,?,?,168587.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,100126,6,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,-699508,?,?,?,?,?,?,2,1,11,1,-1
?,?,?,?,?,378338.4,?,?,?,?,?,?,45,4,6,1,-1
?,?,?,?,?,-577048,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-20831,18,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,1158.4,?,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,87866.4,?,?,?,?,?,?,1,1,5,2,1
?,?,?,?,?,119936,-22,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,112412,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,41906.4,?,?,?,?,?,?,10,3,5,1,-1
?,?,?,?,?,45087.6,?,?,?,?,?,?,2,1,11,?,1
?,?,?,?,?,456376,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-531940,?,?,?,?,?,?,14,4,8,1,-1
?,?,?,?,?,-380159.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,615424,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,205959.2,4,?,?,?,?,?,2,1,11,1,1
?,?,?,?,?,380665.2,?,?,?,?,?,?,13,?,9,1,1
?,?,?,?,?,143501.2,-8,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,0,?,?,?,?,?,?,2,4,5,2,1
?,?,?,?,?,133053.6,-26,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-24961.44,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,87408.4,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,39816.44,14,?,?,?,?,?,38,1,10,?,1
?,0,?,?,?,-2241252,4,?,?,?,0,?,38,1,6,1,-1
?,?,?,?,?,-2232480,?,3,?,?,?,90.42,38,1,10,1,1
?,?,?,?,?,62904.4,4,?,?,?,?,?,7,1,8,2,1
?,?,?,?,?,-116132,-14,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,0,26,?,?,?,?,?,38,4,10,?,1
?,?,?,?,?,184710,?,?,?,?,?,?,2,4,5,2,1
?,?,?,?,?,220691.2,4,?,?,?,?,?,42,1,5,1,1
?,?,?,?,?,-56962,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,103907.6,6,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-4661.16,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,567384,?,?,?,?,?,?,38,3,10,1,1
?,?,?,?,?,134736,6,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-99092.8,38,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,59331.2,4,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,-37661,0,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,184598.4,14,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-101348,?,?,?,?,?,?,32,1,5,2,1
?,?,?,?,0,-517792,?,?,?,0,?,?,38,1,5,2,1
?,?,?,?,?,223591.6,8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,295027.2,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,231858.4,?,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,132300.4,-30,?,?,?,?,?,2,1,3,1,-1
?,?,?,?,?,179497.6,?,?,?,?,?,?,2,1,10,1,-1
?,9,?,?,?,-451528,-22,?,?,?,9,?,38,1,5,2,1
?,?,?,?,?,126389.6,4,?,?,?,?,?,38,1,10,1,-1
?,0,?,?,?,-2243128,4,?,?,?,0,?,38,1,6,1,-1
?,?,?,?,?,726148,12,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,1110800,-28,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,126491.6,?,?,?,?,?,?,2,1,11,2,-1
?,?,?,?,?,-280635.6,-8,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,137102,-30,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,85356,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-320948.4,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,-135660,-20,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,531776,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-20176,4,?,?,?,?,?,50,1,5,1,1
?,?,?,?,?,110751.6,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-560.992,?,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,41252,-22,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,444011.4,-753812,4,?,?,1376624,?,?,38,1,10,2,-1
?,?,?,?,?,154151.2,?,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,-117440.8,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,59039.2,4,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,0,4,?,?,?,?,?,14,1,8,2,1
?,?,?,?,?,547012,?,?,?,?,?,?,7,1,5,1,1
?,?,?,?,?,84359.6,12,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-1467484,-8,0,?,?,?,290.16,38,1,10,2,1
?,?,?,?,?,28570.4,?,?,?,?,?,?,42,1,5,2,-1
?,?,?,?,?,56654,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-542580,-12,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-37186.28,?,?,?,?,?,?,2,3,10,1,1
?,?,?,?,?,403360,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,253419.6,-22,?,?,?,?,?,2,1,5,1,-1
?,?,?,?,?,258130,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-35464.16,?,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,-289770,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,524396,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,611524,16,?,?,?,?,?,2,1,5,1,-1
?,?,?,?,?,-1944432,8,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,329647.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-112232.8,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,40934.8,?,?,?,?,?,?,38,1,5,2,-1
?,?,?,?,?,-135452.4,4,?,?,?,?,?,38,1,6,2,1
?,?,?,?,?,165287.6,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-67536.4,-30,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-188482.4,4,?,?,?,?,?,38,1,10,1,-1
32,?,587736,7,?,-999384,?,?,0,?,?,?,38,1,10,1,1
?,?,?,?,?,134778.4,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,0,?,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,252817.2,2,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,26516.44,36,?,?,?,?,?,7,1,11,1,-1
?,?,?,?,?,20925.72,18,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-253652,-30,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-517876,-24,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,3345732,6,?,?,?,?,?,38,1,10,2,1
?,?,?,?,0,1007112,-14,?,?,0,?,?,38,1,10,1,-1
0,?,0,7,?,-3637164,-20,?,6464,?,?,?,38,1,10,1,-1
?,?,?,?,?,-1930,38,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-33345.56,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-568952,-30,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,172895.6,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,125792.4,50,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,96222,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,66016.4,40,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-9113.16,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,52980.8,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-907716,?,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,149304.4,?,?,?,?,?,?,16,1,5,2,-1
?,?,?,?,?,0,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-2391920,-18,0,?,?,?,205.74,38,1,4,2,-1
?,?,?,?,?,104869.6,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,164006.4,12,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,577776,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,180300,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,130510,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-296489.6,-20,?,?,?,?,?,9,1,5,2,1
?,?,?,?,?,-8951.2,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,68896,34,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,824584,-26,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,500948,-2,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,3812656,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-875732,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-69949.6,-30,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,-90806.4,-30,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,0,4,?,?,?,?,?,38,3,10,1,1
?,?,?,?,?,1414552,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-7518.44,-30,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,-75747.6,4,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,-87675.6,38,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,131979.6,?,?,?,?,?,?,2,1,5,2,-1
?,?,?,?,?,-562104,-18,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,888408,?,?,?,?,?,?,7,1,11,1,1
?,?,?,?,?,57073.6,?,?,?,?,?,?,2,4,5,1,-1
?,?,?,?,?,311276,-14,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,253579.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,53639.6,?,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,115513.6,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,0,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,4758.44,-6,?,?,?,?,?,38,1,10,1,1
?,?,?,?,468754.8,-1061688,4,?,?,426026,?,?,38,4,8,1,-1
?,0,?,?,?,-1754528,-16,?,?,?,9,?,38,1,6,2,-1
?,?,?,?,?,132057.6,?,?,?,?,?,?,38,1,10,2,1
?,0,?,?,?,-1029352,4,?,?,?,0,?,38,1,10,2,1
?,?,?,?,?,126747.6,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,100592.8,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,26735.72,30,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,-547404,-16,?,?,0,?,?,38,1,10,2,-1
?,?,?,?,?,-126116.4,40,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-28884.28,-30,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,690384,14,?,?,?,?,?,7,1,5,2,-1
?,?,?,?,?,130474.4,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-1701328,-22,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,-77260.4,-22,?,?,?,?,?,38,4,10,1,-1
?,?,?,?,?,136817.6,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,0,-1470924,-14,?,?,0,?,?,38,1,10,2,1
?,?,?,?,?,-172973.2,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,448064,?,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,35672.56,?,?,?,?,?,?,26,1,5,1,-1
?,0,?,?,?,-709004,-18,?,?,?,0,?,38,3,10,2,1
?,0,?,?,?,-101964.4,-18,?,?,?,0,?,38,1,10,1,-1
?,?,?,?,?,0,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,0,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-40139.6,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,28660.44,26,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-626068,4,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,81662.8,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,1709008,-20,?,?,?,?,?,7,1,8,2,1
?,?,?,?,?,-15282.56,?,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,498800,?,?,?,?,?,?,7,1,11,1,1
?,?,?,?,?,344217.6,?,?,?,?,?,?,38,1,9,?,1
?,?,?,?,0,-1797384,-20,?,?,0,?,?,13,1,9,1,-1
?,?,?,?,?,-332250.8,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,129692,-12,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-319160,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-8951.2,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,0,4,?,?,?,?,?,14,1,8,2,1
?,?,?,?,?,86152.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-506968,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,418600,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-2145204,-18,0,?,?,?,224.22,38,1,10,2,-1
?,?,?,?,?,-175936.4,?,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,0,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,100586.4,-6,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,5618,4,?,?,?,?,?,13,1,9,1,-1
?,?,?,?,?,440140,-6,?,?,?,?,?,2,4,10,2,-1
?,0,?,?,?,-1539296,4,?,?,?,0,?,38,1,10,1,-1
?,?,?,?,?,79370,-26,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,356941.2,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,160165.2,-2,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,276763.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,20206.44,-20,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,0,-945212,4,?,?,0,?,?,38,1,10,1,-1
?,?,?,?,?,130224,4,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,116314,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,177935.6,32,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-1580280,?,?,?,?,?,?,38,4,5,1,-1
?,?,?,?,?,117554.4,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,138022,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,1792776,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-319340,32,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,879216,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,169126,-24,?,?,?,?,?,2,1,5,2,1
?,?,?,?,?,-90085.6,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-692956,?,?,?,?,?,?,2,1,6,2,-1
?,?,?,?,?,76569.2,-20,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-54315.2,16,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,132457.6,?,?,?,?,?,?,29,1,8,1,1
?,?,?,?,?,80679.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,83753.6,6,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-25029.16,-30,?,?,?,?,?,7,3,5,2,-1
?,?,?,?,?,95734.4,?,?,?,?,?,?,2,4,10,1,-1
?,?,?,?,?,896272,-14,?,?,?,?,?,38,4,5,?,1
?,?,?,?,?,-522884,-22,?,?,?,?,?,25,4,10,1,-1
?,?,?,?,?,289447.6,18,?,?,?,?,?,38,1,5,1,1
?,?,?,?,?,914896,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,727768,-26,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-51385.2,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,0,24,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,1414552,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,96918.8,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,-1078208,-18,0,?,?,?,328.2,38,1,10,1,1
?,0,?,?,?,-653948,-16,?,?,?,0,?,38,1,10,1,1
?,?,?,?,?,-500292,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,550436,6,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,160165.2,-2,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,77518.8,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-257008,?,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,-73543.6,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,578956,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,142278.4,16,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-1628872,-24,?,?,?,?,?,38,3,9,1,-1
?,?,?,?,?,226103.6,-24,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,14231.44,-28,?,?,?,?,?,38,3,10,?,1
?,?,?,?,?,-116132,-14,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-59673.6,16,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-300004.4,?,?,?,?,?,?,16,1,5,2,1
?,?,?,?,?,-22778.28,16,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,147551.6,?,?,?,?,?,?,2,1,11,2,1
?,?,?,?,?,901472,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,24631.28,?,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,37335.16,-10,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,475032,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-260396,-28,?,?,0,?,?,38,1,10,1,-1
?,?,?,?,?,153571.6,16,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-1791776,-18,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,155876,30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-1288232,-24,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,2168.284,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-498644,-28,?,?,?,?,?,38,1,6,2,-1
?,?,?,?,?,303322.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-249197.6,-10,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,310995.2,-24,?,?,?,?,?,38,3,10,2,-1
?,?,?,?,?,139871.6,?,?,?,?,?,?,38,4,10,1,1
?,?,?,?,?,-133836,?,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,521616,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-178605.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-171467.6,?,?,?,?,?,?,2,1,5,2,-1
?,?,?,?,?,34118,?,?,?,?,?,?,11,1,5,2,-1
?,?,0,7,?,-1527092,-20,?,0,?,?,?,38,1,10,1,-1
?,?,?,?,?,-479400,-12,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,518084,-24,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-1683288,?,?,?,?,?,?,14,1,6,1,1
?,?,?,?,?,490456,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-1862704,-18,0,?,?,?,276.48,38,1,10,2,1
?,?,?,?,?,163434.8,-26,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,142752,?,?,?,?,?,?,7,1,11,2,-1
?,?,?,?,?,813576,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-17149.28,28,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,157702.4,-22,?,?,?,?,?,7,1,6,1,-1
?,?,?,?,?,132554,-30,?,?,?,?,?,1,1,5,1,-1
0,?,351,7,?,-3611516,?,?,0,?,?,?,38,4,10,2,1
?,0,?,?,?,-1833448,4,?,?,?,0,?,38,1,5,1,-1
?,?,?,?,?,504564,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,303733.6,20,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,214533.6,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,278945.6,?,?,?,?,?,?,38,3,10,1,-1
?,?,?,?,?,122422,40,?,?,?,?,?,7,1,11,1,1
?,?,?,?,?,1743192,6,?,?,?,?,?,38,1,5,2,1
?,?,?,?,?,311801.2,?,?,?,?,?,?,14,1,8,2,-1
?,?,?,?,?,-40490.4,-8,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,62736,32,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,9582.56,?,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,75397.2,28,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,369028.8,?,?,?,?,?,?,38,3,10,2,1
?,?,?,?,?,172244.8,30,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,79374.8,?,?,?,?,?,?,38,1,9,?,1
?,?,?,?,?,34815.84,?,?,?,?,?,?,2,1,3,1,-1
?,?,?,?,?,450352,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-66051.2,-28,?,?,?,?,?,2,1,5,2,-1
?,?,?,?,?,98905.6,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,0,?,0,?,?,?,91.38,38,?,10,1,-1
?,?,?,?,?,1387260,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-212668,-22,?,?,?,?,?,38,1,6,2,-1
?,?,?,?,?,-17594,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-65650,?,?,?,?,?,?,37,1,5,1,-1
?,?,?,?,?,-564008,4,?,?,?,?,?,16,1,5,1,-1
?,?,?,?,?,-283201.2,?,?,?,?,?,?,2,1,10,1,1
