@relation data-weka.filters.unsupervised.attribute.NumericToNominal-R13-17-weka.filters.supervised.instance.Resample-B1.0-S1-Z75.0

@attribute Var12 numeric
@attribute Var19 numeric
@attribute Var53 numeric
@attribute Var87 numeric
@attribute Var111 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var131 numeric
@attribute Var139 numeric
@attribute Var161 numeric
@attribute Var188 numeric
@attribute Var193 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51}
@attribute Var203 {1,2,3,4,5}
@attribute Var207 {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute Var218 {1,2}
@attribute churn {-1,1}

@data
?,?,?,?,?,-16334.84,-30,?,?,?,?,?,13,1,9,1,-1
?,?,?,?,?,-1698668,-18,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,109193.2,-24,?,?,?,?,?,7,1,5,2,-1
?,?,?,?,?,11254.72,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-987368,0,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,125377.2,28,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,0,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,58390.8,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,0,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,303733.6,20,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-145268.8,36,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-523196,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,73328,4,?,?,?,?,?,38,1,10,2,1
16,?,6367212,7,?,-1757572,-20,?,0,?,?,?,38,1,10,1,1
?,?,?,?,?,110494,-30,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-36491.44,40,?,?,?,?,?,38,1,6,2,1
?,?,?,?,?,173586,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,80679.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,39062.28,-20,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,24982,?,?,?,?,?,?,38,4,10,1,1
?,?,?,?,?,657164,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,50116.4,?,?,?,?,?,?,38,1,5,1,-1
?,0,?,?,?,-1086832,-8,?,?,?,0,?,38,1,6,2,1
?,?,?,?,?,375573.6,44,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,201101.6,-30,?,?,?,?,?,14,1,8,1,-1
0,?,0,7,?,-2268460,-8,?,0,?,?,?,38,1,10,1,1
?,?,?,?,?,-84373.6,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-752752,-22,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,-1956888,-18,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,107486.8,-2,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,167754.4,14,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-10489.84,-30,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-306784.8,22,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,84109.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-2160956,-18,3,?,?,?,258.36,38,4,10,2,-1
?,?,?,?,?,1014000,?,?,?,?,?,?,38,4,6,?,1
?,?,?,?,?,-25313,?,?,?,?,?,?,2,1,11,1,-1
?,?,?,?,?,270146,38,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,216716.8,24,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,166198.4,-18,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-349330.4,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,167877.6,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,40492.4,24,?,?,?,?,?,2,1,11,1,1
?,?,?,?,?,1067652,-22,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,45328.8,32,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,823760,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-11144.84,54,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,42781.2,?,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,216845.6,44,?,?,?,?,?,2,4,5,2,1
?,?,?,?,?,169401.2,26,?,?,?,?,?,7,1,8,1,1
?,?,?,?,?,-283201.2,?,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,185995.6,12,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-633060,4,?,?,?,?,?,2,4,10,2,-1
?,?,?,?,?,-1088824,-22,?,?,?,?,?,14,1,8,1,-1
?,?,?,?,?,-2492.716,22,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,207000.4,-6,?,?,?,?,?,38,4,5,2,-1
?,?,?,?,?,164880.8,6,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,332815.2,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,334290.4,34,?,?,?,?,?,16,1,5,2,1
?,?,?,?,?,40298.8,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-261689.2,4,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,132292,-10,?,?,?,?,?,38,3,10,2,1
?,?,?,?,?,-178580,?,?,?,?,?,?,37,1,5,1,-1
?,?,?,?,?,-256184.8,?,?,?,?,?,?,26,1,5,1,-1
?,?,?,?,?,110154.4,?,?,?,?,?,?,32,1,5,2,1
?,?,?,?,?,-369483.6,?,?,?,?,?,?,23,4,10,1,-1
?,?,?,?,14476.8,-2266.056,?,?,?,24128,?,?,38,4,10,1,-1
?,?,?,?,?,-837480,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,93974.8,-24,?,?,?,?,?,16,1,5,2,1
?,?,?,?,?,118774,-24,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-55513.6,16,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,587732,?,?,?,?,?,?,38,1,9,2,1
?,?,?,?,?,0,66,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,212802,10,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-284070.4,-12,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-9777.56,?,?,?,?,?,?,38,1,5,1,1
?,?,?,?,?,120333.6,?,?,?,?,?,?,48,1,5,1,1
?,?,?,?,?,295426,?,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,-253503.6,-20,?,?,?,?,?,38,1,10,2,-1
?,0,?,?,?,-406068,?,?,?,?,27,?,38,4,10,1,-1
?,?,?,?,?,141468.4,4,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,103924.4,?,?,?,?,?,?,38,1,9,?,1
?,?,?,?,?,-44795.6,44,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,109674,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-374320.8,4,?,?,?,?,?,13,1,9,1,1
?,?,?,?,?,466892,?,?,?,?,?,?,13,1,9,2,-1
?,?,?,?,?,113638.8,16,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,635104,-12,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-2885,?,?,?,?,?,?,14,1,8,1,1
?,?,?,?,?,111804.8,40,?,?,?,?,?,38,?,6,1,-1
?,?,?,?,?,-15200.16,38,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,245825.2,4,?,?,?,?,?,38,4,6,1,-1
?,?,?,?,?,20500.44,?,?,?,?,?,?,38,1,10,?,-1
?,?,?,?,?,-293891.2,-22,?,?,?,?,?,7,1,6,1,1
?,?,?,?,?,143544.8,4,?,?,?,?,?,38,3,10,1,1
?,?,?,?,?,-824392,-18,0,?,?,?,211.68,38,1,10,1,-1
?,?,?,?,?,191626.8,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,32633.16,-26,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-380735.2,?,?,?,?,?,?,25,3,10,2,1
?,?,?,?,?,149931.6,6,?,?,?,?,?,7,1,8,2,-1
?,?,?,?,?,-3600748,?,0,?,?,?,15.6,38,1,10,2,1
?,?,?,?,?,133981.2,4,?,?,?,?,?,34,4,10,2,1
?,?,?,?,?,26708,4,?,?,?,?,?,7,1,8,1,-1
?,?,?,?,?,4090.56,-30,?,?,?,?,?,7,4,5,2,-1
?,?,?,?,?,148859.2,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,-271465.2,4,?,?,?,?,?,38,1,6,2,1
?,?,?,?,?,207200.8,-20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-952412,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,29519.16,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,35672.44,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,91754,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,6908.84,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,138310,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-555900,?,?,?,?,?,?,43,1,5,2,1
?,?,?,?,?,210088.4,4,?,?,?,?,?,13,1,9,2,-1
?,?,?,?,?,-184015.2,-2,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,97481.2,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,466212,-30,?,?,?,?,?,38,1,10,1,-1
?,?,0,0,?,0,-8,?,0,?,?,?,38,1,10,2,1
?,?,?,?,?,-253313.2,4,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,-949396,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,111509.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,61940.8,30,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,123247.2,14,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,18756.56,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,252199.2,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,-29580.28,4,?,?,?,?,?,26,1,5,1,-1
?,?,?,?,?,33882.16,36,?,?,?,?,?,38,1,6,2,-1
?,?,?,?,?,1036220,-10,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,135596.4,58,?,?,?,?,?,2,1,11,2,-1
?,?,?,?,?,-305388.4,?,?,?,?,?,?,38,3,10,2,1
?,?,?,?,?,-379382,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-452720,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,78191.2,-30,?,?,?,?,?,2,4,10,2,-1
?,?,?,?,?,315813.6,36,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,49441.6,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-14435.44,38,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,149485.6,18,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,1445384,-26,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,16893.56,-28,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-470828,14,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-49142.4,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,65421.2,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,93536,?,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,44509.6,8,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,-1116984,-20,3,?,?,?,307.5,38,4,5,1,-1
?,?,?,?,?,-90809.2,?,?,?,?,?,?,38,1,6,?,1
?,?,?,?,?,686852,18,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,144374,-14,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-118881.6,-8,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-2000376,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-2149464,-20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-772532,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-358804.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,132057.6,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-501940,4,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,3191.716,32,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,368517.6,32,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,-163227.6,?,?,?,?,?,?,38,1,10,2,1
?,9,?,?,?,-1652872,-16,?,?,?,36,?,38,1,10,1,1
?,?,?,?,?,115840.4,6,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,61942,-20,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,325365.2,60,?,?,?,?,?,2,1,5,1,-1
?,?,?,?,?,-75594.4,-10,?,?,?,?,?,7,1,11,2,-1
?,?,?,?,?,-78783.2,?,?,?,?,?,?,38,1,6,2,1
?,?,?,?,?,-4351.84,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,-238169.6,-30,0,?,?,?,156.18,13,1,9,2,-1
?,?,?,?,?,-140234.8,-28,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,140246.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-55325.2,-16,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,556460,-22,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-13863,64,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,61030.4,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,172595.2,-26,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-385433.6,-16,?,?,0,?,?,38,1,10,2,-1
?,?,?,?,?,165084.4,-26,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-383515.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,549944,22,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,4559,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,800688,?,?,?,?,?,?,38,1,10,?,-1
?,?,?,?,?,151972,44,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-97598.4,4,?,?,?,?,?,38,1,5,2,1
?,?,?,?,?,115963.2,4,?,?,?,?,?,7,1,5,1,1
?,?,?,?,?,-69949.6,-30,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,216084,-28,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,51354,?,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,62018.4,10,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,38114.16,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,249085.2,-24,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-71544.4,-8,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,24326,?,?,?,?,?,?,14,1,8,2,-1
?,?,?,?,?,0,26,?,?,?,?,?,38,4,10,?,1
?,?,?,?,?,-3490692,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,234156.4,-6,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-5674.44,?,?,?,?,?,?,2,1,5,1,1
?,?,?,?,?,353112.4,8,?,?,?,?,?,38,1,5,2,-1
?,?,?,?,?,-253962.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-7283.84,28,?,?,?,?,?,38,1,9,2,-1
?,0,?,?,?,-1169392,-18,?,?,?,0,?,38,1,10,1,-1
?,?,?,?,?,-50569.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,0,66,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,167005.2,26,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,42446,-30,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-197798.8,-4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,92364.4,?,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,139446.8,8,?,?,?,?,?,2,1,5,1,1
?,?,?,?,?,121023.6,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-683236,-18,3,?,?,?,276.48,38,1,10,2,1
?,?,?,?,?,0,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,668360,32,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,146332.4,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-4282.44,?,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,99191.6,-28,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,-47028.4,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-772532,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-11502.84,4,?,?,?,?,?,38,1,5,2,1
?,?,?,?,?,84655.2,?,?,?,?,?,?,38,1,9,2,1
?,?,?,?,?,276180.4,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,69630.4,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-272797.2,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-86303.6,10,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,270146,38,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-473932,4,?,?,?,?,?,38,1,8,1,1
?,?,?,?,?,-568452,-10,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,103835.6,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,71114,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,889712,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,124190.4,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,1513.144,?,?,?,?,?,?,38,3,10,1,1
?,?,?,?,?,-276341.2,6,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,34276.28,?,?,?,?,?,?,2,1,10,1,-1
?,0,?,?,?,-1029352,4,?,?,?,0,?,38,1,10,2,1
?,?,?,?,?,390151.6,4,?,?,0,?,?,38,1,10,1,-1
?,?,?,?,?,-225018.4,20,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,-41111.6,40,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,452204,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-88009.6,14,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-424408,?,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,-213540.8,-30,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,116358,38,?,?,?,?,?,36,1,10,2,-1
?,?,?,?,?,165722.8,10,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,0,10,?,?,?,?,?,38,3,10,1,-1
?,?,?,?,?,430704,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-251071.2,-18,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,155806.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,135858.4,?,?,?,?,?,?,38,1,9,2,1
?,?,?,?,?,0,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-102488,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,132057.6,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-374320.8,4,?,?,?,?,?,13,1,9,1,1
?,?,?,?,?,-432072,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,57622,30,?,?,?,?,?,38,1,6,2,-1
?,?,?,?,?,733756,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-1016296,-24,?,?,?,?,?,44,1,5,2,-1
?,?,?,?,?,-240195.2,?,?,?,?,?,?,38,1,10,?,-1
?,?,?,?,?,135834.8,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,130314.8,4,?,?,?,?,?,13,1,9,2,-1
?,?,?,?,?,-143439.6,-26,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-194748,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,165204,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,159289.6,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-7030200,-18,0,?,?,?,193.98,38,1,10,1,-1
?,?,?,?,?,42485.2,-20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,109400.8,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,72474.4,-28,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-987368,0,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-117044,-30,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-129562.8,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,86454.8,30,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,138536.4,14,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,543988,-22,?,?,?,?,?,38,1,5,2,-1
?,?,?,?,?,110096,-8,?,?,?,?,?,38,3,10,2,1
?,?,?,?,?,-2602032,?,3,?,?,?,215.34,38,1,10,1,1
?,?,?,?,?,-313966.8,60,?,?,?,?,?,37,1,9,2,-1
?,?,?,?,?,131404,32,?,?,?,?,?,14,1,6,1,-1
?,?,?,?,?,90522.8,4,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,930552,4,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,111044,?,?,?,?,?,?,38,1,5,2,1
?,?,?,?,?,-250697.6,?,?,?,?,?,?,32,1,5,1,1
40,?,141678,0,?,-3051380,-20,?,442233600,?,?,?,38,1,10,1,1
?,?,?,?,?,84233.6,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-87656.4,28,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,-566912,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,109430.4,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-990512,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,169670.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-85153.2,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,236740.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-496052,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-58305.6,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-402068,?,?,?,?,?,?,7,4,5,1,-1
?,?,?,?,?,176767.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,236480.4,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,255799.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,93105.6,-16,?,?,?,?,?,14,1,8,1,1
?,?,?,?,?,114372.4,?,?,?,?,?,?,7,1,5,2,1
?,?,?,?,?,-28720.56,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,368167.2,?,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,84825.6,-26,?,?,?,?,?,2,1,5,1,-1
?,?,?,?,?,-58377.6,-28,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,947196,-857172,-14,?,?,53324,?,?,38,1,10,2,-1
?,?,?,?,?,207511.2,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,146536.8,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-9564.28,14,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-79666.8,-28,?,?,?,?,?,2,1,5,1,-1
?,?,?,?,?,25917.44,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,19122.84,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-971064,4,?,?,?,?,?,13,1,9,2,1
?,?,?,?,?,1528876,6,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,108549.6,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-45460.8,?,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,9976.44,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-5558,-20,0,?,?,?,19.38,38,1,10,2,-1
?,?,?,?,?,115075.2,16,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-380159.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,346041.2,4,?,?,?,?,?,38,1,9,2,-1
?,?,?,?,413080.2,1212564,?,?,?,1737206,?,?,38,1,10,2,1
?,?,?,?,?,27011.56,-26,?,?,?,?,?,37,1,5,2,-1
?,?,?,?,?,197640,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-208966.8,-14,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,79561.6,4,?,?,?,?,?,38,1,6,?,1
?,?,?,?,?,85960.8,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,140863.6,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,23473.16,30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-1534224,?,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,-37746.72,?,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,-4821.72,38,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-274271.2,4,?,?,?,?,?,38,1,5,1,1
?,?,?,?,?,-1708012,-16,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-259602.8,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,30701.72,24,?,?,?,?,?,14,1,6,1,1
?,?,?,?,?,132610.4,12,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,256182.4,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-1156052,-22,?,?,?,?,?,44,1,5,2,-1
?,?,?,?,?,-1637.716,68,?,?,?,?,?,14,1,6,1,-1
?,?,?,?,?,411664,-30,?,?,?,?,?,38,3,10,1,-1
?,?,?,?,?,-39995.28,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,57073.6,?,?,?,?,?,?,2,4,5,1,-1
?,?,?,?,?,926436,-30,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,239947.6,8,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,71762.8,4,?,?,?,?,?,16,1,8,2,1
?,?,?,?,?,186910.8,38,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-931668,-8,?,?,?,?,?,38,1,10,2,1
0,?,138231,7,?,-3802880,-20,?,0,?,?,?,38,1,10,1,-1
?,?,?,?,?,-26197.56,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,446576,-26,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,131853.6,-26,?,?,?,?,?,2,1,5,2,-1
?,?,?,?,?,-19745.2,?,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,115647.6,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,365744,-26,?,?,?,?,?,38,1,10,1,-1
?,18,?,?,?,-1525064,-18,?,?,?,0,?,38,1,10,2,1
?,?,?,?,?,80436.8,-4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-26165,6,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,361480.8,4,?,?,?,?,?,2,1,10,2,-1
?,0,?,?,?,-1785540,4,?,?,?,9,?,38,1,10,1,-1
?,?,?,?,?,0,6,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,141119.6,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,172244.8,30,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,844176,4,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,100056.4,8,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,113970.8,-28,?,?,?,?,?,38,1,10,1,-1
