@relation data-weka.filters.unsupervised.attribute.NumericToNominal-R231-233-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P20.0-V

@attribute Var1 numeric
@attribute Var2 numeric
@attribute Var3 numeric
@attribute Var4 numeric
@attribute Var5 numeric
@attribute Var6 numeric
@attribute Var7 numeric
@attribute Var8 numeric
@attribute Var9 numeric
@attribute Var10 numeric
@attribute Var11 numeric
@attribute Var12 numeric
@attribute Var13 numeric
@attribute Var14 numeric
@attribute Var15 numeric
@attribute Var16 numeric
@attribute Var17 numeric
@attribute Var18 numeric
@attribute Var19 numeric
@attribute Var20 numeric
@attribute Var21 numeric
@attribute Var22 numeric
@attribute Var23 numeric
@attribute Var24 numeric
@attribute Var25 numeric
@attribute Var26 numeric
@attribute Var27 numeric
@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var30 numeric
@attribute Var31 numeric
@attribute Var32 numeric
@attribute Var33 numeric
@attribute Var34 numeric
@attribute Var35 numeric
@attribute Var36 numeric
@attribute Var37 numeric
@attribute Var38 numeric
@attribute Var39 numeric
@attribute Var40 numeric
@attribute Var41 numeric
@attribute Var42 numeric
@attribute Var43 numeric
@attribute Var44 numeric
@attribute Var45 numeric
@attribute Var46 numeric
@attribute Var47 numeric
@attribute Var48 numeric
@attribute Var49 numeric
@attribute Var50 numeric
@attribute Var51 numeric
@attribute Var52 numeric
@attribute Var53 numeric
@attribute Var54 numeric
@attribute Var55 numeric
@attribute Var56 numeric
@attribute Var57 numeric
@attribute Var58 numeric
@attribute Var59 numeric
@attribute Var60 numeric
@attribute Var61 numeric
@attribute Var62 numeric
@attribute Var63 numeric
@attribute Var64 numeric
@attribute Var65 numeric
@attribute Var66 numeric
@attribute Var67 numeric
@attribute Var68 numeric
@attribute Var69 numeric
@attribute Var70 numeric
@attribute Var71 numeric
@attribute Var72 numeric
@attribute Var73 numeric
@attribute Var74 numeric
@attribute Var75 numeric
@attribute Var76 numeric
@attribute Var77 numeric
@attribute Var78 numeric
@attribute Var79 numeric
@attribute Var80 numeric
@attribute Var81 numeric
@attribute Var82 numeric
@attribute Var83 numeric
@attribute Var84 numeric
@attribute Var85 numeric
@attribute Var86 numeric
@attribute Var87 numeric
@attribute Var88 numeric
@attribute Var89 numeric
@attribute Var90 numeric
@attribute Var91 numeric
@attribute Var92 numeric
@attribute Var93 numeric
@attribute Var94 numeric
@attribute Var95 numeric
@attribute Var96 numeric
@attribute Var97 numeric
@attribute Var98 numeric
@attribute Var99 numeric
@attribute Var100 numeric
@attribute Var101 numeric
@attribute Var102 numeric
@attribute Var103 numeric
@attribute Var104 numeric
@attribute Var105 numeric
@attribute Var106 numeric
@attribute Var107 numeric
@attribute Var108 numeric
@attribute Var109 numeric
@attribute Var110 numeric
@attribute Var111 numeric
@attribute Var112 numeric
@attribute Var113 numeric
@attribute Var114 numeric
@attribute Var115 numeric
@attribute Var116 numeric
@attribute Var117 numeric
@attribute Var118 numeric
@attribute Var119 numeric
@attribute Var120 numeric
@attribute Var121 numeric
@attribute Var122 numeric
@attribute Var123 numeric
@attribute Var124 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var127 numeric
@attribute Var128 numeric
@attribute Var129 numeric
@attribute Var130 numeric
@attribute Var131 numeric
@attribute Var132 numeric
@attribute Var133 numeric
@attribute Var134 numeric
@attribute Var135 numeric
@attribute Var136 numeric
@attribute Var137 numeric
@attribute Var138 numeric
@attribute Var139 numeric
@attribute Var140 numeric
@attribute Var141 numeric
@attribute Var142 numeric
@attribute Var143 numeric
@attribute Var144 numeric
@attribute Var145 numeric
@attribute Var146 numeric
@attribute Var147 numeric
@attribute Var148 numeric
@attribute Var149 numeric
@attribute Var150 numeric
@attribute Var151 numeric
@attribute Var152 numeric
@attribute Var153 numeric
@attribute Var154 numeric
@attribute Var155 numeric
@attribute Var156 numeric
@attribute Var157 numeric
@attribute Var158 numeric
@attribute Var159 numeric
@attribute Var160 numeric
@attribute Var161 numeric
@attribute Var162 numeric
@attribute Var163 numeric
@attribute Var164 numeric
@attribute Var165 numeric
@attribute Var166 numeric
@attribute Var167 numeric
@attribute Var168 numeric
@attribute Var169 numeric
@attribute Var170 numeric
@attribute Var171 numeric
@attribute Var172 numeric
@attribute Var173 numeric
@attribute Var174 numeric
@attribute Var175 numeric
@attribute Var176 numeric
@attribute Var177 numeric
@attribute Var178 numeric
@attribute Var179 numeric
@attribute Var180 numeric
@attribute Var181 numeric
@attribute Var182 numeric
@attribute Var183 numeric
@attribute Var184 numeric
@attribute Var185 numeric
@attribute Var186 numeric
@attribute Var187 numeric
@attribute Var188 numeric
@attribute Var189 numeric
@attribute Var190 numeric
@attribute Var191 numeric
@attribute Var192 numeric
@attribute Var193 numeric
@attribute Var194 numeric
@attribute Var195 numeric
@attribute Var196 numeric
@attribute Var197 numeric
@attribute Var198 numeric
@attribute Var199 numeric
@attribute Var200 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var203 numeric
@attribute Var204 numeric
@attribute Var205 numeric
@attribute Var206 numeric
@attribute Var207 numeric
@attribute Var208 numeric
@attribute Var209 numeric
@attribute Var210 numeric
@attribute Var211 numeric
@attribute Var212 numeric
@attribute Var213 numeric
@attribute Var214 numeric
@attribute Var215 numeric
@attribute Var216 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var219 numeric
@attribute Var220 numeric
@attribute Var221 numeric
@attribute Var222 numeric
@attribute Var223 numeric
@attribute Var224 numeric
@attribute Var225 numeric
@attribute Var226 numeric
@attribute Var227 numeric
@attribute Var228 numeric
@attribute Var229 numeric
@attribute Var230 numeric
@attribute churn {-1,1}
@attribute appetency {-1,1}
@attribute upselling {-1,1}

@data
?,?,?,?,?,994,7,?,?,?,?,?,4712,?,?,?,?,?,?,?,124,155,?,6,104,?,?,233.44,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,14158.16,?,?,?,?,?,4.411664,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,258,350,?,1831232,?,3,?,?,43336.8,?,0,?,10,?,?,?,?,?,?,?,?,10419,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,64,13475.72,?,?,?,?,?,510,?,?,?,0,?,67608,34,?,?,?,?,?,16,646860,286884,?,?,?,?,?,2340,?,?,0,9,?,?,?,?,439908,?,?,?,2240624,?,?,?,?,?,?,10,?,?,350628,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,252,?,?,329,42,3,19,1,147,1497,2124,13393,2,3592,1,49,3,20,5,1,?,6,1,1,?,3804,?,1035,12079,2,12,437,4,1054,2,?,2,5,7,25,2,?,-1,-1,-1
?,?,?,?,?,378,7,?,?,?,?,?,0,?,?,?,?,?,?,?,100,125,?,0,32,?,?,200,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1.821406,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,38,14,?,49760,?,0,?,?,25943.04,?,0,?,2,?,?,?,?,?,?,?,?,27675,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,48,41342,?,?,?,?,?,485,?,?,?,0,?,3825,?,?,?,?,?,?,0,1058275,10874,?,?,?,?,?,105,?,?,0,9,?,?,?,?,0,?,?,?,894888,?,?,?,?,?,?,28,?,?,2460,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,350,38,?,19,1,40,245,248,?,?,4153,1,4,3,12,10,2,?,6,1,53,?,?,?,1073,2615,2,12,1261,4,315,3,?,?,9,5,14,?,?,-1,-1,-1
?,?,?,?,?,1001,7,?,?,?,?,?,2696,?,?,?,?,?,?,?,156,195,?,0,32,?,?,186.64,?,?,?,?,?,?,0,?,?,7641360,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1.234565,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,112,98,?,63088,?,0,?,?,169455.6,?,35,?,10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48,?,?,8,121917.2,?,?,?,?,?,600,?,?,?,102,?,5985,-30,?,?,?,?,?,0,1234235,529576,?,?,?,?,?,1685,?,?,0,9,?,?,?,?,0,?,?,?,10545360,?,?,?,?,?,?,10,?,?,1757832,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,190,14,3,19,1,8,1786,1694,13777,2,1063,4,18,3,4,8,2,?,6,1,73,?,13995,?,1400,12126,2,12,1052,1,1326,3,?,2,20,1,21,1,?,-1,-1,1
?,?,?,?,?,994,7,?,?,?,?,?,1460,?,?,?,?,?,?,?,136,170,?,4,32,?,?,186.64,?,?,?,?,?,?,0,?,?,2919786,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,4.844905,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,134,56,?,2606344,?,0,?,?,113121,?,10,?,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,48,104389.2,?,?,?,?,?,515,?,?,?,36,?,95427,?,?,?,?,?,?,0,5747500,457174,?,?,?,?,?,5430,?,?,0,27,?,?,?,?,689283,?,?,?,10144480,?,?,?,?,?,?,28,?,?,1036800,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,216,?,?,196,2,3,19,1,118,1701,1142,8226,2,895,1,72,3,18,5,1,?,6,1,53,?,6270,?,305,4658,2,12,2216,4,4050,3,?,2,9,5,5,2,?,-1,-1,-1
?,?,?,?,?,812,0,?,?,?,?,?,80,?,?,?,?,?,?,?,120,150,?,0,0,?,?,200,?,?,?,?,?,?,0,?,?,5836566,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.425336,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,146,112,?,1626808,?,0,?,?,193284.6,?,10,?,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,24,-41776.8,?,?,?,?,?,435,?,?,?,78,?,184338,?,?,?,?,?,?,0,4320000,0,?,?,?,?,?,0,?,?,0,0,?,?,?,?,0,?,?,?,8851720,?,?,?,?,?,?,20,?,?,78,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,156,?,?,86,2,3,19,1,170,275,1131,13988,2,3959,1,61,3,12,10,1,?,6,1,53,?,6088,?,305,672,2,12,2123,4,964,4,?,2,9,5,5,2,?,-1,-1,-1
?,?,?,?,?,2205,7,?,?,?,?,?,192,?,?,?,?,?,?,?,208,260,?,8,16,?,?,186.64,?,?,?,?,?,?,5,?,?,679560,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,0.821833,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,34,63,?,4940528,?,0,?,?,56745,?,40,?,0,?,?,?,?,?,?,?,?,62085,?,?,?,?,?,?,?,?,?,?,?,?,?,?,64,?,?,64,86687.2,?,?,?,?,?,1220,?,?,?,78,?,1692,-30,?,?,?,?,?,8,8014900,255698,?,?,?,?,?,195,?,?,0,18,?,?,?,?,2296826,?,?,?,10167640,?,?,?,?,?,?,42,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,432,?,?,230,38,?,19,1,123,2869,4673,?,?,4696,1,5,3,21,10,1,?,6,1,53,?,?,?,1077,349,1,12,2199,4,2268,3,?,?,6,5,14,?,?,-1,-1,1
?,?,?,?,?,3577,0,?,?,?,?,?,0,?,?,?,?,?,?,?,168,210,?,2,72,?,?,166.56,?,?,?,?,?,?,0,?,?,6395280,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,3.833582,?,?,?,?,?,?,?,36,?,?,?,?,?,?,3,28,0,?,360824,?,0,?,?,58495.2,?,35,?,6,?,?,?,?,?,?,?,?,39648,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,8,123800.4,?,?,?,?,?,980,?,?,?,84,?,0,4,?,?,?,?,?,0,1386615,1064140,?,?,?,?,?,0,?,?,0,0,?,?,?,?,112791,?,?,?,10442200,?,?,?,?,?,?,16,?,?,1133478,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,352,38,?,19,1,21,58,3789,?,?,5638,1,47,1,12,10,1,?,6,1,53,?,?,?,1713,9085,1,12,4190,4,2657,2,?,?,4,5,14,?,?,-1,-1,1
?,?,?,?,?,1575,7,?,?,?,?,?,116,?,?,?,?,?,?,?,256,320,?,12,168,?,?,159.84,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.04593,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,50,63,?,116528,?,0,?,?,5448.42,?,0,?,8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,72,15149.16,?,?,?,?,?,510,?,?,?,0,?,3123,?,?,?,?,?,?,0,178250,39496,?,?,?,?,?,10,?,?,0,0,?,?,?,?,62146,?,?,?,298040,?,?,?,?,?,?,60,?,?,27276,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,294,?,?,50,38,?,19,1,38,315,1610,5733,?,1880,1,53,?,12,10,1,?,6,1,53,?,4489,?,1540,12284,1,12,2053,4,3226,3,?,1,6,5,14,1,?,-1,-1,-1
?,?,?,?,?,833,7,?,?,?,?,?,0,?,?,?,?,?,?,?,28,35,?,0,0,?,?,396.32,?,?,?,?,?,?,0,?,?,4885644,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,4.197608,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,34,0,?,2556440,?,0,?,?,208624.8,?,10,?,0,?,?,?,?,?,?,?,?,113235,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,?,?,8,90766.8,?,?,?,?,?,425,?,?,?,18,?,585,10,?,?,?,?,?,0,111670,0,?,?,?,?,?,480,?,?,0,18,?,?,?,?,0,?,?,?,9463040,?,?,?,?,?,?,2,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,200,38,?,19,1,180,1568,4256,?,?,1281,1,95,3,21,10,1,?,6,1,53,?,?,?,1077,11564,2,12,3050,4,751,3,?,?,9,5,14,?,?,-1,-1,-1
?,?,?,?,?,805,0,?,?,?,?,?,468,?,?,?,?,?,?,?,76,95,?,4,40,?,?,200,?,?,?,?,?,?,0,?,?,2112,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.80517,?,?,?,?,?,?,?,18,?,?,?,?,?,?,3,96,7,?,1157440,?,0,?,?,25036.71,?,5,?,6,?,?,?,?,?,?,?,?,1539,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,48,-265592,?,?,?,?,?,390,?,?,?,6,?,57942,-30,?,?,?,?,?,0,48400,34608,?,?,?,?,?,0,?,?,0,0,?,?,?,?,98497,?,?,?,1093796,?,?,?,?,?,?,6,?,?,289770,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,297,7,3,19,1,66,283,1999,4666,2,982,1,72,?,12,5,1,?,6,1,35,?,12063,?,566,6391,2,12,2692,5,3251,2,?,2,9,6,28,1,?,-1,-1,1
?,?,?,?,?,1155,7,?,?,?,?,?,564,?,?,?,?,?,?,?,176,220,?,8,48,?,?,166.56,?,?,?,?,?,?,0,?,?,42762,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,5.773552,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,80,469,?,2886344,?,0,?,?,89826.91,?,0,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,72,42937.2,?,?,?,?,?,645,?,?,?,12,?,18495,?,?,?,?,?,?,0,4806500,169882,?,?,?,?,?,390,?,?,0,9,?,?,?,?,1226680,?,?,?,5761600,?,?,?,?,?,?,52,?,?,157446,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,34,38,3,19,1,8,1555,313,13136,2,3438,4,44,3,14,10,2,?,6,1,76,?,14318,?,78,838,2,12,1582,4,3408,3,?,2,7,5,14,1,?,1,-1,-1
?,?,?,?,?,623,7,?,?,?,?,?,124,?,?,?,?,?,?,?,20,25,?,0,0,?,?,166.56,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,5.778466,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,34,0,?,0,?,0,?,?,20164.5,?,0,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0,-69984.4,?,?,?,?,?,350,?,?,?,0,?,2808,4,?,?,?,?,?,0,550100,0,?,?,?,?,?,25,?,?,0,0,?,?,?,?,0,?,?,?,440080,?,?,?,?,?,?,10,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,408,?,?,88,38,?,19,1,170,518,1350,?,?,2296,1,83,1,12,9,1,?,6,1,18,?,?,?,1533,28,1,12,3111,7,2141,3,?,?,23,2,9,?,?,-1,-1,1
?,?,?,?,?,1253,14,?,?,?,?,?,1748,?,?,?,?,?,?,?,208,260,?,2,80,?,?,166.56,?,?,?,?,?,?,0,?,?,418164,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,3.029054,?,?,?,?,?,?,?,36,?,?,?,?,?,?,6,170,469,?,410552,?,0,?,?,10876.38,?,0,?,4,?,?,?,?,?,?,?,?,62310,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,?,?,56,-43270,?,?,?,?,?,1020,?,?,?,12,?,32265,?,?,?,?,?,?,0,847945,50360,?,?,?,?,?,1550,?,?,0,27,?,?,?,?,16310,?,?,?,1327000,?,?,?,?,?,?,62,?,?,95808,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,97,7,?,19,1,149,1497,1325,704,?,4287,1,80,3,13,5,1,?,6,1,76,?,14136,?,1845,13797,1,12,437,4,1054,3,?,1,6,7,15,1,?,-1,-1,1
?,?,?,?,?,763,14,?,?,?,?,?,4284,?,?,?,?,?,?,?,136,170,?,0,96,?,?,200,?,?,?,?,?,?,0,?,?,275544,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.739799,?,?,?,?,?,?,?,18,?,?,?,?,?,?,?,58,252,?,345672,?,0,?,?,20545.89,?,10,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,?,?,40,-14017.28,?,?,?,?,?,520,?,?,?,12,?,28962,-30,?,?,?,?,?,0,1099840,119712,?,?,?,?,?,405,?,?,0,0,?,?,?,?,0,?,?,?,1495836,?,?,?,?,?,?,26,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,210,?,?,300,38,?,19,1,21,2389,4217,11159,?,558,1,74,3,12,10,1,?,6,1,53,?,14504,?,1073,8511,1,12,3513,4,2708,3,?,1,7,5,14,2,?,-1,-1,1
?,?,?,?,?,2177,7,?,?,?,?,?,0,?,?,?,?,?,?,?,148,185,?,0,56,?,?,253.52,?,?,?,?,?,?,0,?,?,5146914,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,5.709678,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,50,0,?,2890152,?,0,?,?,84643.2,?,20,?,2,?,?,?,?,?,?,?,?,1482,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,40,341643.6,?,?,?,?,?,510,?,?,?,66,?,5652,?,?,?,?,?,?,0,3020935,789028,?,?,?,?,?,10,?,?,0,18,?,?,?,?,0,?,?,?,10329320,?,?,?,?,?,?,18,?,?,475212,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,42,38,?,19,1,180,739,1306,5611,?,51,1,50,3,14,9,1,?,4,1,34,?,6166,?,1238,8746,1,12,3403,7,1795,3,?,1,10,2,23,2,?,1,-1,-1
?,?,?,?,?,1057,21,?,?,?,?,?,172,?,?,?,?,?,?,?,128,160,?,0,0,?,?,200,?,?,?,?,?,?,0,?,?,6456540,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.639607,?,?,?,?,?,?,?,27,?,?,?,?,?,?,9,100,7,?,3456000,?,0,?,?,160729.5,?,20,?,0,?,?,?,?,?,?,?,?,10647,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,40,108812,?,?,?,?,?,470,?,?,?,78,?,2682,28,?,?,?,?,?,0,3888240,0,?,?,?,?,?,865,?,?,0,9,?,?,?,?,0,?,?,?,10525320,?,?,?,?,?,?,20,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,249,7,?,19,1,180,1475,4596,6101,?,3924,1,40,?,16,6,1,?,6,1,45,?,6735,?,1439,12239,1,12,2104,1,3109,3,?,1,23,1,28,?,?,-1,-1,1
?,?,?,?,?,868,7,?,?,?,?,?,576,?,?,?,?,?,?,?,144,180,?,4,136,?,?,166.56,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,3.706686,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,60,63,?,835336,?,0,?,?,68666.09,?,10,?,10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,24,106331.2,?,?,?,?,?,565,?,?,?,0,?,62046,?,?,?,?,?,?,0,1538085,289386,?,?,?,?,?,2830,?,?,0,0,?,?,?,?,530670,?,?,?,3301276,?,?,?,?,?,?,18,?,?,1090650,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,246,?,?,95,38,3,19,1,30,3273,1546,4700,2,1248,1,76,3,12,10,1,?,6,1,53,?,3591,?,1073,12894,2,12,2114,4,3303,3,?,2,14,5,14,1,?,-1,-1,-1
?,?,?,?,?,1701,7,?,?,?,?,?,1184,?,?,?,?,?,?,?,260,325,?,16,168,?,?,168.8,?,?,?,?,?,?,0,?,?,257238,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.006409,?,?,?,?,?,?,?,27,?,?,?,?,?,?,3,158,0,?,313832,?,0,?,?,29991.75,?,20,?,14,?,?,?,?,?,?,?,?,5850,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96,?,?,88,-1804828,?,?,?,?,?,1205,?,?,?,42,?,34290,?,?,?,?,?,?,0,387475,131828,?,?,?,?,?,325,?,?,0,27,?,?,?,?,160825,?,?,?,1197348,?,?,?,?,?,?,30,?,?,276252,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,287,2,?,19,1,118,2039,4306,10275,?,4531,1,83,1,9,10,1,?,6,1,76,?,1734,?,1845,10451,2,12,2339,4,67,3,?,1,23,5,24,2,?,-1,-1,-1
?,?,?,?,?,567,7,?,?,?,?,?,2272,?,?,?,?,?,?,?,60,75,?,2,40,?,?,166.56,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.02649,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,82,0,?,33424,?,0,?,?,11416.89,?,0,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,16,-23354.72,?,?,?,?,?,320,?,?,?,0,?,41625,34,?,?,?,?,?,0,87315,30348,?,?,?,?,?,675,?,?,0,0,?,?,?,?,17017,?,?,?,233656,?,?,?,?,?,?,14,?,?,129594,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,240,?,?,86,38,3,19,1,180,3787,47,2962,2,3959,1,61,3,12,10,1,?,6,1,53,?,3853,?,1077,672,2,12,447,4,1349,3,?,2,9,5,14,2,?,-1,-1,1
?,?,?,?,?,728,7,?,?,?,?,?,516,?,?,?,?,?,?,?,200,250,?,0,80,?,?,213.36,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1.5533,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,106,266,?,81800,?,0,?,?,2664.834,?,0,?,4,?,?,?,?,?,?,?,?,62568,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,64,27685.28,?,?,?,?,?,710,?,?,?,0,?,220230,-30,?,?,?,?,?,0,244825,42270,?,?,?,?,?,795,?,?,0,27,?,?,?,?,0,?,?,?,329924,?,?,?,?,?,?,60,?,?,12936,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,190,2,3,19,1,106,2953,4743,14078,2,3467,1,18,3,9,11,1,?,6,1,42,?,1378,?,1297,8900,2,12,3490,7,820,3,?,2,20,2,30,1,?,-1,-1,1
?,?,?,?,?,399,0,?,?,?,?,?,0,?,?,?,?,?,?,?,160,200,?,0,32,?,?,266.88,?,?,?,?,?,?,0,?,?,2210022,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.53151,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,24,0,?,4032848,?,0,?,?,217683.6,?,10,?,4,?,?,?,?,?,?,?,?,2148864,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,48,20197.16,?,?,?,?,?,540,?,?,?,48,?,0,4,?,?,?,?,?,0,6641200,196812,?,?,?,?,?,0,?,?,0,9,?,?,?,?,0,?,?,?,10464400,?,?,?,?,?,?,36,?,?,951036,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,132,?,?,174,38,?,19,1,8,2860,420,?,?,3574,3,70,3,21,10,1,?,6,1,53,?,?,?,1270,4921,2,12,632,4,3254,3,?,?,16,5,14,?,?,-1,-1,-1
?,?,?,?,?,721,0,?,?,?,?,?,0,?,?,?,?,?,?,?,140,175,?,0,8,?,?,220.08,?,?,?,?,?,?,0,?,?,10381860,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.264046,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,28,0,?,294976,?,0,?,?,147691.5,?,40,?,2,?,?,?,?,?,?,?,?,3894,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,8,164864.8,?,?,?,?,?,535,?,?,?,132,?,0,4,?,?,?,?,?,0,442820,30642,?,?,?,?,?,0,?,?,0,9,?,?,?,?,0,?,?,?,10481800,?,?,?,?,?,?,4,?,?,518400,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,170,38,?,19,1,66,3384,2270,?,?,3948,1,4,1,16,10,1,?,6,1,53,?,?,?,1713,5495,1,12,2496,4,468,3,?,?,9,5,14,?,?,-1,-1,1
