@relation 'data-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.NumericToNominal-R231-233-weka.filters.unsupervised.attribute.NumericToNominal-R190-230-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-V-R34,126,132,202,214,218,231,233,232'

@attribute Var34 numeric
@attribute Var126 numeric
@attribute Var132 numeric
@attribute Var202 {1,3,5,15,22,29,30,33,44,50,53,57,58,63,74,79,89,90,94,95,97,109,111,118,131,139,146,161,162,168,172,173,175,181,184,185,196,200,202,219,225,226,231,238,249,258,260,262,264,267,276,279,282,283,287,293,298,302,303,304,316,324,325,339,346,348,350,352,355,360,362,363,365,374,383,390,393,397,399,408,421,423,432,433,435,439,440,452,454,455,456,459,462,471,483,487,498,501,505,508,510,518,524,533,536,538,539,543,551,557,568,570,579,580,582,597,601,609,610,612,623,642,647,652,654,656,660,665,668,671,673,680,692,693,697,703,706,712,719,723,731,732,734,737,743,746,750,751,757,758,765,771,775,778,779,788,793,797,813,814,827,828,831,834,836,837,838,841,844,856,881,882,885,895,907,908,913,920,923,930,934,937,938,944,965,967,982,984,992,993,998,1000,1007,1008,1010,1012,1015,1024,1034,1035,1038,1042,1055,1056,1058,1060,1061,1063,1067,1074,1076,1078,1102,1114,1119,1120,1127,1132,1134,1136,1140,1148,1152,1159,1163,1164,1179,1181,1190,1191,1193,1206,1213,1219,1223,1224,1226,1242,1246,1251,1263,1269,1279,1287,1300,1309,1310,1315,1317,1342,1344,1345,1349,1350,1351,1353,1375,1380,1382,1383,1390,1394,1399,1404,1411,1412,1415,1417,1425,1428,1436,1440,1443,1446,1451,1453,1456,1462,1465,1471,1472,1478,1485,1489,1491,1496,1501,1519,1520,1530,1533,1535,1536,1537,1539,1546,1547,1556,1557,1558,1559,1560,1569,1572,1574,1584,1590,1599,1601,1606,1609,1619,1622,1623,1624,1625,1631,1647,1648,1649,1651,1656,1660,1673,1674,1676,1677,1687,1692,1697,1700,1705,1713,1717,1722,1725,1726,1729,1735,1737,1740,1751,1757,1771,1773,1774,1775,1789,1792,1794,1797,1802,1806,1811,1816,1829,1837,1839,1841,1842,1852,1853,1857,1867,1869,1870,1878,1879,1880,1881,1887,1889,1892,1895,1901,1902,1903,1904,1913,1914,1916,1929,1934,1938,1939,1947,1956,1968,1974,1977,1979,1992,1993,1996,1998,2002,2011,2013,2014,2018,2033,2036,2038,2040,2049,2051,2056,2059,2060,2064,2069,2076,2086,2093,2094,2097,2100,2104,2108,2110,2115,2116,2119,2122,2123,2136,2146,2157,2166,2174,2176,2180,2181,2182,2183,2190,2197,2198,2201,2203,2205,2214,2220,2232,2235,2236,2237,2244,2245,2247,2253,2266,2267,2271,2272,2273,2274,2277,2278,2282,2286,2288,2296,2298,2309,2312,2321,2324,2327,2333,2338,2340,2342,2343,2344,2352,2354,2355,2365,2366,2370,2371,2373,2384,2389,2393,2394,2400,2402,2407,2410,2414,2417,2418,2423,2432,2435,2437,2438,2442,2444,2445,2447,2454,2466,2468,2475,2477,2480,2484,2488,2493,2495,2499,2512,2513,2515,2516,2521,2522,2538,2539,2566,2569,2571,2576,2577,2580,2585,2601,2602,2607,2611,2613,2617,2623,2632,2633,2636,2637,2638,2658,2669,2670,2680,2682,2684,2687,2691,2695,2699,2702,2704,2708,2709,2714,2719,2725,2738,2746,2758,2759,2765,2769,2770,2775,2785,2788,2791,2796,2797,2803,2804,2806,2807,2809,2813,2823,2836,2838,2841,2842,2844,2851,2855,2857,2864,2872,2873,2874,2877,2884,2891,2894,2897,2902,2909,2920,2926,2930,2933,2934,2936,2939,2946,2955,2970,2972,2973,2974,2977,2982,2991,2992,2998,3000,3004,3011,3023,3024,3026,3031,3032,3040,3041,3051,3057,3059,3061,3077,3086,3102,3117,3125,3126,3141,3146,3148,3156,3161,3168,3173,3178,3184,3193,3204,3212,3219,3221,3228,3232,3234,3242,3243,3249,3250,3253,3254,3267,3275,3290,3302,3309,3317,3321,3325,3327,3328,3331,3359,3364,3368,3371,3377,3379,3383,3392,3413,3421,3423,3425,3438,3439,3452,3463,3465,3467,3472,3475,3486,3494,3496,3498,3501,3508,3510,3525,3527,3544,3545,3555,3556,3557,3558,3564,3565,3567,3571,3581,3585,3588,3592,3606,3610,3612,3616,3626,3627,3632,3636,3637,3641,3652,3654,3657,3659,3665,3672,3674,3675,3681,3682,3684,3690,3693,3700,3702,3716,3720,3722,3725,3733,3736,3738,3743,3746,3752,3753,3758,3767,3769,3778,3793,3795,3797,3803,3804,3805,3812,3826,3827,3832,3835,3840,3844,3848,3855,3856,3857,3860,3865,3872,3873,3877,3881,3884,3895,3903,3913,3920,3921,3926,3927,3931,3938,3939,3943,3949,3953,3957,3962,3972,3974,3976,3981,3990,3994,4003,4009,4011,4013,4032,4035,4036,4044,4053,4055,4059,4066,4068,4076,4078,4088,4108,4114,4119,4121,4146,4150,4153,4156,4161,4163,4167,4168,4170,4175,4176,4183,4186,4187,4199,4203,4207,4212,4216,4222,4223,4224,4243,4254,4255,4259,4262,4263,4267,4274,4284,4286,4288,4294,4301,4314,4316,4321,4325,4330,4332,4337,4343,4349,4352,4356,4363,4376,4379,4381,4383,4385,4391,4398,4405,4414,4421,4424,4426,4429,4432,4451,4463,4465,4467,4468,4469,4470,4472,4474,4475,4476,4480,4485,4492,4493,4500,4508,4511,4524,4528,4530,4531,4541,4546,4555,4560,4564,4567,4568,4571,4572,4575,4577,4584,4585,4618,4625,4630,4633,4641,4644,4649,4650,4655,4660,4663,4664,4667,4671,4673,4684,4685,4689,4693,4701,4705,4706,4717,4718,4723,4724,4727,4730,4734,4747,4749,4752,4763,4769,4771,4773,4780,4789,4792,4794,4802,4808,4809,4816,4833,4836,4844,4852,4859,4863,4879,4891,4904,4905,4906,4908,4909,4944,4952,4954,4957,4958,4963,4969,4978,4979,4983,4986,4993,4997,5000,5009,5011,5016,5019,5026,5031,5034,5035,5039,5047,5050,5054,5064,5074,5084,5085,5088,5092,5093,5095,5097,5101,5103,5107,5111,5124,5128,5129,5131,5134,5139,5146,5157,5162,5166,5168,5170,5181,5186,5190,5191,5192,5195,5199,5203,5205,5209,5213,5219,5224,5229,5238,5243,5244,5248,5256,5265,5268,5273,5274,5285,5288,5289,5290,5292,5293,5297,5305,5308,5312,5332,5344,5353,5356,5357,5358,5364,5372,5375,5383,5387,5389,5390,5397,5399,5403,5405,5408,5418,5420,5431,5436,5443,5451,5454,5459,5465,5469,5470,5476,5478,5486,5493,5497,5511,5522,5531,5533,5539,5540,5552,5557,5559,5561,5568,5570,5574,5581,5583,5593,5594,5596,5598,5602,5614,5621,5624,5634,5638,5652,5659,5661,5663,5664,5670,5675,5679,5680,5681,5683,5696,5700,5701,5708,5709,5713}
@attribute Var214 {6,9,51,62,79,81,111,115,128,129,165,187,203,282,298,330,351,380,395,428,447,451,453,454,469,518,522,525,540,564,570,571,573,579,583,596,611,626,635,638,656,684,694,726,737,748,751,816,863,885,893,899,951,976,997,1046,1047,1067,1094,1095,1101,1129,1159,1162,1165,1174,1212,1227,1250,1252,1292,1297,1305,1314,1358,1373,1374,1385,1402,1434,1451,1493,1495,1508,1530,1544,1548,1563,1620,1638,1646,1686,1706,1721,1723,1738,1739,1742,1743,1749,1754,1759,1760,1784,1824,1862,1886,1895,1907,1944,1947,1948,1951,1965,1984,2004,2020,2026,2055,2081,2086,2087,2098,2108,2141,2169,2173,2238,2247,2279,2360,2379,2404,2419,2483,2500,2513,2522,2566,2583,2614,2616,2657,2666,2737,2741,2747,2748,2798,2814,2818,2826,2835,2842,2898,2918,2952,2966,3027,3065,3079,3121,3149,3160,3194,3208,3253,3261,3264,3280,3325,3339,3353,3381,3485,3495,3502,3503,3544,3557,3588,3595,3601,3606,3610,3654,3655,3660,3679,3702,3714,3736,3823,3902,3911,3930,3943,3960,3975,4020,4022,4036,4052,4057,4065,4069,4073,4088,4097,4111,4156,4167,4185,4217,4244,4262,4309,4324,4326,4342,4353,4365,4368,4383,4433,4441,4447,4465,4470,4484,4489,4490,4497,4560,4578,4647,4654,4668,4672,4675,4680,4685,4731,4741,4757,4769,4791,4814,4829,4837,4842,4852,4865,4875,4903,4971,4994,5042,5050,5051,5057,5060,5082,5095,5113,5126,5130,5136,5142,5154,5168,5192,5222,5237,5241,5243,5278,5312,5344,5358,5367,5368,5372,5380,5382,5413,5421,5428,5435,5474,5477,5482,5487,5489,5491,5515,5517,5518,5530,5562,5596,5604,5627,5653,5693,5765,5769,5803,5807,5815,5836,5839,5858,5866,5879,5915,5938,5968,5969,5975,5987,6002,6007,6078,6106,6111,6113,6138,6163,6180,6190,6196,6228,6273,6290,6321,6337,6356,6368,6389,6396,6422,6425,6427,6459,6468,6482,6488,6489,6507,6583,6594,6617,6673,6689,6760,6770,6828,6831,6912,6915,6935,6977,6984,7001,7010,7107,7127,7147,7223,7231,7239,7278,7315,7323,7342,7379,7391,7411,7420,7422,7491,7550,7631,7642,7681,7710,7740,7761,7772,7810,7813,7872,7897,7932,7935,7942,7963,7968,7971,7995,8037,8050,8122,8153,8176,8182,8187,8249,8251,8260,8273,8311,8312,8328,8344,8349,8377,8378,8410,8427,8486,8501,8536,8576,8600,8614,8637,8642,8674,8693,8721,8753,8765,8773,8800,8803,8809,8878,8888,8936,8960,8999,9003,9027,9029,9033,9048,9089,9102,9115,9122,9125,9127,9133,9136,9155,9166,9172,9235,9249,9272,9302,9316,9338,9360,9365,9366,9384,9418,9443,9446,9456,9463,9484,9592,9674,9682,9687,9709,9714,9728,9729,9742,9777,9805,9811,9812,9848,9890,9913,9915,9933,9967,9971,10069,10082,10088,10104,10108,10138,10160,10176,10201,10208,10209,10218,10242,10259,10273,10291,10325,10331,10348,10352,10382,10387,10393,10409,10415,10420,10470,10473,10503,10508,10517,10528,10553,10558,10573,10576,10582,10585,10637,10696,10719,10725,10745,10751,10758,10761,10789,10802,10825,10842,10857,10867,10877,10907,10911,10916,10924,10942,10955,10959,10963,10965,11007,11009,11032,11059,11061,11132,11149,11153,11160,11173,11190,11200,11202,11216,11219,11222,11278,11356,11362,11366,11406,11427,11451,11466,11470,11480,11486,11498,11501,11527,11534,11544,11559,11578,11599,11600,11633,11642,11648,11670,11696,11748,11763,11800,11802,11821,11823,11830,11850,11861,11917,11933,11955,11970,12006,12016,12020,12029,12084,12138,12197,12206,12225,12230,12247,12257,12260,12297,12318,12385,12406,12409,12424,12440,12483,12489,12494,12503,12516,12545,12598,12618,12624,12637,12641,12688,12695,12701,12707,12713,12735,12739,12752,12754,12760,12774,12806,12815,12820,12829,12850,12855,12868,12883,12886,12887,12892,12900,12921,12944,12945,12973,12979,12988,12997,13019,13022,13035,13082,13105,13107,13111,13144,13152,13192,13203,13204,13220,13230,13233,13260,13264,13273,13279,13289,13318,13383,13385,13395,13398,13418,13495,13496,13556,13584,13626,13634,13697,13714,13721,13724,13767,13807,13814,13853,13859,13870,13905,13914,13925,13978,13994,14012,14017,14035,14036,14050,14054,14082,14126,14149,14181,14197,14207,14219,14231,14233,14270,14287,14316,14322,14352,14357,14386,14405,14461,14494,14501,14514,14527,14533,14618,14650,14662,14709,14713,14738,14755,14758,14775,14784,14800,14814,14834,14840,14884,14891,14911,14925,14960,14978,15001,15010,15024,15038,15048,15055,15060,15084,15115,15144,15172,15213,15214,15236,15248,15272,15273,15415}
@attribute Var218 {1,2}
@attribute churn {-1,1}
@attribute upselling {-1,1}
@attribute appetency {-1,1}

@data
2.25641,-18,3.696728,2454,330,2,-1,-1,-1
2.25641,-18,0,2365,330,1,-1,-1,1
2.25641,-10.841342,0,2394,10176,2,1,-1,-1
2.25641,-28,0,885,330,2,-1,-1,1
0,-18,3.696728,5,330,1,-1,-1,-1
2.25641,-20,0,5268,330,1,-1,-1,1
2.25641,-30,0,746,1895,2,-1,-1,1
2.25641,-30,0,2623,6228,2,-1,-1,1
2.25641,-10.841342,0,4055,203,2,-1,-1,1
2.25641,-10.841342,0,4983,330,1,1,-1,-1
2.25641,-10.841342,0,4969,4052,2,-1,-1,-1
2.25641,-16,3.696728,4663,330,2,-1,-1,-1
2.25641,-16,0,623,1046,2,-1,-1,1
2.25641,-10.841342,0,456,1984,1,-1,1,-1
2.25641,-26,0,2934,330,2,-1,-1,-1
2.25641,-30,3.696728,582,330,1,-1,-1,1
2.25641,4,24,5009,330,1,-1,-1,-1
2.25641,-30,0,3681,330,1,-1,-1,-1
2.25641,-26,3.696728,2512,330,1,-1,-1,1
2.25641,-10.841342,0,4076,330,1,-1,-1,-1
2.25641,-22,0,4816,330,2,-1,-1,1
2.25641,-10.841342,8,3156,330,1,-1,-1,1
2.25641,-30,0,3752,12815,1,-1,-1,1
2.25641,24,8,440,5627,1,-1,1,-1
2.25641,-10,0,44,330,2,-1,-1,1
2.25641,4,3.696728,1485,330,2,-1,-1,-1
2.25641,-12,8,1623,330,1,-1,-1,1
2.25641,-10.841342,0,2104,330,2,-1,-1,-1
2.25641,-16,3.696728,50,330,2,-1,-1,1
2.25641,-10.841342,24,4836,4465,2,-1,-1,1
2.25641,-10.841342,0,4301,5312,2,-1,-1,1
2.25641,-22,0,1246,5095,1,-1,-1,1
2.25641,-10.841342,16,4730,10473,2,-1,-1,1
2.25641,-30,16,4078,330,2,-1,-1,1
2.25641,-28,0,844,330,2,-1,-1,1
2.25641,22,0,5493,5969,1,-1,-1,-1
2.25641,-26,0,2687,330,1,-1,-1,1
2.25641,38,0,2417,3654,1,-1,-1,-1
2.25641,-10.841342,0,3926,9714,2,-1,-1,-1
2.25641,-12,8,1417,330,2,-1,-1,1
2.25641,-28,0,4568,330,2,-1,-1,1
2.25641,-10.841342,0,1539,330,1,-1,-1,-1
2.25641,32,0,1428,10209,2,-1,-1,1
2.25641,6,0,2682,330,1,-1,-1,-1
2.25641,34,0,5209,3353,2,-1,1,-1
2.25641,-18,3.696728,4906,330,2,-1,-1,1
2.25641,62,0,4500,13192,1,-1,-1,-1
2.25641,-2,0,5583,330,2,-1,-1,1
2.25641,-26,0,5700,330,2,-1,-1,1
2.25641,40,0,623,4368,2,-1,-1,-1
2.25641,-28,0,2437,330,2,-1,-1,1
2.25641,-30,0,5274,9316,2,-1,-1,1
2.25641,30,0,3057,2583,1,-1,-1,-1
2.25641,-24,0,4314,10877,1,-1,-1,-1
2.25641,-26,3.696728,2515,330,2,-1,-1,1
2.25641,-28,8,146,330,1,-1,-1,-1
2.25641,-30,0,1870,330,1,-1,1,-1
2.25641,-18,3.696728,74,330,2,-1,-1,-1
2.25641,-10.841342,0,2576,1723,2,-1,1,-1
2.25641,-26,8,5292,8576,1,-1,-1,-1
2.25641,-28,0,5139,1374,2,-1,-1,-1
2.25641,-28,0,3125,7995,2,-1,-1,1
2.25641,36,8,1152,638,1,-1,-1,-1
2.25641,-28,0,1673,13273,2,-1,-1,-1
2.25641,-10.841342,0,1700,2087,1,-1,-1,-1
2.25641,-20,0,1120,330,2,-1,-1,1
2.25641,4,0,4470,330,2,-1,-1,1
2.25641,4,0,4706,330,1,-1,-1,-1
2.25641,-26,0,2992,5168,2,-1,-1,1
2.25641,-26,0,2097,6488,1,-1,-1,1
2.25641,-28,0,2432,129,1,-1,-1,1
2.25641,-30,0,324,2952,2,-1,-1,1
2.25641,4,0,505,3325,2,-1,-1,1
2.25641,-16,0,3243,10907,2,-1,-1,1
2.25641,-22,0,5420,330,2,-1,-1,1
2.25641,-30,0,837,14533,1,-1,1,-1
2.25641,-10.841342,0,1660,12483,2,-1,-1,1
2.25641,-30,0,1078,330,1,-1,1,-1
2.25641,4,3.696728,5035,330,1,-1,-1,-1
2.25641,-26,0,3040,13626,2,-1,-1,1
0,-30,3.696728,2864,330,2,-1,-1,1
2.25641,-28,24,3804,6507,2,-1,-1,1
2.25641,-26,0,5203,330,2,-1,-1,1
2.25641,-10,0,3938,1759,1,-1,-1,-1
2.25641,-30,0,5675,10761,2,-1,-1,1
2.25641,-10.841342,0,920,6078,2,-1,-1,1
2.25641,4,8,2719,6196,1,-1,1,-1
2.25641,-30,16,5134,13925,1,-1,-1,-1
2.25641,-10.841342,0,5199,330,1,-1,-1,-1
2.25641,8,0,2312,330,1,1,-1,-1
0,-20,3.696728,967,330,1,-1,-1,-1
2.25641,4,0,1015,330,2,1,-1,-1
2.25641,4,0,1317,330,1,-1,-1,-1
2.25641,-10.841342,0,4954,6482,2,-1,-1,-1
2.25641,-20,0,1546,4675,2,-1,-1,-1
2.25641,-10.841342,0,2038,13556,1,-1,-1,1
2.25641,-18,3.696728,3359,330,2,-1,-1,-1
2.25641,-22,0,779,330,1,-1,-1,-1
2.25641,-30,0,1559,2360,2,-1,-1,1
2.25641,-20,3.696728,2991,330,2,-1,-1,1
2.25641,16,0,2687,330,1,-1,-1,1
2.25641,-10.841342,0,4749,9272,2,-1,-1,-1
2.25641,-30,0,2104,330,2,-1,-1,1
2.25641,26,0,4480,14618,1,-1,-1,-1
2.25641,4,0,1060,330,2,-1,-1,-1
2.25641,-10.841342,0,4032,330,2,1,-1,-1
2.25641,10,24,1428,10409,2,-1,-1,1
2.25641,-26,3.696728,2094,330,2,-1,-1,-1
2.25641,-10.841342,0,1881,4020,1,1,-1,-1
2.25641,-12,16,1773,330,2,-1,-1,-1
2.25641,14,0,4727,330,1,-1,-1,-1
2.25641,-30,0,3949,4073,2,-1,-1,1
2.25641,-24,0,1063,330,2,-1,-1,-1
2.25641,-10.841342,0,3558,10348,2,-1,-1,1
2.25641,-30,0,652,330,2,-1,-1,1
2.25641,-26,0,355,330,2,-1,-1,1
2.25641,-28,0,895,8536,2,-1,-1,1
2.25641,4,0,4119,330,2,-1,-1,1
2.25641,-10.841342,0,1677,330,2,1,-1,-1
2.25641,-24,0,2282,330,1,-1,-1,-1
2.25641,-16,3.696728,1558,330,2,-1,-1,1
2.25641,-6,0,4906,330,2,-1,-1,-1
2.25641,4,0,937,10088,2,-1,-1,-1
2.25641,-10.841342,8,1904,330,2,-1,-1,-1
2.25641,-10.841342,0,4332,330,1,-1,-1,-1
2.25641,-26,0,856,330,2,-1,-1,-1
2.25641,-10.841342,0,4952,13279,2,-1,1,-1
0,-18,3.696728,539,330,2,-1,-1,-1
2.25641,-10.841342,0,1351,330,2,1,-1,-1
2.25641,16,0,118,330,2,-1,-1,1
2.25641,34,0,4555,2081,1,-1,1,-1
2.25641,4,0,3616,330,1,-1,-1,-1
2.25641,4,0,5583,1544,2,-1,-1,-1
2.25641,4,0,4978,330,1,-1,-1,-1
2.25641,-14,3.696728,2725,330,1,-1,-1,1
2.25641,40,0,3949,14713,2,-1,-1,-1
2.25641,16,0,4905,330,1,-1,-1,-1
2.25641,4,0,2841,330,1,-1,-1,-1
2.25641,-20,0,836,330,2,-1,-1,1
2.25641,-22,0,965,330,2,-1,-1,1
2.25641,-28,0,498,13220,2,-1,-1,1
2.25641,28,0,4468,9456,1,-1,-1,-1
2.25641,-10.841342,0,3962,330,2,-1,-1,-1
2.25641,-28,0,4693,3544,1,-1,-1,1
2.25641,-30,0,487,330,2,-1,-1,1
2.25641,-26,0,346,6321,1,-1,-1,-1
2.25641,-28,0,4259,7010,1,-1,-1,-1
2.25641,4,0,2373,330,2,-1,-1,-1
2.25641,-30,0,814,330,2,-1,-1,1
2.25641,-28,0,1998,1101,2,-1,-1,1
2.25641,-26,8,1572,694,2,-1,-1,1
2.25641,-18,8,1737,330,2,-1,-1,1
2.25641,-32,0,5557,1292,1,-1,-1,1
2.25641,16,0,1193,330,2,-1,-1,-1
2.25641,44,0,3545,3381,1,-1,-1,-1
2.25641,-30,0,1729,330,2,-1,-1,1
2.25641,4,0,33,11642,1,-1,-1,-1
2.25641,-10.841342,0,1491,330,1,-1,-1,-1
2.25641,-30,0,3872,9592,2,-1,-1,1
2.25641,4,0,3331,330,2,-1,-1,1
2.25641,4,0,1076,2748,2,-1,-1,1
2.25641,-30,0,5709,330,2,-1,-1,1
2.25641,-10.841342,0,1190,3911,2,-1,-1,-1
2.25641,-28,0,3254,330,1,-1,-1,-1
2.25641,4,8,4983,330,1,-1,-1,-1
2.25641,-30,0,4809,330,2,-1,-1,1
2.25641,6,0,1390,330,2,-1,-1,1
2.25641,-24,0,2136,7813,1,-1,-1,-1
2.25641,4,3.696728,2327,330,1,-1,-1,-1
2.25641,-22,0,2366,330,2,-1,-1,1
2.25641,-30,32,3061,14126,2,-1,-1,1
2.25641,-20,0,1757,11850,1,-1,-1,-1
0,-18,3.696728,3612,330,1,-1,-1,-1
2.25641,-30,0,4212,14784,2,-1,-1,1
2.25641,4,8,2495,330,1,-1,-1,-1
2.25641,24,0,5308,4731,1,-1,1,-1
2.25641,-16,0,2775,10273,2,-1,-1,1
2.25641,36,0,4979,2737,1,-1,-1,-1
2.25641,-28,0,238,330,2,-1,-1,1
2.25641,-10.841342,0,3702,6290,2,-1,1,-1
2.25641,58,8,4391,583,2,-1,-1,-1
2.25641,-10.841342,0,2432,564,1,-1,-1,-1
2.25641,-20,0,998,330,2,-1,-1,1
2.25641,-10,16,339,330,1,-1,-1,-1
2.25641,-10.841342,0,2851,525,1,-1,1,-1
2.25641,42,0,5574,14207,1,-1,-1,-1
2.25641,-10.841342,16,4771,330,2,-1,-1,1
2.25641,-32,0,3592,8693,2,-1,-1,1
2.25641,4,0,2991,330,2,-1,-1,1
2.25641,-10.841342,0,5539,6912,2,-1,-1,-1
2.25641,-30,8,4176,330,2,-1,1,-1
2.25641,-30,0,362,4185,1,-1,-1,-1
2.25641,-18,8,2623,330,2,-1,-1,1
0,-18,3.696728,4119,330,2,-1,-1,1
2.25641,4,8,3117,330,2,-1,-1,-1
2.25641,-28,0,2991,330,2,-1,-1,1
2.25641,4,40,1351,330,2,-1,-1,1
2.25641,30,0,2611,7420,2,-1,-1,-1
2.25641,-12,0,1560,330,2,-1,-1,-1
2.25641,4,0,5405,330,2,-1,-1,-1
2.25641,-24,8,2166,8773,2,-1,-1,-1
2.25641,-10.841342,0,4035,6760,1,-1,-1,-1
2.25641,34,0,5596,2108,2,-1,-1,1
2.25641,4,0,3953,330,2,-1,-1,-1
2.25641,-30,0,50,656,2,-1,-1,1
2.25641,-26,0,1916,330,2,-1,-1,1
2.25641,54,0,2516,6583,2,-1,-1,1
2.25641,-20,3.696728,693,330,1,-1,-1,-1
0,-20,3.696728,1806,330,2,-1,-1,-1
2.25641,-10.841342,0,324,4324,2,-1,-1,-1
2.25641,-10.841342,0,706,330,1,-1,-1,-1
2.25641,6,0,1472,330,1,-1,-1,-1
2.25641,-26,0,1042,330,2,-1,-1,1
2.25641,36,0,2891,14709,1,-1,-1,-1
2.25641,4,0,3752,330,1,-1,-1,1
2.25641,-10.841342,0,1263,1754,1,-1,-1,-1
2.25641,-10.841342,0,734,330,1,-1,-1,1
2.25641,34,0,175,9709,2,-1,-1,-1
2.25641,-10.841342,0,5229,2566,2,-1,-1,-1
2.25641,-28,0,1317,330,1,-1,-1,1
2.25641,-30,0,3463,330,2,-1,-1,1
2.25641,-30,16,2442,330,2,-1,-1,1
2.25641,-30,0,5344,330,2,-1,-1,1
2.25641,-20,8,1837,330,2,-1,-1,1
2.25641,-30,0,1606,13853,2,-1,-1,1
2.25641,-26,8,1794,330,2,-1,-1,1
2.25641,-12,16,4153,330,2,-1,-1,1
2.25641,-10.841342,0,2344,1824,2,-1,-1,1
2.25641,-10.841342,0,2791,8349,2,-1,-1,1
2.25641,-26,0,2512,9967,1,-1,-1,-1
2.25641,-30,0,3379,330,1,-1,-1,1
2.25641,-30,0,4044,12735,2,-1,1,-1
2.25641,-10.841342,0,421,330,2,-1,-1,1
2.25641,-10.841342,0,5570,10138,2,-1,-1,-1
2.25641,-22,0,1771,5769,1,-1,-1,-1
2.25641,-20,0,5205,330,2,-1,-1,1
2.25641,-10.841342,0,5661,330,2,-1,-1,-1
2.25641,-28,0,5522,13203,2,-1,-1,-1
2.25641,-24,0,2765,330,2,-1,-1,1
2.25641,4,0,2936,330,2,-1,-1,-1
2.25641,4,0,2394,3502,2,-1,-1,1
2.25641,-28,32,4906,330,2,-1,-1,1
2.25641,-24,0,455,11544,2,-1,-1,-1
2.25641,-18,8,4429,5042,1,-1,-1,1
2.25641,-10.841342,0,2708,330,1,-1,-1,-1
2.25641,-18,0,579,330,2,-1,-1,1
2.25641,54,0,393,330,2,-1,-1,1
2.25641,34,0,4199,4156,1,-1,-1,-1
2.25641,34,0,5568,330,2,-1,-1,-1
2.25641,-28,0,4013,4842,2,-1,-1,1
0,-10.841342,3.696728,5186,330,1,-1,-1,1
2.25641,-30,0,3758,15060,2,-1,-1,1
2.25641,-30,0,737,330,1,-1,-1,1
2.25641,-10.841342,16,1315,330,1,1,-1,-1
2.25641,6,0,181,10857,1,-1,1,-1
2.25641,-10.841342,0,4183,9729,2,-1,-1,-1
2.25641,-30,0,510,330,1,-1,1,-1
2.25641,4,8,4207,330,2,-1,-1,1
2.25641,-30,0,4789,428,2,-1,-1,1
2.25641,-8,0,3865,330,1,-1,-1,-1
2.25641,32,0,5168,1886,2,-1,-1,-1
2.25641,-14,0,2183,330,2,-1,-1,-1
2.25641,4,0,1120,330,2,-1,-1,-1
2.25641,-20,3.696728,4316,330,2,-1,-1,-1
2.25641,-20,0,5243,330,2,-1,-1,-1
2.25641,-10,0,3212,330,1,-1,-1,1
2.25641,-10.841342,0,4294,3160,2,-1,-1,-1
2.25641,8,0,2796,330,2,-1,-1,-1
2.25641,-20,3.696728,4978,330,1,-1,-1,1
2.25641,-10.841342,0,2806,10867,2,-1,-1,1
2.25641,40,0,4175,7681,2,1,-1,-1
2.25641,-10.841342,0,4274,330,1,-1,-1,-1
2.25641,-10.841342,8,4511,12701,1,-1,-1,-1
2.25641,6,0,2273,9812,2,-1,-1,1
2.25641,-10.841342,0,2033,13385,2,-1,-1,1
2.25641,-8,0,1219,330,2,-1,-1,-1
2.25641,-10.841342,0,4316,9443,2,-1,-1,1
2.25641,4,3.696728,4780,330,1,-1,-1,-1
2.25641,-26,0,5418,330,2,-1,-1,-1
2.25641,-28,3.696728,2977,330,1,-1,-1,1
2.25641,-10.841342,0,3795,7147,2,-1,-1,1
2.25641,34,0,172,1094,2,-1,-1,1
2.25641,26,0,5034,14270,1,-1,-1,-1
2.25641,-30,8,2442,1548,2,-1,-1,1
2.25641,-30,0,5486,330,2,-1,-1,1
2.25641,-10.841342,16,2157,6594,2,-1,-1,1
2.25641,-10.841342,8,5146,330,2,-1,-1,-1
2.25641,-20,0,4267,330,2,-1,-1,1
2.25641,-10.841342,0,597,5489,1,-1,-1,-1
2.25641,-24,0,5129,7932,1,-1,-1,1
2.25641,-10.841342,0,5614,6935,2,-1,-1,-1
2.25641,-10.841342,0,4585,330,2,-1,-1,-1
2.25641,-10.841342,8,5638,11578,1,-1,-1,-1
2.25641,-18,0,1417,330,2,-1,-1,1
2.25641,8,0,5476,330,2,-1,-1,-1
2.25641,-22,8,1078,330,1,-1,-1,-1
2.25641,-30,0,1380,6468,2,-1,-1,1
2.25641,-10.841342,32,3872,8410,2,-1,1,-1
2.25641,34,24,5459,8936,2,-1,-1,1
2.25641,-16,3.696728,2183,330,2,-1,-1,1
2.25641,-10.841342,0,4255,330,2,-1,-1,1
2.25641,-10,8,2086,330,2,-1,-1,-1
2.25641,4,0,2576,330,2,-1,-1,-1
2.25641,-32,24,5219,330,1,-1,-1,1
2.25641,40,8,4398,10942,2,-1,-1,-1
2.25641,-30,0,350,748,2,-1,-1,1
2.25641,-10.841342,0,3972,6828,2,-1,-1,-1
2.25641,-26,0,5476,2616,2,-1,-1,1
2.25641,-30,32,4649,2657,1,-1,-1,1
2.25641,-10.841342,0,3804,10963,2,-1,-1,-1
2.25641,18,0,4958,8311,2,-1,-1,-1
