@relation R_data_frame

@attribute Var126 numeric
@attribute Var218 {'',cJvF,UYBR}
@attribute Var229 {'',am7c,mj86,oJmt,sk2h}
@attribute Var74 numeric
@attribute Var73 numeric
@attribute Var113 numeric
@attribute Var81 numeric
@attribute Var193 {_7J0OGNN8s6gFzbM,2Knk1KF,2wnefc9ISdLjfQoAYBI,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,8kO9LslBGNXoLvWEuN6tPuN59TdYxfL9Sm6oU,9U2tunPAje3TwfLLUQxzM3dC1ghn,AERks4l,B2T7ZTgOX7xpBPBD28SLvVWgBkc13Sm0a3tk2,BrRu5UxtiQY9TTJ8ABKpfS,bYmQ4nc,ByQdnLRlFnny2k4AJzG,DH86UFkz9LK6My0ezUgZx96oI,e6CkoqApVR,eSGpMwS8zSGgq_trOpckZ5,Fveq5yuDUj6drSMiZO3mXe,g62hiBSaKg,gGvYE2F8JHtPlbzkGbl,GpoBynXzkxADI7bZBtqvX2IPV5t7o2QCPE,hnq7pOcHWLojUTXc7HQutLwmffdy,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L,IlTgyyFksv4BT,J71wxZB6Jn0CR82XoyV,JXVE,KjAW4rq3iyvu8XwKkyQ2_svIATjM3B5,LrdVolaSGUfkVeWC,LrdZy8QqgUfkVShG,MJdP52puUMWhmExsNdlkGDbNTFln2Eg,msph93375qXRfw6hcMceRRIDdmHq8wn,ND3t9Yro9U,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV,NRCqczK,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,OpDzzQJ,PomAbFU,QG5U1Qs9mF3805lxYz2cGPnrm,qqimvRzsp8ZZdKRPgzLg68joSn_k,rEUOq2QD1qfkRr6qpua,RO12,snf9xe6PBwBZ8lKzhEz,SrUWsbENd7prk,T9RM7fDFhhZjjBFsk5zptG,TW8dXluYzKpktZjuY8kSPBaZa,ues7INAmyjdS1vDd0YL9jU,vuPfq6YcbX,w9ygS99Qp_,wvnt2iBhAPeGqIKaFUxJc6ca3IYp,X1rJx42ksaRn3qcM,X2uI6IsGev,yaM_UXtlxCFW5NHTcftwou7BmXcP9VITdHAto,z3s4Ji522ZB1FauqOOqbkl,zPhCMhkz9XiOF7LgT9VfJZ3yI}
@attribute Var207 {0MCPoln,15TtzZrRt2,5iay,6C53VA1kCv,7M47J5GA0pTYIFxg5uy,DHn_WUyBhW_whjA88g9bvA64_,EBKcR3s6B22tD6gC36gm6S,GjJ35utlTa_GNSvxxpb9ju,Kxdu,me75fM6ugJ,NKv3VA1BpP,o0ZZAVSQ32YuE,tMBVJkA0xJMEATvl4ht,wXfldy7}
@attribute churn {Change,Stay}
@attribute appetency {Change,Stay}
@attribute upselling {Change,Stay}

@data
-0.55388,UYBR,mj86,56,82,58252,15215.79,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,mj86,0,58,-103451.6,82508.09,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,76,-19745.2,16505.25,RO12,Kxdu,Change,Change,Change
-0.55388,UYBR,mj86,252,110,27922.84,8039.16,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,16,-826428,7815.45,RO12,me75fM6ugJ,Stay,Change,Change
-30,cJvF,am7c,21,172,137303.6,217905.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,42,-31397.56,30751.5,RO12,me75fM6ugJ,Change,Change,Change
-8,cJvF,am7c,28,164,342203.2,47871.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,49,184,157722.4,192098.1,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,cJvF,'',217,112,57864.4,5996.52,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-24,UYBR,'',14,34,840488,7443.6,RO12,me75fM6ugJ,Change,Change,Change
32,UYBR,am7c,77,56,-58963.6,8828.13,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,191960.8,188088,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,-365475.2,30654.6,RO12,me75fM6ugJ,Change,Change,Change
-22,cJvF,'',103.658127,8,-1641308,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,6,0,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',0,22,382582,303747,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,147,106,-82726.4,7870.89,2Knk1KF,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',455,46,-160160.4,26460.39,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,'',42,38,202835.2,37513.2,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,am7c,147,128,-118470.8,182178.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
-28,UYBR,am7c,35,60,16696.56,161094,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,am7c,392,106,113826.4,219826.5,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,48,78548.4,12126.78,RO12,Kxdu,Change,Change,Change
-28,cJvF,'',103.658127,8,-676284,103084.052693,RO12,me75fM6ugJ,Change,Stay,Change
-0.55388,UYBR,am7c,119,52,243548.8,34766.1,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,16,7866.72,311550,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
24,UYBR,am7c,189,48,95982.4,116330.1,RO12,Kxdu,Stay,Change,Change
4,UYBR,'',0,18,795016,149418.3,RO12,me75fM6ugJ,Change,Change,Change
8,cJvF,'',0,32,-23463.72,58066.2,RO12,Kxdu,Change,Change,Change
-20,UYBR,'',56,166,124167.6,119556.9,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
44,UYBR,mj86,119,142,566576,73459.8,2Knk1KF,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,'',7,30,-16869.28,21728.22,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,'',103.658127,6,-738032,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',126,82,136026.4,7098.57,RO12,NKv3VA1BpP,Change,Change,Change
4,cJvF,'',0,14,259851.2,89261.41,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
14,UYBR,'',0,38,-25576.72,9887.49,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,162652.8,219793.2,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',7,38,198229.6,157922.7,RO12,me75fM6ugJ,Stay,Change,Change
-20,cJvF,am7c,42,70,-113162.4,1581.609,AERks4l,NKv3VA1BpP,Change,Change,Change
-28,cJvF,'',103.658127,6,-2121900,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-22,cJvF,mj86,175,62,-1552680,7115.61,AERks4l,NKv3VA1BpP,Change,Change,Change
-0.55388,cJvF,'',103.658127,10,-1388.344,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,'',1162,38,270382.8,194503.8,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,am7c,252,128,-1902000,3401.7,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,40,70831.2,101494.5,RO12,me75fM6ugJ,Change,Change,Change
6,UYBR,'',1050,214,-20708.72,138916.5,vuPfq6YcbX,7M47J5GA0pTYIFxg5uy,Change,Change,Change
16,cJvF,'',0,40,-237575.6,8495.01,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',77,38,220636,211268.4,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,7,130,96726,173379.9,2Knk1KF,me75fM6ugJ,Change,Stay,Change
-18,cJvF,'',103.658127,34,180715.6,157628.1,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,8,-1862040,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-12,UYBR,'',0,12,-285856,60702,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,145234.8,70704.91,RO12,me75fM6ugJ,Change,Change,Change
34,UYBR,am7c,28,58,-27763.16,12786.06,RO12,me75fM6ugJ,Change,Change,Stay
-20,UYBR,'',103.658127,4,-4477040,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,22,372882.8,261656.7,RO12,me75fM6ugJ,Stay,Change,Change
-18,UYBR,'',103.658127,6,-2303748,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,4,-4045360,103084.052693,RO12,me75fM6ugJ,Change,Stay,Change
56,UYBR,am7c,0,80,-24741.16,5521.17,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,8,-1213560,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,am7c,119,68,91036.4,5027.7,RO12,me75fM6ugJ,Change,Change,Change
-28,UYBR,'',0,20,-56752,238929.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,119,84,1086324,212978.1,RO12,me75fM6ugJ,Stay,Change,Change
-20,cJvF,'',259,78,834564,243679.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',7,80,111924,26080.35,RO12,DHn_WUyBhW_whjA88g9bvA64_,Stay,Change,Change
-28,cJvF,'',147,32,94652.8,205887.3,RO12,me75fM6ugJ,Change,Change,Change
-28,cJvF,am7c,280,108,170480.8,77058.3,2Knk1KF,me75fM6ugJ,Change,Change,Change
20,UYBR,'',0,68,66975.6,49980.9,ues7INAmyjdS1vDd0YL9jU,NKv3VA1BpP,Change,Change,Change
6,cJvF,'',0,30,44666,6571.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,-31436.84,79522.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,14,106,-10140.56,210031.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',476,184,-367212,7390.41,qqimvRzsp8ZZdKRPgzLg68joSn_k,7M47J5GA0pTYIFxg5uy,Change,Stay,Change
6,cJvF,'',7,32,116789.2,203865.6,RO12,me75fM6ugJ,Change,Stay,Change
4,UYBR,'',103.658127,8,-1426128,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',28,148,351814.4,1408.806,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,42,122,2594.856,22677.33,2Knk1KF,NKv3VA1BpP,Change,Change,Change
-0.55388,UYBR,'',0,44,148642.4,162434.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,134,0,170302.5,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',35,30,151889.2,143249.4,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,40,-121784.4,181546.8,RO12,me75fM6ugJ,Change,Change,Change
10,UYBR,mj86,98,136,175450,64080.3,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',0,32,140432,31570.5,RO12,me75fM6ugJ,Change,Change,Change
38,UYBR,mj86,0,232,-37728.28,2629.878,Fveq5yuDUj6drSMiZO3mXe,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,16,212489.6,490890,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-28,UYBR,'',14,36,106906,26525.58,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',217,32,1286744,199742.7,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,12,-608904,173178.9,RO12,me75fM6ugJ,Change,Change,Change
22,UYBR,am7c,14,48,87693.2,184315.8,RO12,me75fM6ugJ,Change,Change,Change
-16,cJvF,am7c,0,90,-332972.4,4491.69,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,'',28,38,109934,194606.1,RO12,me75fM6ugJ,Change,Change,Change
-8,UYBR,mj86,0,62,-522.284,6139.47,RO12,me75fM6ugJ,Change,Change,Change
40,cJvF,am7c,0,64,44333.2,12833.7,RO12,Kxdu,Stay,Change,Change
8,cJvF,'',0,32,1672.572,70967.7,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,22,212715.6,311127,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,22,107643.6,66167.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,42,56,-121187.6,144056.7,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,am7c,0,156,-126934,183788.1,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,4,-4412760,103084.052693,RO12,me75fM6ugJ,Change,Change,Stay
-18,UYBR,'',103.658127,6,-275868,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,0,74,-147681.6,47527.5,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Stay
-24,UYBR,mj86,7,52,263976.8,230576.1,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,mj86,224,120,6868.56,5702.94,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-26,UYBR,'',0,24,212039.6,210683.4,RO12,me75fM6ugJ,Change,Stay,Change
4,cJvF,am7c,0,72,68017.6,221815.8,RO12,me75fM6ugJ,Change,Change,Change
-14,UYBR,'',0,12,-901432,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,679,100,89572.4,96194.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,91,136,352636.8,172374,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,854,170,285818.4,103167.6,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,am7c,0,108,-119485.6,230895,RO12,Kxdu,Stay,Change,Change
18,UYBR,am7c,273,208,-55756.4,27273.99,_7J0OGNN8s6gFzbM,7M47J5GA0pTYIFxg5uy,Change,Change,Change
8,cJvF,'',0,74,162586.4,23818.26,snf9xe6PBwBZ8lKzhEz,NKv3VA1BpP,Change,Change,Change
26,UYBR,mj86,70,50,85792,222660.6,RO12,me75fM6ugJ,Change,Change,Change
-14,cJvF,'',103.658127,10,-1470888,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
56,UYBR,mj86,938,184,114534.8,17436.57,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-24,cJvF,'',0,26,821312,21228.24,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,4,17124,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,28,148,201774.8,71477.41,2Knk1KF,me75fM6ugJ,Change,Change,Stay
4,UYBR,'',84,96,-15591.84,10859.85,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,26,125865.2,93931.5,RO12,me75fM6ugJ,Change,Change,Change
26,UYBR,'',21,154,-64659.2,5781.33,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',105,34,926684,162718.8,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',49,46,-181307.6,90739.8,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,cJvF,mj86,259,144,144440.8,29251.71,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',103.658127,8,-20242,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,8578.56,172486.5,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,329,154,376265.6,36326.1,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',0,90,-21798.44,15378.51,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,mj86,119,56,-29833.56,4909.5,RO12,me75fM6ugJ,Change,Change,Change
-26,cJvF,am7c,238,164,126981.6,96139.2,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
6,cJvF,'',0,30,245491.2,75441.3,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',21,38,45655.2,89142.3,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,12,-984500,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-16,cJvF,'',103.658127,8,-1964888,103084.052693,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,mj86,0,52,-10714.44,7337.76,RO12,Kxdu,Change,Change,Change
-4,cJvF,am7c,791,196,188415.6,43295.7,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,am7c,0,98,96318,21256.05,RO12,me75fM6ugJ,Change,Change,Change
-4,cJvF,'',0,20,17125.72,4932.45,RO12,me75fM6ugJ,Change,Change,Stay
16,cJvF,'',0,40,-522040,197294.7,RO12,me75fM6ugJ,Change,Change,Change
6,UYBR,mj86,0,116,19483.56,7475.1,2Knk1KF,me75fM6ugJ,Stay,Change,Change
-28,cJvF,am7c,35,80,346707.2,96588,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,6,-752044,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,26,26252.72,187268.4,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-12,UYBR,'',0,12,-968568,0,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,10,-214674.8,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Stay
-20,UYBR,am7c,77,76,130145.6,142572.9,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,8,-2177592,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,98,232,214647.6,119361.6,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
46,UYBR,am7c,266,182,151244.8,58639.2,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',266,106,-174781.2,112227,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,48,171469.6,210910.2,RO12,me75fM6ugJ,Stay,Change,Change
50,cJvF,mj86,105,122,-216669.2,23710.95,2Knk1KF,me75fM6ugJ,Change,Change,Change
34,cJvF,mj86,103.658127,58,-117103.2,111747.6,RO12,me75fM6ugJ,Change,Change,Change
54,cJvF,am7c,21,104,166260.8,193178.7,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,'',0,24,2377.2,169735.8,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,728560,268226.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,28,120283.6,226614.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,70,-1300936,67161.91,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,441,130,-22629.56,18973.38,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
6,UYBR,'',0,32,801336,160099.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,6,64318,103084.052693,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',103.658127,10,-1296280,103084.052693,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,cJvF,am7c,77,144,-130016,11947.26,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-20,UYBR,'',63,32,107074,183207.6,ues7INAmyjdS1vDd0YL9jU,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-26,UYBR,'',0,14,-406984,81670.8,RO12,me75fM6ugJ,Change,Change,Change
-4,cJvF,'',0,22,-197798.8,178654.8,RO12,me75fM6ugJ,Stay,Change,Change
-28,UYBR,am7c,749,134,58432,187977.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',154,44,1460.284,9136.979,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,16,175148.4,48444,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,18,-108995.6,210224.7,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,'',103.658127,32,572152,187804.8,RO12,me75fM6ugJ,Stay,Change,Change
6,cJvF,'',7,30,411960,69166.2,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,24,354752.4,150620.1,RO12,me75fM6ugJ,Change,Change,Stay
-8,UYBR,am7c,6391,86,72031.6,184574.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,16,358874.4,9845.49,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,10,-572136,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
30,UYBR,mj86,49,154,133733.2,45574.2,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-28,UYBR,'',0,22,-69423.2,282841.2,RO12,me75fM6ugJ,Change,Stay,Change
-0.55388,cJvF,'',21,150,-57285.2,20397.24,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-18,UYBR,'',0,20,99963.6,126647.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,50,94143.6,201164.4,RO12,me75fM6ugJ,Stay,Change,Change
4,cJvF,'',7,34,120409.2,62214.6,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,12,-417424,58170.9,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,62,-796872,214761.3,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
6,cJvF,am7c,98,88,100126,142105.8,RO12,Kxdu,Stay,Change,Change
-0.55388,cJvF,'',0,22,82716.8,13013.7,e6CkoqApVR,Kxdu,Change,Change,Change
-22,cJvF,'',103.658127,8,-1079572,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',0,20,528360,122180.4,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,'',0,28,1100.572,60296.1,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,am7c,168,84,-324548.8,204366.9,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
6,cJvF,am7c,14,68,-292993.6,157566.9,RO12,DHn_WUyBhW_whjA88g9bvA64_,Stay,Change,Change
-0.55388,cJvF,am7c,1435,140,-164020,15337.08,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',7,54,308853.2,51570.9,RO12,me75fM6ugJ,Stay,Change,Change
-20,UYBR,'',0,40,-976944,50790.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,35,128,44149.6,20349.45,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,134,-310119.2,83730.3,2Knk1KF,me75fM6ugJ,Stay,Change,Change
4,cJvF,mj86,0,80,804340,80789.09,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',42,40,129215.6,54064.8,RO12,Kxdu,Change,Change,Change
-22,cJvF,'',0,22,119147.2,207081,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,14,154477.6,80971.8,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',0,28,-361112.4,80161.5,RO12,me75fM6ugJ,Change,Stay,Change
-0.55388,UYBR,mj86,679,158,402872,159105.3,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-18,cJvF,'',0,12,-688284,62565.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,176,66074,136537.2,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,mj86,357,138,-22574.56,53625,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,130,-56205.6,22006.08,g62hiBSaKg,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,8,-101507.6,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',105,180,-306158.4,16903.5,qqimvRzsp8ZZdKRPgzLg68joSn_k,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-18,cJvF,'',103.658127,6,-2394624,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,50,252959.2,55632,RO12,me75fM6ugJ,Stay,Change,Change
-18,UYBR,mj86,14,64,-1499688,75930.3,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',336,40,-2120892,16307.7,RO12,me75fM6ugJ,Change,Stay,Change
-0.55388,UYBR,am7c,224,126,3527.716,1189.863,2Knk1KF,me75fM6ugJ,Change,Change,Change
36,cJvF,mj86,35,84,34561.56,4278.36,AERks4l,NKv3VA1BpP,Change,Change,Change
-0.55388,cJvF,'',0,26,877452,200472.3,RO12,Kxdu,Change,Change,Change
-28,cJvF,'',98,40,61210,219337.8,PomAbFU,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',7,170,655.884,2939.283,2Knk1KF,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,am7c,7,100,23057.28,4297.35,RO12,Kxdu,Change,Change,Change
-4,UYBR,'',0,20,113759.2,214793.4,RO12,me75fM6ugJ,Change,Change,Change
-14,UYBR,'',103.658127,10,-720664,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,am7c,322,88,161362.4,143526.3,RO12,me75fM6ugJ,Change,Change,Stay
-20,cJvF,mj86,189,76,-1783340,4004.52,RO12,Kxdu,Change,Change,Change
-12,UYBR,'',0,12,-438268,125736.6,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,mj86,112,82,-62143.2,2065.896,RO12,Kxdu,Change,Change,Change
-0.55388,UYBR,'',21,110,-7300.8,3242.52,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,10,-675068,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,36,86220.8,218971.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,189,208,142110,144501.9,ByQdnLRlFnny2k4AJzG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
14,UYBR,'',0,38,108842.4,233163.9,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,mj86,420,122,205176.4,84486,2Knk1KF,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',161,184,524680,38182.2,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-30,cJvF,'',0,24,650340,161133,RO12,Kxdu,Change,Change,Stay
-0.55388,UYBR,mj86,7,92,152565.2,223563,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,14,94,175731.2,149605.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,68103.6,1002840,RO12,me75fM6ugJ,Change,Change,Change
12,UYBR,'',28,36,229260,93645,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
58,UYBR,am7c,0,122,47895.2,7859.34,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,21,110,141128.4,205999.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,158,-387182.4,56876.7,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,22309,168025.5,RO12,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
