@relation R_data_frame

@attribute Var126 numeric
@attribute Var218 {'',cJvF,UYBR}
@attribute Var229 {'',am7c,mj86,oJmt,sk2h}
@attribute Var74 numeric
@attribute Var73 numeric
@attribute Var113 numeric
@attribute Var81 numeric
@attribute Var193 {_7J0OGNN8s6gFzbM,2Knk1KF,2wnefc9ISdLjfQoAYBI,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,8kO9LslBGNXoLvWEuN6tPuN59TdYxfL9Sm6oU,9U2tunPAje3TwfLLUQxzM3dC1ghn,AERks4l,B2T7ZTgOX7xpBPBD28SLvVWgBkc13Sm0a3tk2,BrRu5UxtiQY9TTJ8ABKpfS,bYmQ4nc,ByQdnLRlFnny2k4AJzG,DH86UFkz9LK6My0ezUgZx96oI,e6CkoqApVR,eSGpMwS8zSGgq_trOpckZ5,Fveq5yuDUj6drSMiZO3mXe,g62hiBSaKg,gGvYE2F8JHtPlbzkGbl,GpoBynXzkxADI7bZBtqvX2IPV5t7o2QCPE,hnq7pOcHWLojUTXc7HQutLwmffdy,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L,IlTgyyFksv4BT,J71wxZB6Jn0CR82XoyV,JXVE,KjAW4rq3iyvu8XwKkyQ2_svIATjM3B5,LrdVolaSGUfkVeWC,LrdZy8QqgUfkVShG,MJdP52puUMWhmExsNdlkGDbNTFln2Eg,msph93375qXRfw6hcMceRRIDdmHq8wn,ND3t9Yro9U,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV,NRCqczK,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,OpDzzQJ,PomAbFU,QG5U1Qs9mF3805lxYz2cGPnrm,qqimvRzsp8ZZdKRPgzLg68joSn_k,rEUOq2QD1qfkRr6qpua,RO12,snf9xe6PBwBZ8lKzhEz,SrUWsbENd7prk,T9RM7fDFhhZjjBFsk5zptG,TW8dXluYzKpktZjuY8kSPBaZa,ues7INAmyjdS1vDd0YL9jU,vuPfq6YcbX,w9ygS99Qp_,wvnt2iBhAPeGqIKaFUxJc6ca3IYp,X1rJx42ksaRn3qcM,X2uI6IsGev,yaM_UXtlxCFW5NHTcftwou7BmXcP9VITdHAto,z3s4Ji522ZB1FauqOOqbkl,zPhCMhkz9XiOF7LgT9VfJZ3yI}
@attribute Var207 {0MCPoln,15TtzZrRt2,5iay,6C53VA1kCv,7M47J5GA0pTYIFxg5uy,DHn_WUyBhW_whjA88g9bvA64_,EBKcR3s6B22tD6gC36gm6S,GjJ35utlTa_GNSvxxpb9ju,Kxdu,me75fM6ugJ,NKv3VA1BpP,o0ZZAVSQ32YuE,tMBVJkA0xJMEATvl4ht,wXfldy7}
@attribute churn {Change,Stay}
@attribute appetency {Change,Stay}
@attribute upselling {Change,Stay}

@data
4,UYBR,'',0,26,-66037.6,59805.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,7,178,77260.4,60396,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-20,cJvF,'',103.658127,8,-504208,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,2149,114,170441.6,46165.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
10,cJvF,'',103.658127,34,159108.4,102031.2,RO12,me75fM6ugJ,Change,Change,Change
20,cJvF,'',210,44,40119.6,6688.71,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-30,UYBR,'',7,36,126128,136821.3,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',77,152,3459.144,15292.65,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-0.55388,cJvF,mj86,77,174,-12821.28,5175.6,qqimvRzsp8ZZdKRPgzLg68joSn_k,me75fM6ugJ,Change,Change,Stay
-22,UYBR,'',0,20,-20452.56,42907.5,RO12,me75fM6ugJ,Change,Stay,Change
-0.55388,UYBR,'',161,30,136535.6,218974.5,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,am7c,161,172,20335.28,5400.45,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
28,UYBR,mj86,0,76,91482,160291.8,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,21,84,-3172.144,120028.2,RO12,me75fM6ugJ,Change,Change,Change
16,cJvF,'',14,40,-119575.2,27456.21,RO12,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,16,882088,38385.6,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',119,28,158519.2,67050.91,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,mj86,14,74,-128064,21626.13,RO12,me75fM6ugJ,Change,Change,Change
64,cJvF,am7c,0,88,0,0,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,50,468744,118965.3,RO12,Kxdu,Change,Change,Change
4,UYBR,'',103.658127,10,88418.8,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',0,34,96462.4,221771.1,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,UYBR,'',0,26,387472,160384.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,20,235414,212087.1,RO12,me75fM6ugJ,Stay,Change,Change
-30,cJvF,am7c,0,102,236294,198381.9,RO12,me75fM6ugJ,Change,Change,Change
-4,UYBR,'',0,22,552624,196898.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,'','',14,32,-485272,28043.73,RO12,me75fM6ugJ,Change,Change,Change
-24,cJvF,'',0,28,132600.4,205356.6,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',0,28,203275.2,209926.8,RO12,me75fM6ugJ,Change,Change,Change
34,cJvF,mj86,0,58,-87264.4,12184.68,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,mj86,1288,52,386922.8,85994.09,RO12,me75fM6ugJ,Change,Change,Stay
28,cJvF,'',0,52,5154.56,7176.9,RO12,Kxdu,Change,Change,Change
-14,cJvF,'',0,12,-960112,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,58,463780,126015.9,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,mj86,0,136,21888.24,35008.2,2Knk1KF,me75fM6ugJ,Change,Stay,Change
40,UYBR,am7c,35,64,-127711.6,105096,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,18,380796,160385.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,6,-866028,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-26,cJvF,'',0,14,-573688,644337,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,'',103.658127,38,225011.6,162885.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,154,76,86422,5156.49,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,'',0,26,-107465.2,201862.5,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,'',103.658127,8,-884860,103084.052693,RO12,GjJ35utlTa_GNSvxxpb9ju,Change,Stay,Change
6,UYBR,'',0,30,101196.4,151054.8,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,14,-45811.6,225142.5,RO12,me75fM6ugJ,Change,Change,Change
40,UYBR,am7c,84,88,59450,6946.26,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',336,80,37541.28,35331.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',7,34,-897672,173608.8,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,21,178,139966.8,61617.3,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,20,213888,213695.4,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,mj86,203,88,-78456.8,14253.93,RO12,me75fM6ugJ,Change,Change,Change
14,UYBR,'',0,40,-325.8572,4201.32,RO12,Kxdu,Change,Change,Change
-0.55388,UYBR,'',210,178,111044,8986.59,RO12,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
-0.55388,cJvF,'',0,14,27491.28,136255.8,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,mj86,0,48,-45906.8,4122.57,RO12,me75fM6ugJ,Stay,Change,Change
62,cJvF,am7c,7,180,-188311.6,20981.49,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-22,cJvF,'',0,12,-550988,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,'','',0,32,488656,144307.2,RO12,me75fM6ugJ,Stay,Change,Change
-26,cJvF,mj86,119,86,-462548,29277.66,RO12,me75fM6ugJ,Change,Change,Change
0,cJvF,'',0,24,142187.2,51275.7,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,18,-274271.2,39060,RO12,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
4,cJvF,'',910,152,430696,10641.54,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',103.658127,10,-1044528,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
20,cJvF,am7c,203,180,56146.8,67900.8,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-18,cJvF,'',103.658127,6,-2146452,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
6,UYBR,'',14,30,-79332,174516.3,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
20,cJvF,'',126,44,153574,226682.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',140,102,41814.8,12247.38,PomAbFU,Kxdu,Change,Change,Change
-0.55388,cJvF,'',14,40,242138.8,52285.5,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,'',119,146,-381979.6,18740.85,2Knk1KF,me75fM6ugJ,Change,Change,Change
26,cJvF,am7c,938,126,163440.4,71199.91,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,-14343.56,83276.09,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,am7c,42,98,-1655520,1823.811,RO12,Kxdu,Change,Change,Change
4,UYBR,'',0,26,249209.2,212416.5,RO12,me75fM6ugJ,Change,Change,Change
-10,UYBR,'',0,14,1017096,451614,RO12,me75fM6ugJ,Change,Change,Change
4,'','',0,12,-802564,0,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,am7c,0,58,-45270,5868.81,RO12,Kxdu,Change,Change,Change
12,cJvF,'',103.658127,36,-207432.4,175006.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,343,64,421528,218234.7,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,am7c,294,136,166974,226042.2,2Knk1KF,NKv3VA1BpP,Change,Change,Change
-18,UYBR,'',103.658127,6,-522108,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',0,38,-2033644,100781.1,RO12,me75fM6ugJ,Stay,Change,Change
14,UYBR,'',154,38,-88009.6,8891.67,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,am7c,0,58,235459.6,82924.5,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,42,92,-214701.6,17506.05,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,'',14,32,113707.6,175100.7,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,'',21,38,120500,93168,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
30,cJvF,'',0,102,35404.12,16480.95,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,1564.572,214087.2,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,mj86,0,174,108068,12910.02,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-22,cJvF,'',14,130,67145.2,142075.5,rEUOq2QD1qfkRr6qpua,me75fM6ugJ,Change,Change,Change
-24,UYBR,'',651,40,105348,215613.3,RO12,me75fM6ugJ,Change,Stay,Change
-0.55388,cJvF,'',103.658127,4,-1676988,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,20,419300,252976.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,32,177054.8,227501.4,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,mj86,0,62,-44154.8,3164.49,RO12,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,12,-763092,271998,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,cJvF,'',0,36,79929.6,137670.9,RO12,me75fM6ugJ,Stay,Change,Change
34,UYBR,mj86,0,58,68896,228440.4,RO12,me75fM6ugJ,Change,Change,Change
6,UYBR,am7c,0,94,0,49856.1,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,'',103.658127,10,-947964,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',103.658127,6,2330,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,14,134,-82172.8,3695.91,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',0,64,0,0,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,18,137228,208972.2,RO12,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,28,68566.4,235099.5,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,'',0,14,-2329856,0,RO12,me75fM6ugJ,Change,Change,Change
32,UYBR,mj86,0,80,18875.84,3972.39,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,am7c,7,54,-28775,19822.53,RO12,Kxdu,Change,Change,Change
24,UYBR,am7c,0,48,7079.56,4397.16,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,0,94,-1954524,39541.8,JXVE,0MCPoln,Change,Change,Change
-2,cJvF,'',0,22,-61626.8,29194.2,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',14,38,321829.6,66562.2,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,cJvF,am7c,308,82,-57002.8,2697.543,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,12,-803664,171427.5,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,7,50,-39236.44,44786.4,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,'',0,30,0,6849.99,RO12,me75fM6ugJ,Change,Change,Change
32,UYBR,am7c,0,56,17518.56,4313.43,RO12,Kxdu,Change,Change,Change
-20,cJvF,'',103.658127,4,-4425880,103084.052693,RO12,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-10,UYBR,'',567,136,-84678.8,20546.31,AERks4l,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
10,cJvF,am7c,7,172,282238.4,145143.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,14,104,70764,37545.3,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,35,100,50548.4,15789.36,RO12,me75fM6ugJ,Change,Change,Change
10,cJvF,'',21,34,388717.2,215835,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-20,UYBR,'',103.658127,6,-974560,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,56,154,-1683340,5865.96,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,126,135808.8,46884,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,861,196,21755.56,10291.65,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-20,UYBR,mj86,0,98,632288,213423.9,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,'',0,16,1150480,204441,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,mj86,0,94,38983.56,7874.1,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-22,UYBR,'',0,28,547412,65754,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
42,cJvF,am7c,28,90,2142.572,8165.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,48,4760.56,3728.1,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',0,38,-589696,225694.5,RO12,me75fM6ugJ,Change,Change,Change
10,cJvF,'',0,34,-56278,57937.8,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-24,UYBR,'',0,30,270812.4,202495.5,RO12,me75fM6ugJ,Change,Change,Change
32,cJvF,'',0,56,-757248,30209.4,RO12,me75fM6ugJ,Change,Change,Change
-8,'','',0,22,-711184,77847.91,RO12,me75fM6ugJ,Stay,Change,Change
-20,cJvF,'',103.658127,6,-2439952,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,168,48,113220,12685.77,eSGpMwS8zSGgq_trOpckZ5,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-0.55388,UYBR,am7c,7,52,-358408.4,49441.8,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,mj86,511,162,347805.2,41419.5,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,'',0,32,64760,154415.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,126,62,15310.44,6778.35,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,2156,106,49886,55707,2Knk1KF,me75fM6ugJ,Change,Change,Change
-8,cJvF,'',0,16,158548.4,875181,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,'',273,142,173586,148858.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
-24,cJvF,'',0,12,-661920,140612.4,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',7,44,-81538,207120.6,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-20,UYBR,am7c,21,182,-1786236,10395.15,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,20,0,0,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,308,122,-1124.856,3946.89,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-26,cJvF,am7c,147,94,-569252,1655.424,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,34,545100,111740.1,RO12,me75fM6ugJ,Change,Change,Change
14,UYBR,'',161,38,818636,27334.14,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,100,105173.6,44245.5,w9ygS99Qp_,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,am7c,7,148,-1129836,215866.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
52,UYBR,mj86,0,76,-62218.8,19191.12,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,35,58,-122819.6,39368.1,RO12,me75fM6ugJ,Stay,Change,Change
4,UYBR,am7c,112,90,155232.8,11099.04,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,189,84,220237.2,214796.7,RO12,me75fM6ugJ,Change,Change,Stay
-16,UYBR,'',103.658127,10,-917256,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',0,62,-117429.2,116076,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,0,158,4491.72,173338.2,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
12,UYBR,'',0,36,158344,147198.3,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,16,167468.4,213348.9,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,160,-839660,18280.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
10,'','',126,34,-55236,7873.65,RO12,me75fM6ugJ,Stay,Change,Change
4,cJvF,'',0,26,-430360,39385.5,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,mj86,0,58,1668108,132079.5,RO12,Kxdu,Change,Change,Change
4,cJvF,mj86,0,92,93756,8660.13,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,196,168,111392.4,106454.4,2Knk1KF,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,0,60,-142637.6,55391.4,RO12,me75fM6ugJ,Change,Change,Stay
28,cJvF,am7c,63,76,-42495.6,3625.08,RO12,Kxdu,Change,Change,Change
-22,UYBR,mj86,0,110,215948,200361.3,2Knk1KF,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',0,26,577860,66618.59,RO12,me75fM6ugJ,Change,Change,Change
-6,UYBR,'',0,20,173714.4,214730.4,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,8,-836508,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',7,156,12490.16,4356.21,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-8,cJvF,'',0,16,-344200.4,340434,RO12,me75fM6ugJ,Stay,Change,Change
4,UYBR,'',0,148,-218893.2,16419.36,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,21,52,-1732,3680.85,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,am7c,777,120,-36442.44,18998.19,2Knk1KF,NKv3VA1BpP,Change,Change,Change
-0.55388,cJvF,am7c,364,150,721892,36435.6,2Knk1KF,NKv3VA1BpP,Change,Change,Change
-0.55388,cJvF,'',7,40,-611012,43167.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,343,106,17813.16,5409.42,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,UYBR,'',7,30,184314.8,139168.8,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,'',35,158,402656,169470.3,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-8,UYBR,'',0,18,143910,180398.4,RO12,me75fM6ugJ,Change,Change,Change
-26,cJvF,'',0,40,-73397.6,22023.48,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,'',0,22,391432.8,257761.2,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',103.658127,8,309256.4,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
34,cJvF,mj86,231,58,-1304.716,4170.21,RO12,me75fM6ugJ,Change,Change,Change
20,UYBR,'',14,68,90345.2,231278.4,RO12,me75fM6ugJ,Change,Change,Change
58,cJvF,mj86,7,82,125372.8,153618.3,RO12,me75fM6ugJ,Change,Change,Stay
-18,cJvF,'',103.658127,10,-548132,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,91,56,-188800,9681.96,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-22,cJvF,'',0,28,86968.4,153402.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,24,-196.5716,2292.78,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,mj86,21,72,81057.2,110775.3,RO12,me75fM6ugJ,Change,Change,Change
10,cJvF,am7c,56,196,255260.4,98150.09,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
12,cJvF,'',0,36,-999912,38629.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,42,60,37307,14289.81,RO12,Kxdu,Change,Change,Change
-0.55388,UYBR,am7c,70,108,-331660.4,131842.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
22,UYBR,'',0,46,-994548,32122.5,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',103.658127,8,-1682216,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
58,cJvF,mj86,98,82,-15702.84,5701.14,RO12,0MCPoln,Change,Change,Change
4,cJvF,'',0,28,130762,180192.3,AERks4l,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,'',0,22,0,0,RO12,me75fM6ugJ,Change,Change,Change
-14,UYBR,'',0,16,-350030,239051.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,68,0,0,RO12,me75fM6ugJ,Change,Change,Change
8,cJvF,'',0,34,208817.6,84183.91,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,am7c,0,62,7611.84,3538.35,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,161,104,144271.2,197554.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,48,-219326,38233.5,RO12,Kxdu,Change,Change,Stay
4,cJvF,'',0,18,-133075.6,214784.7,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,60,117784,96444.91,RO12,Kxdu,Change,Change,Stay
44,UYBR,mj86,7,86,18849.04,7345.86,AERks4l,NKv3VA1BpP,Change,Change,Change
-18,UYBR,'',103.658127,8,-971372,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
24,cJvF,am7c,0,80,-162820,118029.6,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',238,44,349997.2,218590.5,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',273,36,300612.8,207693.9,RO12,me75fM6ugJ,Change,Change,Change
-8,UYBR,'',266,42,-511380,103084.052693,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,86,-5130.16,10117.98,RO12,me75fM6ugJ,Change,Change,Change
6,UYBR,mj86,0,76,-38698.84,139405.2,RO12,Kxdu,Change,Change,Change
4,cJvF,'',103.658127,10,-860056,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
6,cJvF,am7c,0,80,87912.8,100096.5,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',42,154,-507484,9679.08,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,cJvF,'',103.658127,10,-714652,103084.052693,RO12,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,22,204101.6,157362.3,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,16,-196668,129822.3,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,8,2022044,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',0,42,130446.4,67191.91,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,mj86,21,88,57532.4,18142.74,RO12,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,14,477804,1174029,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,cJvF,'',42,74,-300403.2,338757,RO12,Kxdu,Change,Change,Stay
4,cJvF,'',14,34,82882,66174.3,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
4,UYBR,'',0,16,156562.4,255037.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,294,210,104333.2,9029.521,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
28,cJvF,am7c,14,76,-1318.856,5090.97,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,14,52,8291.16,7156.021,RO12,me75fM6ugJ,Change,Change,Stay
4,UYBR,am7c,28,94,137368,28084.62,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-28,UYBR,am7c,119,70,21009.84,109596.3,RO12,me75fM6ugJ,Change,Change,Change
-24,cJvF,'',14,40,105779.6,79359,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
